,0
1065,"Barnett (Samuel A.)-Religion and politics :
lectures given in Westminster Abbey. Cr. 8vo.
7X44, pp. 192, 2s, 6d. net
GARDNER, D., Sep. II"
1066,"Baroda (Maharani) and Mitra (S. M.)—The
Position of women in Indian life. Cr. 8vo.
87X5, pp. 398, 5s. net....LONGMANS, Od. II"
1067,"Baron (Barclay)—The Growing generation : a
study of working boys and girls in our cities.
8vo. 71 X41, pp. 192, IS.
STUDENT CHRISTIAN MOVEMENT, Aug. II"
1068,"Baron of ill-fame, Barton (H.) 6s...
........ Nov. II"
1069,"Baronetage, &c., Debretts, 1912 (Lib. edit.)
16s. 6d. net
...Dec. II"
1070,"Baronetage under twenty-seven Sovereigns (The),
1309-1910: a dated catalogue of events.
Ryl. 8vo., 7s. 6d. net
St. CATHERINE PRESS, J une II"
1071,"Baron's heir, Fox (A. W.) 6s..
... Nov. 11"
1072,"Barr (Amelia E.)-Love will venture in. Popular
edit. Cr. 8vo. 71 X5, pp. 320, is, net
CHATTO, Mar. 11"
1073,"Barr (Amelia E.)-A Reconstructed marriage.
Cr. 8vo. 7*X5, pp. 350, 6s. UNWIN, Mar, II"
1074,"Barr (J. H.)-Kinematics of machinery. 2nd
edit., rev. by E. H. Wood. 8vo., ios. 6d. net
CHAPMAN & H., Jan. II"
1075,"Barr (Robert)—Cardillac. Popular edit. Cr.
8vo. pp. 312, swd. is, net MILLS & B., Feb. II"
1076,"Barr (Robert)-Lord Stranleigh, philanthropist.
Cr. 8vo. 71 x 5, pp. 320, 6s... WARD, L., Sep. II"
1077,"Barr (Robert)— The Speculations of John Steele.
8vo. swd. 6d.
..CHATTO, Feb. II"
1078,"Barr (Robert)—Stranleigh's millions, 2nd
impres. Cr. 8vo. 74 X4, pp. 350, 25. net
NASH, Jan. II"
1079,"Barrett (Alfred Wilson-) see Wilson-Barrett.
Barrett (C. R. B.)— History of the 13th Hussars.
2 vols. 4to. 63s. net W. BLACKWOOD, Sep. II"
1080,"Barrett (E. Boyd)—Motive-force and motivation
tracks : a research in will psychology. 8vo.
75. 6d. net, swd, 6s, net ....LONGMANS, Sep. II"
1081,"Barrett (W. F.)-Creative thought. 8vo., swd.,
6d. net. (21, Cecil Court, W.C.)
J. M. WATKINS, May 11"
1082,"Barrett (W. F.)-Psychical research. 12mo., pp.
256, is. net (Home university library)
WILLIAMS & N., Oct. II"
1083,"Barrie (J. M.)-Auld Licht idylls. Cr. 8vo. pp.
258, is. net
HODDER & S., Feb. II"
1084,"Barrie (J. M.)—The Little minister. Pop. edit.
Cr. 8vo., pp. 350, is. net....CASSELL, July II"
1085,"Barrie (J. M.)-Peter and Wendy. Illus. Cr. 8vo.
8 X 53, pp. 276, 6s....... HODDER & S., Oct. II"
1086,"Barrie (J. M.) -- A Window in Thrums.
Illus. in colour by A. C. Michael. 4to. 8 x6,
pp. 212, 6s. net........HODDER & S., Nov. 11"
1087,"Barrington (Amy) and others-A Preliminary
study of extreme alcoholism in adults. 4to.,
pp. 60, swd. 45. net (Eugenics Laboratory
Memoirs, XIV.)
DULAU, Dec, 10"
1088,"Barrington (Michael) - Grahame of Claverhouse,
Viscount Dundee. Imp. 8vo. 11}x7}, pp. 462,
.M. SECKER, Nov. II"
1089,"Barrington (Mrs. Russell) —Essays on the purpose
of art : past and present creeds of English
painters. 8vo. 93 x6, pp. 440, 125. 6d. net
LONGMANS, Jan. II"
1090,"Barrington (Rutland)—More Rutland Barrington,
By Himself. Illus. 8vo. 81x5), pp. 234.
RICHARD, June 11"
1091,"Barron (Douglas G.) ed.-In defence of the
Regalia, 1651-2 : being selections from the
family papers of the Ogilvies of Barras. With
intro. 8vo. 16s. net ...LONGMANS, Jan. II"
1092,"Barry (George Duncan) — The Transfiguration of
Our Lord. Cr. 8vo. 7* X5, pp. 140, 35. 6d. net
LONGMANS, Feb, il"
1093,"Barry Lyndon, &c., Thackeray (W. M.) 6s. net
Feb. II"
1094,"3os. net
75. 6d. net
Feb. 11"
1095,C 2
1096,"or
Barry Lyndon, Thackeray (W. M.) is., 25. net
July 11"
1097,"Barry (William)—The Papacy and modern times :
a political sketch, 1303-1870. 12mo., pp. 256,
is. net (Home university library)
WILLIAMS & N., Oct. II"
1098,"Barter-Snow (Laura A.)-Agnes Dewsbury :
or He led them on safely. Cr. 8vo. 7! X41,
pp. 332, 2s...
.PARTRIDGE, May 11"
1099,"Bartholomew (J. G.)-A Literary and historical
atlas of America. 12m10. pp. 246, is. net ;
Ithr, 2s, net (Everyman's library) DENT, Sep. II"
1100,"Bartholomew (J. G.) and others.--Atlas of zoogeo-
graphy: a series of maps illustrating the
distribution of over seven hundred families.
genera, and species of existing animals. Folio
181 X 12, pp. 67 (36 plates), 525. 6d. net
BARTHOLOMEW, Mar. II"
1101,"(Has bibliographies.]
Bartlet (J. Vernon)-Early Church history : a
sketch of the first four centuries. Re-issue.
Cr. 8vo. 71 X43, pp. 162, Is. 6d.
R.T.S., Apr. II"
1102,"Bartlett (Daniel H. C.)- The Mormons,
Latter-day Saints. Whence came they?
8vo. 81 X54, pp. 90, IS.
(Liverpool : Thompson) NISBET, Mar. II"
1103,"Bartlett (F. W.)-Mechanical drawing : written
for the use of the midshipmen at the United
States Naval Academy. 3rd edit. 8vo., 12s. 6d.
net
CHAPMAN & H., Nov.it
Bartlett (Lucy Re.) The Coming order. Cr.
8vo. 8X54, pp. 130, 2s. 6d. net
LONGMANS, Oct II"
1104,"Bartley Preshman Pitcher, Heyliger (W.) 5s.
Nov. 11"
1105,"Barton (Edwin H.)- Analytical mechanics, com-
prising kinetics and statics of solids and fluids,
8vo. 83 X55, pp. 556, 10S, 6d. net
LONGMANS, Sep. II"
1106,"Barton (F. P.)-Auction bridge simplified.
16mo. 61 X41, pp. 122, 25. 6d. net
SIMPKIN, Mar. II"
1107,"Barton (Frank Townend)— The Boy fancier :
being a complete manual of all matters apper-
taining to domestic pets, &c. Illus. 8vo.
81x51, pp. 456, 5s....... ROUTLEDGE, Oct. II"
1108,"Barton (F. Townend)--- The Dog as a companion
and guard. Cr. 8vo. 7! X45, pp. 142, 25. 6d. net
DIGBY, L., Jan. II"
1109,"Barton (Frank Townend)—Horses and practical
horsekeeping. Illus. 8vo. 81 X5, pp. 644,
Ios. 6d. net..
.. JARROLD, July II"
1110,"Barton (Frank Townend)—My book of little dogs.
Illus. by G. Vernon Stokes. 4to. 9 X7, pp. 106,
38. 6d. net.....
JARROLD, Sep. II"
1111,"Barton (Frank Townend)-Ponies and all about
them. Illus. 8vo. 9 X5), pp. 508, 78. 6d. net
LONG, May 11"
1112,"Barton (Hester)-The Baron of ill-fame :
romance of Plorence in the time of Dante.
Cr. 8vo. 73 X 41, pp. 302, 6s. ..S. PAUL, Nov. II"
1113,"Barton (Mary)-Impressions of Mexico, with
brush and pen. 8vo. 9 X54, pp. 176, 1os. 6d, net
METHUEN, Apr. II"
1114,"Bary (Richard de) see De Bary.
Basaltes, Black (pottery], Grant (M. H.) 425. net
Feb. II"
1115,"Bascule.-Rules and principles of auction bridge,
38.
net...
.... Nov. II"
1116,"Basevi (Charles Edward)—Victimised. A novel.
Cr. 8vo. 74 X5, pp. 320, 6S. LONG, Feb. II"
1117,"Basic open-hcarth steel process, Dichmann (C.)
tros. od. net
.....Sep. 11"
1118,"Basile (Giambattista)—Stories from the Pent-
amerone. Selected and edit. by F. F. Strange.
Illus. by Warwick Goble. 410. 10 X7}, pp316,
MACMILLAN, Nov. II"
1119,"Baskerville (C.) and Curtman (L. J.)-A Course
in qualitative chemical analysis. 8vo., 6s. net
MACMILLAN, Jan. 11"
1120,"Bastable (C. F.)-The Commerce of nations.
5th edit. Cr. 8vo. 78 X5, pp. 220, 25. 6d.
METHUEN, Apr. II"
1121,"Bastian (H. Charlton)—The Origin of life :
being an account of experiments with certain
superheated saline solutions in hermetically
sealed vessels. Ryl. 8vo. 103 x6, pp. 76,
35. 6d. net
.WATTS, Feb. II"
1122,"Bastin (Edson S.)-Geology of the pegmatites
and associated rocks of Maine including
Feldspar, Quartz, Mica and Gem deposits.
(U.S. Geological Survey). 8vo. 9} x6, pp. 152,
swd, 5s, net
. WESLEY, Sep. II"
1123,"Batchelder (W. J.)-The Wine-drinker, and other
stories. Cr. 8vo. 73 X5, pp. 314, 6s.
SMITH, E., Feb. II"
1124,"Batcheller (Tryphosa Bates) - Italian castles and
country seats.
Illus. Ryl. 8vo. 10 X61, pp.
528, 255. net..... .LONGMANS, Dec. 11"
1125,"Bateman (W. F. La Trobe-) see La Trobe-Bateman.
Bates (E. L.) and Charlesworth (F.)-Practical
mathematics and geometry. Pt. 1, preliminary
course, Pt. 2, elementary course. Cr. 8vo.,
pp. 246, 226, limp, ea. Is. 6d, net
BATSFORD, Sep. 11"
1126,"Bates (E. L.) and Charlesworth (F.)-Practical
mathematics and geometry. Part 3, Advanced
Course. Cr. 8vo. 7} X48, pp. 338, 3s. net
BATSFORD, Od. II"
1127,"Bates (E. S.)– Touring in 1600 : a study in the
development of travel as a means of education.
8vo. 9 X5, pp. 432, 12s. 60. net
CONSTABLE, Nov. II"
1128,"Bates (R. E.)- An Epithalamium and other
poems. Cr. 8vo. 35. 6d. net
CONSTABLE, Sep. II"
1129,"Bateson (Thomas)---A Short history of Australia.
Cr. 8vo. 71 x5, pp. 196, Is. 6d.
H. MARSHALL, Sep. II"
1130,"Bath, Story of, Iartin (A. T.) IS. 9d.....Máy II"
1131,"Bath tubs, &c., Concrete, Houghton (A. A.) is. 60.
net
Aug. II"
1132,"Batiffol (Pierre)-Primitive catholicism. 8vo.
129. 60. net..
..LONGMANS, Nov. II"
1133,"Batten (Samuel 2.) The Social task of Christian.
ity : a summons to the new crusade. Cr. 8vo.
8x5, pp. 234, 35. 6d. net .. REVELL, Sep. II"
1134,"Battle (William Henry)--Clinical lectures on
the acute abdomen. 8vo. 81x5, pp. 120,
4$. net
.CONSTABLE, Mar, II"
1135,"Battle and victory, Mathews (Mrs. W. G.) is. ·
Nov. II"
1136,"Battle honours of Brit. Army, Norman (C. B.),
155. net
Battle of life, Dickens (C.) is, net... June 11"
1137,"Battle of life, Dickens (C.) (illus. by Green)
IS. 6d. nct
Battle of life, Hack (W.) is. 60... . Aug. II"
1138,"Battle of the Lords, Burton (H. B.) is, net Jan. II"
1139,"Batty-Smith (S. H.)-Windfalls : a volume of
desultory verse. Imp. 16mo., pp. 60, swd.
is. 6d. net........B. H. BLACKWELL, Dec. II"
1140,"Baty (T.)—Britain and sea law. Cr. 8vo., 25. net,
swd., is. net
...BELL, July 11"
1141,"Bauer (G.) and others—Marine steam turbines :
forming the supplementary volume to Marine
engines and boilers. 8vo. 91 X6, pp. 230,
Ios. 6d. net...... C. LOCKWOOD, Oct. II"
1142,"Bauschinger (J.) and Peters (J.)-Logarithunic
trigonometrical tables, with 8 decimal places.
Vol. 2. Rly. 8vo., pp. 952, 378. net
ASHER, May 11"
1143,"Bausor (H. W.) see Bailey (G. H.) and Bausor.
Bavarian village player, Burmester (F. G.) 6s.
Aug. 11"
1144,Feb. 11
1145,.Dec. II
1146,"a
15s, net"
1147,"Beatty (Charles)—A Practical guide to the death
duties and to the preparation of death duty
accounts. 3rd edit. rev. and enlarged. Cr. 8vo.
71 X43, pp. 226, 4s. net E. WILSON, Apr, II"
1148,"Beauclerk (C. W. W. 1.)--A Register of the brain
power of the country. 8vo. 71 X 5, pp. 30,
swd. 6d.
U. GILL, July 11"
1149,"Beaujeu, Bailey (H. C.) 7d. net.
Jan, II"
1150,"Beaulieu Abbey, Hist. of, Fowler (Sir J. K.) 1os. 60
net
July 11"
1151,"Beaumarchais (P. A. Caron de)-Le Mariage de
Figaro. Edit. by E. Renault. Cr. 8vo. 28, 6d.
SONNENSCHEIN, Feb. II"
1152,"Beaumont, d'Eon de, Homberg (0.) and Jousselin
(F.) Ios. 6d. net
. Apr. II"
1153,"Beaumont (Francis) and Fletcher (John)-Select
Plays. 12mo. pp. 496, is. net ; Ithr 2s, net
(Everyman's library)
..DENT, Mar. II"
1154,"Beaumont (Roberts)-Colour in woven design.
2nd edit., rewritten and enlarged. 8vo. 91 X54,
pp. 396, 18s, net... WHITTAKER, Dec. II"
1155,"Beauty, Hollis (G.) 6d.
.Mar. 11"
1156,"Beauty: a Chinese drama, Macgowan (J.) 25. net
Oct. II"
1157,"Beauty doctor, Warden (F.) 6s. .. Jan. 11"
1158,"Beauty in distress, Warden (G.) 6d.. ... May II"
1159,"Beauties of friendship. 16mo. 3 1 X2), Ithr. is, net
(Langham booklets, 78)....SIEGLE, H., June 11"
1160,"Beca (Colonel)-A Story of the development of
infantry tactics, Trans. by A. F. Custance.
Cr. 8vo. 29. 60. ... ... SONNENSCHEIN, Apr. II"
1161,"Because of a kiss, Constance (Lady) 6s. June II"
1162,"Bechamp (A.)-The Blood and its third anatomical
elements. Demy 8vo., pp. 438, 79. 6d. net
HOMEOPATHIC PUBL. Co., Oct. 11"
1163,"Beck (E. G.) Bismuth paste in chronic suppura-
tions. Svo. Ios. 6d. net...... KELNER, Mar. II"
1164,"Becker (G. F.) and Orstrand (C. E. van)-
Smithsonian mathematical tables. Hyperbolic
functions. 8vo. 91 x64, pp. 321, 135. 6d. net
WESLEY, Sep. II"
1165,"Beckett (Arthur)-The Wonderful W'cald and
the quest of the Crock of Gold. Illus. 8vo.
9X55, pp. 460, ISO, 6d. net MILLS & B., Sep. II"
1166,"Beckford er)-- Thoughts on hunting : in a
series of familiar letters. Illus. by G. Denholm
Armour and intro. by E. D. Cuming. 4to.
101 X8, pp. 180, 15s. net
HIODDER & S., Nov. II"
1167,"Bed of roses, George (W. L.) 6S......
...Mar. 11"
1168,"Bede (Cuthbert)-The Adventures of Mr. Verdant
Green, an Oxford freshman. 12mo, 6d, net
NELSON, Sep. In
Bedford (H.)—Paper and cardboard modelling.
Book i, for Standard 1. Svo, swd. is, net
G. PHILIP, Apr. Il"
1169,"Bedford (H. Louisa) --His will and her way.
Cr. 8vo. 71 X5, pp. 320, 65. ..S. PAUL, Feb. it
Bedfordshire family, History of : Crawley's.
78. 6d. net...
Mar. 11"
1170,"Bedroom healthy, How to make your. 6d. net
July 11"
1171,"Bedtime stories, Kernahan (J. G. and C.) 25. 60,
net
....Oct. 11"
1172,"Bee (Dora)-The Lord is King, and other poems.
12m0. 7X45, pp. 128, 25. 6d, net
R.T.S., Nov. II"
1173,"Bee (Dora)- The Man with the message. Cr. 8vo.
8 X5, pp. 356, 6s...... .R.T.S., Aug. 11"
1174,"Bee-keeper's companion, Abbott (S. S.) is. 6d.,
IS. net
.. July 11"
1175,"Bee keeping, Profitable, Geary (H.) is. net Feb. II"
1176,"Bee, Life of the, Maeterlinck (M.) (illus. by
Detmold) 215. net....
Nov. II"
1177,"Bee, Lore of the honey, Eduardes (T.) is. net
May 11"
1178,"Beech (Nervyn W. H.)- The Suk: their language
and folklore. 8vo. 91x5., pp. 176, 125. 6d. net
(Clarendon Press), FROWDE, July 11"
1179,.
1180,"Beeching (C. L. T.) Grocery business organisa-
tion and management, with chapters on buying
a business, &c., by J. A. Smart, 8vo, 81 X 51,
pp. 172, 55. net
. PITMAN, Feb. II"
1181,"Beeching (H. C.) ed.-Essays and studies,
English_Assoc. Vol. 2, 55. net.... Nov, II"
1182,"Beekay-Bridge in brief, is. net... May II"
1183,"Beerbohm (Max)–Cartoons : “ The Second child-
hood of John Bull.” Folio 20 X 15, 218. net
S. SWIFT, Nov. II"
1184,"Beerbohm (Max)-Zuleika Dobson ; or, an Oxford
love story. Cr. 8vo. 8 X54, pp. 358, 6s.
HEINEMANN, Oct. II"
1185,"Boos (W. J.) and Fenwick (1.)-Chambers'
Students' history of England and Great Britain.
Parts 1 and 2, ea. 2s. 6d. ; sections 1 to 3,
.. CHAMBERS, Oct. II"
1186,"Bees, The, Thonger (M. E.) 6s.. ....... Sep. 11"
1187,"Beesty (A. H.)-Life of Danton. Re-issue. Cr.
8vo. 74 X5, pp. 386, 38. 6d. net
ILONGMANS, Oct. II"
1188,"Beet (Wilfrid) --- Tom Bart Brown : a novel. 8vo.,
71 X 48, pp. 252, 6s... ....W.M. WEBB, Nov. ii"
1189,"Beetham (Bentley)-Photography for bird-lovers :
a practical guide. 8vo. 8} X6, pp. 126, 5s. net
WITHERBY, Nay it
Beethoven, Rudall (H. A.) 28. net .. June 11"
1190,"Beethoven: Days with great composers, 3s. 6d.
net.
Νου. ΙΙ"
1191,"Before Adam, London (J.) 6d.
Feb. 11"
1192,"Begbie (Harold)—Broken earthenware. Pop. edit.
8vo. Pp. 192, Swd. is. net
HODDER & S., Aug. 11"
1193,"Begbie (Harold)—The Challenge. Cr. 8vo.
7+ X5, pp. 312, 68.....HODDER & S., Oct. II"
1194,"Begbie (Harold)—In the hands of the potter : a
study of Christianity in action. cr. 8vo,
73 X5, pp. 240 65.... HODDER & S., Feb. II"
1195,"Begbie (Harold)—An Ode on the Coronation of
George V. 8vo. swd. Is. net
HODDER & S., June 11"
1196,"Begbie (Harold)-Other sheep: a study of the
peoples of India, with particular reference to
The collision between Christianity and Hindu-
ism. Cr. 8vo. 78 X5, pp. 356, 6s.
HODDER & S., Nov. II"
1197,"Begbie (Harold)-Racket and rest. 8vo., swd. 6d.
HODDER & S., June 11"
1198,"Begbie (Harold)-Racket and rest. Cr. 8vo.7} X 41
pp. 408, 2s, net........ HODDER & S., Feb. II"
1199,"Beginnings : vanished civilizations, Mulhall
M. MCM.) 25. 6d. net
.May II"
1200,"Begum's necklace, Clay (B. M.) 60....... Sep. II"
1201,"Behari Lal—The Thesaurus of knowledge, divine
and temporal : or, The Vedas and their Angas
and Upangas.
Vol. I. Ryl. 8vo., pp. 526,
TOS. net
LUZAC, Oct. II"
1202,"Behind the ranges, Aflalo (F. G.) IOS. 6d. net
Sep. 11"
1203,"Behnke (Kate E.) and Henslowe (E. Colin)
The Broodlands cookery book. 2nd edit.
rev. Cr. 8vo. 7 X 48, pp. 248, 25. 6d. net
BELL, July 11"
1204,"Behrens (W. H.) ed.-An Epitome of the pro-
visions of the Companies (Consolidation) Act,
1908. Relating to the incorporation and
carrying on of a company. Arranged in
chronological order. 4to. 101 X74, pp. 32,
swd., is. net
.SIR J. CAUSTON, May II"
1205,"Belcher (Ernest A.)-Précis writing. Cr. 8vo.
71 X 43, pp. 176, 25. 6d. ....E. ARNOLD, May I
Belcher (Henry)— The First American civil war :
first period, 1775-1778. With chapters on the
Continental or Revolutionary Army and on
the forces of the Crown. 2 vols. 8vo. 9 x5*,
PP. 374, 372, 21. net....MACMILLAN, Oct. II"
1206,"Belgians at home, Holland (C.) ios. 6d. net
Sep. II"
1207,"Belgian poetry, Bethell (J.) is... . May it
Belgium of the Belgians, Boulger (D. C.) 6s. net
Apr. 11"
1208,"Belief among Celts, Survivals in, Henderson (G.)
IOS, net....
May II"
1209,"Beliefs of unbelief, Fitchett (W. H.) is. 6d. net
Feb. II"
1210,"Believer's daily remembrancer : morning and
evening, Smith (J.) ea. Is. 6d.
Jan. II"
1211,"Believing years, Pearson (E. L.) 3s. 60... Oct. II"
1212,"Bell (Aubrey F. G.)—The Magic of Spain. Cr.
8vo. 71 X5, pp. 264, 5s. net.... LANE, Sep. II"
1213,"Bell (C. P. Lynden-) see Lynden-Bell.
Bell (Gertrude Lowthian)-Amurath to Amurath.
Illus. 8vo. 91 X54, pp. 388, 16s, net
HEINEMANN, Jan. II"
1214,"Bell (H. G.)-Mary Queen of Scots. 18mo. swd.
od. net
...FOULIS, Nov. II"
1215,"Bell (Sir H. Hesketh)-Love in black. 8vo.
8} 58, pp. 264, 6s.......E. ARNOLD, Oct. II"
1216,"Bell (J. J.)-Jim Crow. Cr. 8vo., pp. 138, swd.
IS. net
HODDER & S., May II"
1217,"Bell (J. J.)- Jim Crow. Cr. 8vo. 71 X5, pp. 136,
IS. 6d. net
HODDER & S., June II"
1218,"Bell (J. J.)-A Kingdom of dreams. Cr. 8vo.
71 X5, pp. 352, 6s. ....CASSELL, Mar. II"
1219,"Bell (J. J.)-Wee Macgreegor. 8vo., swd., 6d
AMALGAMATED PRESS, June II"
1220,"Bell (J. J.)-Whither thou goest. 8vo., swd. 6d.
HODDER & S., May II"
1221,"Bell (Kenneth)—Mediæval Europe : a textbook of
European history, 1095-1254. Cr. 8vo. 71 X5,
PP. 270 4s. 60.
(Clarendon Press), FROWDE, July 11"
1222,"Bell (Lady)--At the works : a study of a manu-
facturing town. 121110., pp. 376, IS. net
NELSON, June II"
1223,"Bell (Lady) ed. — The Singing circle: a picture
book of action songs, other songs, and dances.
Illus. by Harry Broughton. 4to. 10 X7), pp. 88.
.LONGMANS, Nov. II"
1224,"Bell (Lettice)-The Quest. 8vo., pp. 30, swd.,
IS, net
.MORGAN & S., Nov. II"
1225,"Bell (Mrs.) — Mantegna. 4to. 8 X6, pp. 8o, bds.
Is. 6d. net (Masterpieces in Colour)
JACK, Sep. 11"
1226,"Bell (R. S. Warren)-Company for George :
a novel. Cr. 8vo., pp. 254, is. net
GREENING, Sep. II"
1227,"Bell (R. S. Warren)-Green at Greyhouse. 2nd
edit. Cr. 8vo 73 X5, pp. 326, 35. 6d.
BLACK, Sep. II"
1228,"Bell (Wilson)—Prehistoric parables. Illus. izmo.
pp. 72, swd. is. net.
. MILNER, Dec. II"
1229,"Bell and wing, Ayer (F. F.) 1os. 6d. net.. May il"
1230,"Bella Donna, Hichens (R.) 28. net ... July 11"
1231,"Bellasis : Punjaub rivers and works. 78. net
July 11"
1232,"Belle du bois dormant, &c., Perrault (C.) is.
May II"
1233,"Belle of Lynn, Brame (C.) 6d.
June 11"
1234,"Belle of Santiago, Burgin (G. B.) 6.....Nov. II"
1235,"Belloc (Hilaire)-The Battle of Blenheim. I 2mo.
63 X 41, pp. 144, Is. net ; Ithr. 25. 60. net
S. SWIFT, Dec. II"
1236,"Belloc (Hilaire)-Danton : a study. 12170.,
pp. 380, Is, net....
. NELSON, Feb. II"
1237,"Belloc (Hilaire)--Esto perpetua : Algerian studies
and impressions. Cr. 8vo. 7X4, PP. 200,
29. 60. net...
DUCKWORTH, Oct. II"
1238,"Belloc (Hilaire)-First and last. 12mo. 7X41,
Pp. 320, 5S...
....METHUEN, Oct. II"
1239,"Belloc (Hilaire)----Footpath way, 25. 60. net
June II"
1240,"Belloc (IIillaire)— The French revolution. iamo,
pp. 256, is. net (Home university library)
WILLIAMS & N., Apr. II"
1241,"Belloc (Hilaire)—The Girondin. Cr. 8vo. 71 X5,
Pp. 372, 28. net.... .NELSON, May II"
1242,"Belloc (Hilaire)-More Peers: verses. Pictures by
B. T. B. 410, 81 X6), pp. 48, bds., 25. 6d. net
SWIFT, J une II"
1243,"1
•"
1244,"Bennett (Arnold)-Hilda Lessways. Cr. 8vo.
7X5, pp. 416, 6s.... ...METHUEN, Sep. II"
1245,"Bennett (Amold)—The Honeymoon : a comedy
in 3 acts. 12mo. 7 X 41, pp. 122, 2s. net
METHUEN, Oct. II"
1246,"Bennett (Arnold)- The Old wives' tale: a novel.
Cr. 8vo. 71 X 44, pp. 586, 28. net
HODDER & S., Mar. II"
1247,"Bennett (Arnold) see Phillpotts (E.) and Bennett.
Bennett (Edward)—The Post Office and its story:
- an interesting account of the activities of a great
goveinment department. Cr. 8vo. 8 X5,
pp. 356, 5s, net....
.SEELEY, Sep. II"
1248,"Bennett (Frank)-Arnold Bennett Calendar.
IS. net..
..Oct. II"
1249,"Bennett (Tertia)- Gentleman Dash. Cr. 8vo.
8 X54, pp. 158, 28. 6d. ...FROWDE, Oct. II"
1250,"Bennett (W. H.)-The Moabite stone. Cr. 8vo.
71 X 5, pp. 94, 2s. 6d. net. T. & T. CLARK, Feb. II"
1251,"Bennett (W. H.) and Adeney (Walter F.)-A
Biblical introduction. Part 1, Old Testament,
by W. H. Bennett, Part 2, New Testament, by
Walter F. Adeney. Cr. 8vo. 7* X 5, pp. 298, 212,
ea. 35. 6d. net
.METHUEN, Mar. II"
1252,"Benneville (J. S. de)-Saito Musashi-Bo Benkei
(Tales of the Gempei), 2 vols. Cr. 8vo., 16s, net
SONNENSCHEIN, Jan. II"
1253,"Benson (Arthur C.)–From a college window.
4th edit. Cr. 8vo. 73 X5, pp. 334, 35. 6d. net
SMITH, E., May II"
1254,"Benson (Arthur Christopher) — The Leaves of the
tree : studies in biography. 8vo. 83 X54,
pp. 340, 75. 6d. net........ SMITH, E., Oct. II"
1255,"Benson (Arthur Christopher)—Paul the minstrel,
and other stories. Reprinted from The Hill
of trouble"" and “ The Isles of sunset."" 8vo.
81 X54, pp. 458, 78. 6d. net
SMITH, E., Oct. II"
1256,"Benson (Arthur Christopher)-Ruskin, a study in
personality. 8vo. 84x5), pp. 274, 7s. 6d. net
SMITH, E., Apr. II"
1257,"Benson (E. F.)--Account rendered. Cr. 8vo.
73 X5, pp. 326, 6s. .. HEINEMANN, Feb. II"
1258,"Benson (E. F.)—The Angel of pain. 8vo. swd.,
6d.
...HODDER & S., Oct. II"
1259,"Benson (E. F.)-The Babe, B.A. Pop. edit. Cr.
8vo., pp. 212, Is. net .... HEINEMANN, Aug. II"
1260,"Benson (E. F.)—The House of Defence. 8vo. swd,
6d...
AMALGAMATED PRESS, Apr. II"
