. А Oct.'19
"determinations by pilot balloon ascents. (May, 1917.) 3d. ; 501, Records of tempera- ture and altitude. (May, 1917.) 4d.; 509, Table of temperature, pressure and density at different levels up to 20 kilometres. (July, 1917.) id. ; 531, Variation of wind speed near the ground. (Mar., 1918.) 20.; 543, Some formulae for use in strut calculations. (Oct., 1918.) 2d.; 545, approximate solution of linear differential equations. (Oct., 1918.) 40.; 546, Forces and moments on a model of S.E. 5, yawed, rolled and pitched. (Oct., 1918 ) id.; 560, Whirling and whip of a revolving shaft. (Dec., 1918.) 6d.; 561, Wind forces and moments acting on a model of Mark III type kite balloon. (Sept., 1918.) 6d.; 576, Phugoids obtained by a recording air-speed indicator. Analysis of. (Jan., 1919) 2d. H.M. STATIONERY OFF., June '19"
"performance of the elements of the blades and the total thrust of the screw (June, '18) 4d.; 463, Comparison between two model aeroplanes differing only in plan form of wings and the corresp. full-scale aeroplanes (July, '18), gd.; Exper. with models of flying boat hull, 16th ser. (Sep. '18), 4d. ; 474, Prediction and analysis of aeroplane performance (May, '18), is.; 484, Critical loading of struts and structures : pt. 4, Strength of a strut of variable flexual rigidity (Sep. '18), 3d. ; 505, Full scale stability exper. with R.A.F. 14 wing section (June, '17), 3d.; 510, Influence of time on the breaking load and elasticity of spruce members of aeroplanes (Feb. '18), 9d. ; 513, Prelim. rept. on the permeability variation of the hydrogen of rubber membranes with alterations in tem- perature (Aug. '17), 2d. ; 514, Rep. on pro- tective varnishes for use in hot climates, pt. 2 (Aug. '17), 4d.; 520, Dissipation of heat from surface of an air-cooled engine (Oct. '17), 6d.; 521, Flying as affected by the wind (Nov. '17), 60.; 527, Steady flight of an aeroplane, when the gradual loss of weight owing to the con- sumption of petrol is taken into account (Jan. '18), 60.; 528, Prelim. investig. of certain elastic properties of wood (Feb. '19), 15.; 532, Full scale exper, with different shapes of tail plane (Mar. '18), 3d. ; 554, High altitude flying (Mar. '18), id.; 555, Effect of com- pressibility on streamline motions (Dec. '18), 6d.; 563, Apparatus for measurement in a wind tunnel of the performance of an air- screw or the windage tongue of a rotary engine (July, '18), 3d. ; 566, Critical loading of struts and structures, pt. 6 (Nov. 18), 2d. ; 562, Texts of swivelling pressure heads (Oct. ’18), 4d. ; 574, Tests of a model of the proposed No. 2 7 ft. wind channel at the R.A.E. (Dec. '18), is.; 591, Exper. with models of an airscrew, a rotary B.R. 2 engine, &c. (Feb. '19), 6d. ; 594, Summary of present state of knowledge with regard to airscrews (Feb. ’19), 6d.; 603, Gliding tests of a modified S.E. 5 aero- plane (Apr. ’19), 6d.; 608, Reduction of aeroplane trials for the purposes of aerodyna- mic comparison and prediction (Sep. '18), gd. H.M. STATIONERY OFF., Oct. '19"
58. net IS. 35. 6d.
"31. 5s. net Agate (James E.)-Responsibility: a novi. Cr. 8vo. 74 x 54, pp. 329, 75. net G. RICHARDS, Nov. '19"
". Agriculture for Ireland (Dept. of)-Report, for 1917, of proceedings under the diseases of animals Acts. 2d. H.M. STATIONERY OFF., May '19"
"à Kempis (Thomas)-De Imitatione Christi, &c. Ed. by Dr. A. Fortescue, from the ist Latin ed. Ryl. 8vo. Ed. de luxe, 305. net METHUEN, Oct. '19"
"à Kempis (Thomas)—Of the Imitation of Christ. With the Book of the Sacrament. Trans. by John Payne from the Latin. 18mo. 51 X 3), pp. 325, Is. 6d. net ; swd. is. net , Alcott (Louisa M.)- Jimmy's cruise in the Pinafore,"" &c. New and ch. ed. Cr. 8vo. 77 X 5, pp. 208, 2s. 6d. net......Low, July '19"
33. net .HUTCHINSON Oct '19
3s. net
. . . . . . ) 30s. net Allenby (General): Brief record of advance of Egyptian Exped. Force ...May '19
121110. pp.
"255. Det Is. net 158. net Amorites, Empire of the, Clay (A. T.) 1os. 6d. net Oct. '19"
• . . . . . . 58. net 58. net
5s. net
": Army.-Cost accounting scheme for 1919-20: provisional instructions. Part 1, For the guidance of Staff, regimental, and departmental officers at Home Stations. 3d. H.M. STATIONERY OFF., June '19"
3s. net 2d. .)
"ܙܙ Cr. 5 fr. 2IS. 255, net Art anatomy, Pract., Lutz (E. G.) 78. 6d. net Feb. '19"
"28. net . 19, 40s. net"
"*** At last : woman's effort, Metcalfe (A. E.) is. 6d. ret . . Apr. '19"
"255. net MACMILLAN, June’19"
"' Avro,"" How to fly, Hobbs (F. D.) 35. 6d. net Dec.'19"
"3s. net 59. net Baby Bunting, &c., Lambert (H. G. C. M.) 6d, net Sep. '19"
". 5s. net. 55. net Balkan Review. Vol. 1, no. 1, Feb., &c. 8} x 5}, ea. Is. 3d. net ROLLS HOUSE PUBG. Co., Feb., &c.,'19"
· July'19
8vo. PP: a romance.
": 38. 6d. man. Barcynska (Countess)-Sanity Jane. Cr. 8vo. 71 X 5, pp. 312, 6;. 9d. net HURST & B., Dec.'19"
38. 6d.
"a Beable William Henry)-Commercial Russia. 8vo. 9x5, pp. 278, 1os. 6d. net CONSTABLE, Mar. '19"
. . . . . . 65. net...... net
.Nov.'19
"course. 38. 6d. : Benson (Thomas W.)--Selenium cells. Cr, 8vo. 74 X 5, pp. 63, 75. 6d. net......SPON, Dec. '19"
>
"59, net Better England, Vago (A. E.) 6d. Dec. '18"
". 2d. ; id. ; Separation and divorce (H.L.), id. ; Public house improvement [H.L.), 2d.; Petroleum (Production) as amended in Committee, id. ; do. : Amendment, id.; School teacher's (superannuation) : Amendments, id.; do. : as amended in Committee, id; Parliament (Qualification of women), id.; do. : Amend- ments, id. ; Tithe, id. ; do. : Amendments, id. ; do.: Marshalled list of amendments to be moved in Committee, id. ; do. : as amended in Com- mittee, Id.; do. : Marshalled list of amend- ments to be moved on Report, id. ; do.: as amended on Report, id. ; Naval and military war pensions : Amendments, id.; Police (Pensions), id. ; Representation of the people (Amendment), id ; Constabulary and police (Ireland) (no 2), id. ; Clyde Valley Electrical Power Ord. confirm., 2d. ; Cowdenbeath Water Ord. confirm., 60.; Decimal coinage (Half- penny basis) (H.L.), id. ; Ministry of Munitions, id.; do. : Amendment, id. ; wages (Temporary regulation), id.; Consolidated Fund (Appro- priation), 4d.; Ministry of Labour (Requi- sitioning of premises), id.; do.: Amendments, id.; Termination of the present war (Defi- nition), id. ; do. : Amendment, id.; Dunferm- line District Water Ord. confirm., 4d. ; Small holdings and allotments, 2d. ; Ministries of Health, 2d. H.M. STATIONERY OFF., Nov. '18"
". as id.; BILL6 (amended) 3d.; Land settlement facilities (amended) 3d. ; Local Government provisional orders confirmation : No. 2, Ashborne, Becken- ham, Liverpool, Lytham, Manchester, Padiham, and Rhyl; No. 3, Bacup, Burnley, Finchley, Scarborough, Swindon, and the Hitchin Rural and Letchworth Urban Joint Hospital Dis- trict, 3d.; No. 4, Counties of Chester and Lancaster, 3d. ; No. 5, Lowestoft, 3d. ; No. 6, District of the Southport, Birkdale and West Lancashire Water Board, id. ; No. 7, Morley, and the Middlesex Districts Joint Smallpox Hospital District d.; Local Government (Ireland) provisional orders (County Borough of Cork and the Urban District of Dungarvan) 2d. ; Commons regulation (Coity Wallia in the County of Glamorgan) provisional order, 2d. ; Merchant shipping (wireless telegraphy, id. ; Weights and measures (leather measurement) id.; Agricultural land sales (restriction of notices to quit) id.; National Health Insurance id.; Dogs' protection (amendment), id. H.M. STATIONERY OFF., June '19"
"bills-Acquisition of land (assessment of com- pensation), 2d. ; do., amendments, ea. id.; Anglo-French Treaty (defence of France), id. ; Animals (anästhetics) amended, Ardrossan Harbour order confirmation, id. ; Bridge of Allan water order confirm., 2d.; Checkweighing in various industries, 2d; do., (amend.), 2d.; City of London Police, id.; Commons regulation (Coita Wallia), 2d.; Edinburgh and Leith Corpr. gas order confirm., Id.; Electric lighting prov. order (Chepstow, exten.), id.; Forestry, 2d. ; do., amend., ea. id.; do. as amended, 2d. ; Finance, 3d.; Govt. Works at Cippenham, 2d.; Gas and water prov. orders (Elstree and Boreham Wood gas, and Tonbridge water), 3d.; Housing, town planning, &c., amendments, ea. id. and 2d. ; do., as amended, 6d.; do., Commons reasons for disagreeing, ea. id.; Housing, town planning (Scotland), 6d.; Housing of working classes (Ireland), 3d. ; do., amend., ea. id. and 2d.; Intestate movable succession (Scotland), id.; amend., id.; Local elections (propor- tional rep.), amend., ea. id.; do., 2d.; Local Govt. prov. orders No 2 (Ashborue, &c.), 3d. ; No. 3 (Bacup, &c.), 3d., No. 4 (Chester and Lancaster), 3d., No. 5 (Lowestoft), 3d., No. 6 (Southport, &c.), id., No. 7 (Morley, &c.), id. ; Land settlement (facilities), 3d. ; Ministry of Ways and Communications, 3d. ; do., amend., ea. id. and 3d.; Ministry of Health, id. National Assembly of Church of England (powers) amend., ea, id., 2d, and 3d.; do., as amended, id.; National Health insurance, id. ; Public notaries (articled clerks), amend., id. ; Pier and Harbour prov. orders (Cowes, &c.), 3d.; Official solicitor, id.; amend., id. ; Rat destruction, id.; Restoration of pre-war practices (No. 3), id.; Solicitors (articled clerks), amend., d.; Sex disqualification (removal), id.; do., amend., ea. id.; State- ment of rates, amend., id.; Treaty of Peace, id.; Women's emancipation, id. H.M. STATIONERY OFF., July’19"
"lands, Jutland and the Biglit. Cr. 8vo. 71 X 5, pp. 155, 6s. net . MURRAY, July '19"
"tions of middle age, with a note on personal expression. Cr. 8vo. 71 x 54, pp. 176, 4s. 6d. Birds, My first bk. of, Burnett (M. E.) 28. net net .FIFIELD, Aug. '19"
"35. 6d. net ....S.P.C.K., June '19"
"evidence taken before the Home Office Dep. Ctte. Is. 9d. H.M. STATIONERY OFF., June '19"
net .Feb. '19
.....Aug. '19
"towns) ea. itd.; Quarterly (that for Dec. Bird (Handley H.)—The Cherubim of glory. includes annual summary), ea. Is. 8vo. pp. 183 (Priv. pr.) H.M. STATIONERY OFF., Jan. &c., '19"
"(Birmingham) P. H. HULBERT, Apr.'19"
"(""COUNTRY LIFE""); NEWNES, Nov.'19"
"1917. 58...H.M. STATIONERY OFF., Apr. '19"
"6d. ; Summaries : Quarterly, ea. Ifd. ; Annual, Birds and beasts, Story bk. of, Fabre (J. H.) ea. Ild. H.M. STATIONERY OFF., Jan., &c.,'19"
78. 6d. net Dec.'19
"land during 1917: general summary. ed. Birds and the War, Gladstone (H. S.) 5s, net H.M. STATIONERY OFF., Nov. '18"
(W. M.) is. net... July '19
155. net 89. 5s. net.
"cr. Blair (David Hunter, Rt. Rev. Sir)-A Medley of memories : fifty years' recollections of a Benedictine monk. 8vo. 9X54, pp. 316, Ibs. net . ARNOLD, Nov. 19"
"4s, net Biske (Roman) ed.--Russian handwriting. 8vo. swd. 3s. 6d. net (78, Charing Cross Rd.) R. JASCHKE, June'19"
"2S. Bleackley (Horace)--The Lost diary. Cr. 8vo 71 x 5, pp. 271, 78. net ...E. NASH, Nov.'19"
38. net
". 28. 25s, net a"
• • • • • • 28. net...... net
.Mar '19
"8s, 6d. net .CONSTABLE, July '19 Bo wio (C.)-Extinguishing and preventing, gas Both sides of the hedge, Smith (S.) 5s. net Nov.'19 fires. Illus. 8vo. 9 x6, swd. 3s. net (Mines Botha, Gen., Spender (H.) ios. 6d. net. .Dec. '19 Bulletin) WESLEY, June '19"
"7} x 5, pp. 268, 6s, net HODDER & S., Oct. '19 Bowles family, Records of, Bowles (W. H.) Bottone (S. R.)-Electric bells, and all about them: ...Dec. '18"
"a practical book for practical men. 8th ed., Bowley (Arthur L.)—The Division of the product rev. Cr. 8vo. 7*X41, pp. 187, 38. 6d. net PITMAN, Nov.'19"
"of industry: an analysis of national income before the War. 8vo. 9 x64, pp. 60, swd. Boughton Monchelsea, Kent, Hist. of Church and 28. 6d. net (Clarendon Pr.) MILFORD, Mar. '19"
".LANE, Dec. '19"
"agency. 6th ed. 8vo. 278. 6d. net Bouquet (A. C., Rev.)-The Greatest relationship SWEET & M., Apr.'19"
"1913. Cr. 8vo. 74 X 5, pp. 450 ; 423. 215. net Bo wyor (Vera)-Toby and Jane and me : painting CAMB. UNIV. PR., Mar. '19 book. 8vo. swd is. net....HARRAP, Mar. '19"
"28. 6d. net (Lotus lib.).. ..S. PAUL, July ’19"
"3rd ed. 8vo. 81 x 54, pp. 488, 145. 6d, net SCOTT, GREENWOOD, Sep.'19"
.Sep.'19
"28. net. ..PEARSON, Dec. '18 Boxwallah-Leopard's leap. 6s. net....Aug. '19"
"8vo. 71 x 41, pp. 288, 6s. net ODHAMS, July '19"
"73 X5), pp. 283, 6s. net....COLLINS, Apr.'19 Boy Scouts : Plays for Wolf Cubs. Is. 6d. net Oc.'19"
"(The). By a “B.P."" Scout. 6th ed. 18mo. Bower (Clifford 0.)--Practical shell forging : 48x3), pp. 140, limp is. net the plastic deformation of steel and its heat GALE & P., May '19"
"treatment. 8vo. 91 x6, pp. 279, 30s. net Boy Scouts, Tramp camps, &c., for, Kyle (J. A.) LIBRARY PR., July '19 9d. net .Nov.'19"
.Dec.'19
"puzzle. Cr. 8vo. 7}*5, P.3.10: sósi, osulget ,"
"i Brady (E. J.)-The House of the winds. Cr. 8vo. 7** 53, pp. 157, 4s. 6d. net HARRAP, Od. '19"
"a Brame (Charlotte M.)-Set in diamonds. 8vo. 81 X 51, swd. 9d. net ...PEARSON, July '19"
a
5s. net
"8vo. British Isles, Handy touring atlas, Bartholomew (J. G.) 28. 6d. net . Mar. '19"
"55. net 3S, net"
a
"45. net Brushes with the Bishops : a blue book. By Besma."" Cr. 8vo. 71 x 41, pp. 208, 38. 6d. net .PALMER, May '19"
78. net
"war. 5s, net Bulls and puns, Irish, Kelly (H. P.) 28. 6d. net June '19"
a
"3s, net '18"
с 3s. net C. (H.F.) Pot-luck cookery bk. 28. net July'19
3os. net..
"78. net 28. 28. 6d. Cambridge University.-Higher local examina - tion and certificates of proficiency in modern languages examination papers, June, 1919, with lists of Syndics and examiners. Demy 8vo., pp. 138, 23. net CAMB. UNIV. PR., Aug. '19"
"and a complete index. Demy 8vo. 2s. 6d. net CAMB. UNIV. PR., Nov.'18"
": an Canadian Constitution, 1759-1915, Documents of the, Kennedy (W. P.M.) 21s. net...... Jan.'19"
:
") Carey (F. S.)- Infinitesimal calculus. “Long man's Modern Mathematical Series."" Re-issue. 8vo. 87 x 58, pp. 370, 145. net LONGMANS, July '19"
"4s. net Castle (Agnes and Egerton)-Little hours in great days. Cr. 8vo. 71 X 5, pp. 272, 6s. net CONSTABLE, Nov.'19"
. Feb. '19
"• 1917, &c. 45. 60. 28. net"
"158, net"
"> Chesson (W. H.) see Villiers (B.) and Chesson. Chest radiography at a casualty clearing station, Rea (R. L.) 155. net ....Apr. '19"
3s. 6d. net
"en Chinese wonder bk., Pitman (N. H.) 78. 6d. net Dec.'19"
45. 6d. net . Mar. '19
3s. net.. Nov.'19
38. 6d. net 55. net .Nov. 19
.Dec. ’19
43. net
.Dec. '19
.Oct. '19
"citizenship in Brit. Emp. : Commonwealth of Nations, Curtis (L.). Pt. 1. I2s. 6d. net Jan. '19"
"id. .H.M. STATIONERY OFF., Feb.'19"
are
"78. 6d. net .... Svo. Coal mining: drills, &c., Burns (D.) and Kerr (G. L.) 5s, net.. .. June '19"
42s. net & :
") IS. Colliery, Accident at Stanrigg and Arbuckle, Lanarkshire-Report on the causes and cir- cumstances, is. H.M. STATIONERY OFF., June '19"
.)
"28. 8d. Vol. I. Communion, Holy, Order of, Epistles and Gospels : At the King's Table, Tait (A. J.) ... Jan.'19"
"confirmation, Prep. for, Bater (Rev. Canon) 35. 6d. net Nov.'19"
"(Privately printed) CLEMENT SHORTER, Aug.'19"
"55. net Coolidgo (Susan)-What Katy did next. Cr. 8vo 77 X 5, pp. 189, 2s. net .. ROUTLEDGE, Nov.'19"
"5s, net net...... 78. net Co-operation in many lands, Smith-Gordony 23 Corbett-Smith (A.)The Problem of sex diseases : a study in the causes, symptoms and effects of syphilis and gonorrhæa and the education of the individual therein. 2nd ed. Ryl. 8vo. 91 x6, pp. 120, 2s. 6d. net ..J. BALE, July '19"
. and O'Brien (C.) Vol. 1. 58. ......Nov.'19
envers. 55. 215.
"3s. net 3s. 8d. Cost accounting, Problems of, Eggleston (De W. C.) IIs. 6d. net... ...Feb. 19"
"roxon (Stanley W., Lt.-Com.) (“ Dug Out”)- Dover during the dark days. With contrib, by other Officers of the Dover Patrol. (r. Svo. 7* *5), pp. 312, 78. net......LANE, May '19"
": 8vo. Crabb (Victor)—The Automobile : a complete course in pocket form for any type of vehicle. Illus. 18mo. 61 X 4, pp. 31, swd. is. net HARRISON, June '19"
lib.) 3s. net
"43. net Crosby (Oscar T.)---International war : its causes and its cure. 8vo. 84x51, pp. 391, 12s. net MACMILLAN, Feb.'19"
"• Daily Telegraph "" Chart of 200 ribbons of naval, military, R. A. F., and civil decorations. 8vo. 8 X5, 25. 6d. net ; swd. is. 6d. net GEOGRAPHIA, Feb. '19"
- . '19
a 78. 6d. : Nov.'19
"6s. 6d. net..... Davis (John King)—With the “Aurora” in the Antarctic, 1911-1914. Ryl. 8vo. 98 x 7, pp. 204, 18s, net .......MELROSE, Nov. 19"
los
"ጊ: De Bear (Bernard) ed.-Typewriting from A to edit. and arranged for class use. Fol, 13 X 8, pp. 192, 6s. net MACDONALD & E., Aug. '19"
"355. net “Studio "" Is. 6d. 78. net"
8vo. .Dec. '19
"3s, net ..Oct. '19"
id. .Feb. '19
...Aug.'19
: 32s. net net
". IS. 6d. sea 40s. net Dogs' Protection Bill-Report from Standing Committee E. 2d. H.M. STATIONERY OFF., Apr.'19"
• • • 1n
"3d. .H.M. STATIONERY OFF., Apr.'19"
.Oct.'19
". . . Ducray (Camille)-Clemenceau. Trans. by E. Allen. Cr. 8vo. 7! X 5, pp. 281, 5s. net HODDER & S., Apr. '19"
2s. net... E. F. C. See Expeditionary Force Canteens. E. (J.)-Between the lights; _For commonplace days ; Having and giving. Ea. 6d. net Sep.'19
45. net
"1919. 60. Edersheim (Alfred, Rev.)-The Life and times of Jesus the Messiah. 2 vols. 26th impr. Ryl. 8vo. 91 x 61, pp. 733, 838, 14s. net LONCMANS, Mar. '19"
as IS.
"25. Education (Bd. of)-Schemes to be submitted by Local Educ. Authorities under sect. 1-4 of Educ. Act, 1918: memo. 3d. H.M. STATIONERY OFFICE, July '19"
id. id.
"feducation of a philanderer, Mais (S. P. B.) 7s, net .. June '19"
"813, Lcblanc M.) is. 9d. net... .. Dec. '18"
"255. net Elnstein (Lewis)--A Prophecy of the War, 1913- 1914. Foreword by Theodore Roosevelt.Cr. 8vo.71 X5, pp. 94,4s. 6d. net MILFORD. Jan. '19"
3s. net Feb. '19
"155. net Ellis (Havelock)—The Philosophy of conflict. 8vo. 83 5, pp. 299, 6s. 6d. net CONSTABLE, Oct.' 19"
look up 78. net 155. net
"3s, net 5s.net 35. net"
"net . 55. net English towns in Middle Ages, Select extracts, Hearnshaw (F. J. C.) 9d. net ... July '19"
...Dec. '18
48. net I 28.
"# Europe, New Eastern, Butler (R.) 10s. 6d. net Feb. '19"
38. net
"43. net. Fables choisies, Florian. 2s. net .Nov. '19"
"(6 5s. net Faith, Historic struggles for the, Rowe (J. G.) 35. 6d. net .Nov. ’19"
": (Z. Fawkes (Alfred)-Church and State in England, Pref, by the Bishop of Hereford. 8vo. 8} x 59, pp. 31, swd, is. net ......MURRAY, Mar.'19"
"id.. .H.M. STATIONERY OFF., Aug.'19"
.Dec. '19
a Feb.'19
"5oth Infantry Bde., History of. 135. 6d. net Dec.'19"
"55th Division, Story of, Coop (J. O.) 2s, net June ’19"
"59th Div. : England in France, Vince (C.) 21s. net Dec. '19"
"6d. ...H.M. STATIONERY OFF., Dec. '18"
428. net Cr.
"178. net Firbank (Ronald)—Valmouth : a romantic novel. Frontis. by Augustus John. Cr. 8vo. 71 x 5, pp. 209, 6s. net ......G. RICHARDS, Dec. '19"
3s. net net
) 38. od. ser. 58. net
": Fooks (Edwin G.)—Script writing copy book. Bks. 1, 2 and 3. 4to. ea. swd. 6d. net PITMAN, Oct. '19"
"ootner (Hulbert)-Thieves' wit : an everyday detective story. Cr. 8vo. 74 X 5, pp.319, 6s. net HODDER & S., July '19"
"46th Division : Breaking the Hindenburg Line, Priestley (R. E.) 7s. 6d. net..........Sep. ’19"
a
"450 miles to freedom, Johnston (M.A.B., Capt.) and Yearsley (K.D., Capt.) 78. 6d. net June 19"
"14th Heavy Battery, R.G.A. : War diary, list of honours and awards, list of officers who have served with the battery, and Battery Roll of Honour. 10 X 71, pp. 108 ..R. SCOTT, July ’19"
"49. net Franck (Harry A.)—Vagabonding down the Andes : being the narrative of a journey, chiefly afoot, from Panama to Buenos Aires. 8vo. 9 x6, pp. 632, 255, net .. UNWIN, Jan. '19"
net 45. net. 35. 6d. :
"resem - Friendly Societies for 1917: From nebula to nebula, Lepper (G. H.) (Priv, pr.) May '19"
"78. net . Gallet (Louis)-The Adventures of Cyrano de Bergerac. 8vo. pp. 368, is. gd. net JARROLD, May '19"
"net Garrod (H. W.)--Worms and epitaphs. Cr. 8vo. 71% 53, pp. 56, 35. 6d. net BLACKWELL, Nov.'19"
"3s. net 28. Gasquet (Cardinal) -The Eve of the Reformation. Cr. 8vo. 78 x 51, pp. 413, 8s. 6d. net BELL, Oct.'19"
"45. net 55. net German, Colloquial, Patterson (W. R.) 25. 6d. net Sep. '19"
:
"55. net Gibson (Albert) and Weldon (Arthur))-Student's probate, divorce, and Admiralty. 8th ed. 8vo. pp. 556, 30s. net... “LAW NOTES,"" Mar. '19"
"alles (A. F.)-The Roman civilization. Ryl. 8vo, 91 X7, pp. 160, 75. 6d. net. (“ Through the eye ser.) JACK, Jan. '19"
28.
"8vo. Glasgow Archaeological Soc.-Catalogue of the Library. 81x7, pp. 148, 6s. net MACLEHOSE, July '19"
"(Dublin) TALBOT PR., Jan. '19"
2s. 6d. .Sep. '19
5s. net
. net ..Jan. ’19
. a . . . . . . .
"new Gray (Herbert Branston)-America at school and at work. Cr. 8vo. 71 X 5, pp. 192, 5s. net NISBET, Jan. '19"
"lietug . 19 cm. Svo.*74* 5, PP. 242, 6s.net"
"war. Greene (J. Arthur) ed.--A Treatise on British mineral oil. By various authors. Foreword by Sir Boverton Redwood, Bart. 8vo. 9X 61, pp. 244, 21s. net.... ..GRIFFIN, Sep. '19"
on
"oons, ) Grimm (J. and W.)-Grimm's Tales : from the "" Kinder-und Hausmärchen."" Cheap ed. Cr. 8vo. 7X4, pp. 214, is. 9d. net BLACKIE, Dec. '19"
55. net.
": Gwatkin (Henry Melvill)—The Knowledge of God, and its historical development. 3rd ed. 2 vols. in 1. 8vo. 81 x 54, pp. 345, 145. net T. & T. CLARK., Mar '19"
"a wynn (Stephen)-For second reading : attempts to please. Cr. 8vo. 71 X 51, pp. 170, 4s, net, MAUNSEL, Jan. '19"
"30$. net į H.A.C. : London gunners, Kingham (W. R.) 2IS. net . Dec. '19"
"of mare. Haig (Douglas, Field-Marshal Sir)-Rectorial address : Univ. of St. Andrew's, May 14, 1919. 84*5), pp. 22, Is. (St. Andrews) W. C. HENDERSON, June’19"
on 428. net
"war Hallcroft (Pastor): a story of clerical life. Cr. 8vo. 7 x 5, pp. 300, 78. net .... ..LONGMANS, Sep. '19"
"7X4, pp. 159, swd. 28. 6d. net E. ARNOLD, Jan. '19"
>
"a Haverfield (E.L.)-The Happy comrade : a school story. Illus. by A. Morrow. Cr. 8vo. 71 x 5, pp. 351, 55. net . MILFORD, Nov. '19"
• • • • •
". : : Healing by the realization of God, Rawson (F. L.) Hearnshaw (F. J. C.)--An Outline sketch of the IS. net · July '19 political history of Europe in the nineteenth Health, Altitude and, Roget (F. E.) 12s. net century. Cr. 8vo. 71 X 48, pp. 180, 35. 6d. net Dec. '19"
"to Audit Dept., Ministry of Health, Heart: Soldiers returned as cases of D.A.H. or Health (Ministry of)-Housing Dept. Powers and duties of Local Authorities, 2d.; Standard V.D.H., w. supp. memo., Insurance (Nat. Health) Medical Research Ctte. specifications for cottages, 3d.; Manual on is. ..Nov. '18"
"conversion of houses into flats for the working classes, Is. ..H.M. STATIONERY OFF., Sep.'19"
"mitted by Local Authorities and Public Utility Heat, Ogden (J. G.) is. 6d. net. ..Mar. '19"
and Thomson (Sir J. J.) 155. net ....May '19
"mitted by Local Authorities, &c. 6d. net Heath (Charles J.)-Diagnosis and treatment in H.M. STATIONERY OFF., Oct. '19"
"cases of otitis media (mastoid disease). 8vo. Health (Ministry of)-Maternity and child welfare: 84 x 54, pp. 61, 2s. 6d. net. . BAILLIÈRE, Feb. ’19"
"list of centres in Eng. and Wales, Apr., 1919. is. H.M.STATIONERY OFF., July 19 Heath (R. S.)-Solid geometry, incl. the mensura- Health (Ministry of) Bill, 1919–Memorandum by tion of surfaces and solids. 4th ed. Cr. 8vo. the L.G.B. on the provisions of the, as to the 7x44, pp. 123, 4s. ..RIVINGTONS, Jan. '19"
"work of the Medical Research Committee. id. H.M. STATIONERY OFF., Mar. '19"
net · June '19
"78. 6d, net July '19"
3s. net... • • • • •
"35. net Hedgcock (F.A.) and Luguet (Henri)-A Matricu- lation French free composition. Cr. 8vo. 75 X 5, pp. 213, 2s. 6d. net..G. BELL, Jan. '19"
".) 6d., 25. net Oct.'19"
": . Henry v1., Shakespeare wastist pt. (ale's. 8vo. 14%97, pp. 168, 15.god. ist"
а Oct.'19
"• (Colchester) BENHAM & Co., Feb. '19"
"(Oxford Univ. Pr.) MILFORD, Dec. '19"
"net ...Nov., &c.,'19"
6s. net. Sep. '19
"net ; India paper, 175. 6d. net CAMB. UNIV. PR., May '19"
"the colonisation of Palestine. Ryl. 8vo. 97 x şi, Hobbs (F. Dudley)—How to fly and instruct on pp. 8, swd. 6d. .HODDER & S., Aug.'19"
