original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date,flagged,catalogue_year
"Acts-Glasgow Corporation order confirmation, IS. 9d. ; Glasgow subway railway, 6d. ; Inclosure (Elmstone Hardwicke), 3d. ; Inverness water and gas, 6d.; Kidsgrove gas, 25. 3d. ; Kirk- caldy Corporation, is. 9d.; Lancashire gas order, gd.; Land drainage (Rippingale), 3d. ; Leighton Buzzard gas, is. gd.; Liverpool gas, 25. 6d.; Llanfaelog water, 35. 3d. WYMAN, Oct. 14",3,11,,,"Acts-Glasgow Corporation order confirmation, IS. 9d. ; Glasgow subway railway, 6d. ; Inclosure (Elmstone Hardwicke), 3d. ; Inverness water and gas, 6d.; Kidsgrove gas, 25. 3d. ; Kirk- caldy Corporation, is. 9d.; Lancashire gas order, gd.; Land drainage (Rippingale), 3d. ; Leighton Buzzard gas, is. gd.; Liverpool gas, 25. 6d.; Llanfaelog water, 35. 3d.",,,WYMAN,Oct. 14,False,1914
"Acts-Government of Ireland, 6d. WYMAN, Oct. 14",3,11,,,"Acts-Government of Ireland, 6d.",,,WYMAN,Oct. 14,False,1914
"Acts—Local Government Board provisional orders confirmation (No. 1) 6d. ; (No. 4) 6d.; (No. 6), is. 3. ; (No. 7), is. 3d. ; (No. 8), is. 6d. ; (No. 9), is. 6d. ; (No. 10), is. 9d.; (No. 12), IS. 6d. ; (No. 13), 9d. ; (No. 14), 6d. ; (No. 15), 25. ; (No. 16), 28. ; (No. 16), 28. ; (No. 17), IS. 3d. ; (No. 19), is. 6d. ; (No. 20), is. 9d. ; (No. 22), 9d. ; (gas), is. gd.; L.G.B. (Ireland, No. I), is. ; (No. 2), 9d. ; (No. 3), 6d. ; (No. 4), 6d. WYMAN, Oct. 14",3,11,,,"Acts—Local Government Board provisional orders confirmation (No. 1) 6d. ; (No. 4) 6d.; (No. 6), is. 3. ; (No. 7), is. 3d. ; (No. 8), is. 6d. ; (No. 9), is. 6d. ; (No. 10), is. 9d.; (No. 12), IS. 6d. ; (No. 13), 9d. ; (No. 14), 6d. ; (No. 15), 25. ; (No. 16), 28. ; (No. 16), 28. ; (No. 17), IS. 3d. ; (No. 19), is. 6d. ; (No. 20), is. 9d. ; (No. 22), 9d. ; (gas), is. gd.; L.G.B. (Ireland, No. I), is. ; (No. 2), 9d. ; (No. 3), 6d. ; (No. 4), 6d.",,,WYMAN,Oct. 14,False,1914
"Acts—L.C.C. (money), 9d. ; (tramways, &c.), IS. ; London Electric Ry., 35. ; London United Tramways, 6d. ; Mablethorpe U.D.C., Is. 3d. ; Mansfield Ry., is. gd.; Mexborough U.D.C., 25. ; North British Ry., gd.; N. Metropolitan Electric Power Supply, is. ; Pier and harbour orders (No. I), 6d. ; (No. 2), is. ; (No. 3), 35. ; (No. 4), 35. ; Preston Corporation, 5s. 3d. WYMAN, Oct. 14",3,11,,,"Acts—L.C.C. (money), 9d. ; (tramways, &c.), IS. ; London Electric Ry., 35. ; London United Tramways, 6d. ; Mablethorpe U.D.C., Is. 3d. ; Mansfield Ry., is. gd.; Mexborough U.D.C., 25. ; North British Ry., gd.; N. Metropolitan Electric Power Supply, is. ; Pier and harbour orders (No. I), 6d. ; (No. 2), is. ; (No. 3), 35. ; (No. 4), 35. ; Preston Corporation, 5s. 3d.",,,WYMAN,Oct. 14,False,1914
"Adair (Cecil)Under the incense trees. Cr. 8vo. 71 x 41, pp. 368, 6s. ...S. PAUL, May 14",3,11,,Adair (Cecil),Under the incense trees.,Cr. 8vo.,"71 x 41, pp. 368, 6s.",S. PAUL,May 14,False,1914
"Adam (H. L.)-The Red barn mystery. 8vo. swd., 6d. ...PEARSON, May 14",3,11,,Adam (H. L.),The Red barn mystery.,8vo.,"swd., 6d. ...",PEARSON,May 14,False,1914
"Adam (Hargrave L.)-Woman and crime. Illus. 8vo. 81 X54, pp. 314, 6s. net T. W. LAURIE, A pr. 14",3,11,,Adam (Hargrave L.),Woman and crime. Illus.,8vo.,"81 X54, pp. 314, 6s. net",T. W. LAURIE,Apr. 14,False,1914
"Adam (Hugh M.) and Evans (J. H.)—Metal- work: a handbook for teachers and students. Cr. 8vo. 71 X 4t, pp. 348, 5s. net E. ARNOLD, July 14",3,11,,Adam (Hugh M.) and Evans (J. H.),Metal- work: a handbook for teachers and students.,Cr. 8vo.,"71 X 4t, pp. 348, 5s. net",E. ARNOLD,July 14,False,1914
"Adami (J. George) and McCrae (John)-A Text- book of pathology : for students of medicine. Ryl. 8vo. 91 x51, pp. 878, 258. net MACMILLAN, Oct. 14",3,11,,Adami (J. George) and McCrae (John),A Text- book of pathology : for students of medicine.,Ryl. 8vo.,"91 x51, pp. 878, 258. net",MACMILLAN,Oct. 14,False,1914
"Adams (Ephraim Douglass) —The Power of ideals in American history. Cr. 8vo., pp. 176, 5s. net MILFORD, Mar. 14",3,11,,Adams (Ephraim Douglass),The Power of ideals in American history.,Cr. 8vo.,"pp. 176, 5s. net",MILFORD,Mar. 14,False,1914
"Adams (H. Packwood)—The French revolution. Cr. 8vo. 74 X5, pp. 258, 35. 6d. net METHUEN, Feb. 14",3,11,,Adams (H. Packwood),The French revolution.,Cr. 8vo.,"74 X5, pp. 258, 35. 6d. net",METHUEN,Feb. 14,False,1914
"Adams (Henry)-Mont-Saint-Michel and Chartres. Illust. 4to. 101 X71, pp. 416, 255. net CONSTABLE, Apr. 14",3,11,,Adams (Henry),Mont-Saint-Michel and Chartres. Illust.,4to.,"101 X71, pp. 416, 255. net",CONSTABLE,Apr. 14,False,1914
"Adams (John Quincy)-Works. Vol. 3, 1801-1810. 8vo, 155. net ..MACMILLAN, May 14",3,11,,Adams (John Quincy),"Works. Vol. 3, 1801-1810.","8vo,",155. net ..,MACMILLAN,May 14,False,1914
"Adams (John Quincy)—Writings. Vol. 4, 1811- 1813. Edit. by W. C. Ford. 8vo. 15s, net MACMILLAN, Dec. 14",3,11,,Adams (John Quincy),"Writings. Vol. 4, 1811- 1813. Edit. by W. C. Ford.",8vo.,"15s, net",MACMILLAN,Dec. 14,False,1914
"Adams (Mrs. Leith)-Geoffrey Stirling. 8vo., swd. 6d. ..JARROLD, June 14",3,11,,Adams (Mrs. Leith),Geoffrey Stirling.,"8vo.,",swd. 6d. ..,JARROLD,June 14,False,1914
"Adams (Mary)---A little book on map projection. 8vo., 25. net ...G. PHILIP, June 14",3,11,,Adams (Mary),A little book on map projection.,8vo.,25. net ...,G. PHILIP,June 14,False,1914
"Adams (Morley)- Camping and pioneering. Illus. Cr. 8vo., pp. 104, IS. (Books for scouts) FROWDE, Nov. 14",3,11,,Adams (Morley),Camping and pioneering. Illus.,Cr. 8vo.,"pp. 104, IS. (Books for scouts)",FROWDE,Nov. 14,False,1914
"Adams (Morley) ed.— The Complete scout. Illus. Cr. 8vo. 7* *5), pp. 296, 25. 60. FROWDE, Nov. 14",3,11,,Adams (Morley) ed.,The Complete scout.,Cr. 8vo.,"Illus. 7* *5), pp. 296, 25. 60.",FROWDE,Nov. 14,False,1914
"Adams (Morley)—Scout handicrafts. Illus. Cr. 8vo. 74 X5], pp. 104, Is. (Books for scouts) FROWDE, Nov. 14",3,11,,Adams (Morley),Scout handicrafts. Illus.,Cr. 8vo.,"74 X5], pp. 104, Is. (Books for scouts)",FROWDE,Nov. 14,False,1914
"Adams (Morley) – What a scout should know. Illus. Cr. 8vo. 74x5), pp. 104, is. (Books for scouts) .FROWDE, Nov. 14",3,11,,Adams (Morley),What a scout should know. Illus.,Cr. 8vo.,"74x5), pp. 104, is. (Books for scouts) .",FROWDE,Nov. 14,False,1914
"Adams (W. G. S.)-The Responsibility for the war. Cr. 8vo., swd. 2d. net. (Oxford pamphlets) MILFORD, Nov. 14",3,11,,Adams (W. G. S.),The Responsibility for the war.,Cr. 8vo.,swd. 2d. net. (Oxford pamphlets),MILFORD,Nov. 14,False,1914
"Adams (W. H.)—The Thinker : a vision of power. Cr. 8vo., swd., 15. 6d, net ..STOCKWELL, Sep. 14",3,11,,Adams (W. H.),The Thinker : a vision of power.,Cr. 8vo.,"swd., 15. 6d, net",STOCKWELL,Sep. 14,False,1914
"Adcock (A. St. John)- In the firing line : stories of the war by land and sea. Cr. 8vo., pp. 192, is, net. (“ Daily Telegraph"" War books) HODDER & S., Oct. 14",3,11,,Adcock (A. St. John),In the firing line : stories of the war by land and sea.,Cr. 8vo.,"pp. 192, is, net. (“ Daily Telegraph"" War books)",HODDER & S.,Oct. 14,False,1914
"Adcock (Marion St. John)-The Littlest one. Illus. by Margaret W. Tarrant. 4to. 10 X71, Pp. 48, 2s, 6d. net ..HARRAP, May 14",3,11,,Adcock (Marion St. John),The Littlest one. Illus. by Margaret W. Tarrant.,4to.,"10 X71, Pp. 48, 2s, 6d. net ..",HARRAP,May 14,False,1914
"Adderley (Hon. James)-Making up your mind : subjects for thought and prayer for those who wish to apply their religion to everyday life. Arranged for the week-days in Lent. Cr. 8vo. 7 X 5, pp. 80, is. 6d. net GARDNER, D., Feb. 14",3,11,,Adderley (Hon. James),Making up your mind : subjects for thought and prayer for those who wish to apply their religion to everyday life. Arranged for the week-days in Lent.,Cr. 8vo.,"7 X 5, pp. 80, is. 6d. net","GARDNER, D.",Feb. 14,False,1914
"Addison (Joseph)-Miscellaneous works. Edit. by A. C. Guthkelch. Vol. I. Cr. 8vo. 75. 6d. net BELL, Oct. 14",3,11,,Addison (Joseph),Miscellaneous works. Edit. by A. C. Guthkelch. Vol. I.,Cr. 8vo.,75. 6d. net,BELL,Oct. 14,False,1914
