entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"Acts-Agricultural holdings, 1912, id. ; Aerial navigation, 1912, id. ; Trade Union, 1913, 2d. ; Railway and canal traffic, 1913, id. (post free) WYMAN, Mar. 13",,,Acts-Agricultural holdings,WYMAN,,,"Acts-Agricultural holdings, 1912, id. ; Aerial navigation, 1912, id. ; Trade Union, 1913, 2d. ; Railway and canal traffic, 1913, id. (post free) WYMAN, Mar. 13",,,,Mar. 13,
"Acts—Shops amendment, 1913, id.; Clerks of Session (Scotland) regulation, 1913, id. ; Tuberculosis prevention (Ireland), 1913, itd. . Appropriation (1912-13), 1913, ijd. ; Pensions (Governors of Dominions, &c.), amendment, 1913, id. (post free)..........WYMAN, Mar. 13",,,Acts—Shops amendment,WYMAN,,,"Acts—Shops amendment, 1913, id.; Clerks of Session (Scotland) regulation, 1913, id. ; Tuberculosis prevention (Ireland), 1913, itd. . Appropriation (1912-13), 1913, ijd. ; Pensions (Governors of Dominions, &c.), amendment, 1913, id. (post free)..........WYMAN, Mar. 13",,,,Mar. 13,
"Acts, 1913-Appropriation, id. ; Clerks of Session (Scot.) regulations, d.; Pensions (governors of Dominions, &c.), įd.; Pilotage, 4d. ; Railway and canal traffic, įd.; Sheriff Courts (Scot.), i}d.; Shops, įd. ; Trade Union, iļd. ; Tuberculosis prevention (Ireland), id. WYMAN, Mar. 13",,,Acts,WYMAN,,,"Acts, 1913-Appropriation, id. ; Clerks of Session (Scot.) regulations, d.; Pensions (governors of Dominions, &c.), įd.; Pilotage, 4d. ; Railway and canal traffic, įd.; Sheriff Courts (Scot.), i}d.; Shops, įd. ; Trade Union, iļd. ; Tuberculosis prevention (Ireland), id. WYMAN, Mar. 13",,,,Mar. 13,
"Acts, 1913-Ancient monuments consolidation, &c., 2d.; Appellate jurisdiction, d.; Ap- propriation, 3d.; Bankruptcy and deeds of arrangement, 3d. ; Bankruptcy (Scot.), 9/d.; Bishoprics of Sheffield, Chelmsford, and Co. of Suffolk, id. ; Children (employment abroad), id.; Companies, $d.; Crown lands, £d.; Education (Scot.), d.; ditto (Glasgow Electoral Div.), id. ; Expiring laws con- tinuance, id. ; Extension of polling hours, fd.; Fabrics (misdescription), id.; Finance, id. ; Foreign jurisdiction, id.; Forgery, 2ja. WYMAN, Aug. 13",,,Acts,WYMAN,,,"Acts, 1913-Ancient monuments consolidation, &c., 2d.; Appellate jurisdiction, d.; Ap- propriation, 3d.; Bankruptcy and deeds of arrangement, 3d. ; Bankruptcy (Scot.), 9/d.; Bishoprics of Sheffield, Chelmsford, and Co. of Suffolk, id. ; Children (employment abroad), id.; Companies, $d.; Crown lands, £d.; Education (Scot.), d.; ditto (Glasgow Electoral Div.), id. ; Expiring laws con- tinuance, id. ; Extension of polling hours, fd.; Fabrics (misdescription), id.; Finance, id. ; Foreign jurisdiction, id.; Forgery, 2ja. WYMAN, Aug. 13",,,,Aug. 13,
"Acts, 1913-Government of the Soudan loan, id.; Herring fishery, fd.; Highlands and 1slands (medical service) grant, id.; Industrial and provident Societies (amendments), ijd. ;|Inter- mediate education (Ireland), d.; 1sle of Man (customs), įd.; Local government (adjust- ments), id. ; Mental deficiency, 4]d. ; Mental deficiency and lunacy (Scot.), 5d.; National insurance, 3d.; Post Office, d.; Public buildings expenses, £d.; Public health, £d. ; Public works loans, id.; Telegraph (money), jd. ; Temperance (Scot.), 2d. WYMAN, Aug. 13",,,Acts,WYMAN,2d.,,"Acts, 1913-Government of the Soudan loan, id.; Herring fishery, fd.; Highlands and Islands (medical service) grant, id.; Industrial and provident Societies (amendments), ijd. ;|Inter- mediate education (Ireland), d.; Isle of Man (customs), įd.; Local government (adjust- ments), id. ; Mental deficiency, 4]d. ; Mental deficiency and lunacy (Scot.), 5d.; National insurance, 3d.; Post Office, d.; Public buildings expenses, £d.; Public health, £d. ; Public works loans, id.; Telegraph (money), jd. ; Temperance (Scot.), 2d. WYMAN, Aug. 13",,,,Aug. 13,
"Acts, 1913—Caledonian Ry., 2s. ; Cleveland and Durham Co. electric power, 6d. ; Colonial and foreign banks guarantee corporation, 3d.; Crowborough District gas and electricity, s. 6d.; Dundee Corporation, Governesses benevolent institution, 6d. Humber Commercial Ry. and Dock, 9d.; Land drainage (Holme St. Cuthbert), 3d. ; L.G.B. provisional orders (No. 1), is. ; (No. 2), 3d. ; (No. 3), 1s. 6d. ; Mynyddislwyn U.D.C., 4s. 3d.; Northern Counties Electricity Supply Co., is. 3d.; St. Andrews Burgh extension, 2s. 3d. ; Swansea Harbour, 3d. WYMAN, Sep. 13",,,Acts,WYMAN,3d.,,"Acts, 1913—Caledonian Ry., 25. ; Cleveland and Durham Co. electric power, 6d. ; Colonial and foreign banks guarantee corporation, 3d.; Crowborough District gas and electricity, IS. 6d.; Dundee Corporation, Governesses benevolent institution, 6d. Humber Commercial Ry. and Dock, 9d.; Land drainage (Holme St. Cuthbert), 3d. ; L.G.B. provisional orders (No. 1), is. ; (No. 2), 3d. ; (No. 3), Is. 6d. ; Mynyddislwyn U.D.C., 45. 3d.; Northern Counties Electricity Supply Co., is. 3d.; St. Andrews Burgh extension, 25. 3d. ; Swansea Harbour, 3d. WYMAN, Sep. 13",,,,Sep. 13,
"Acts, 1913-Airdrie Corporation gas, is. 3d. ; Alexandra Park and Palace, 6d. ; Alfriston Chapel charity, 3d. ; Arundell Estate, is. 3d. ; Ascot Authority, 1s. 6d.; Barry Ry., 6d. ; Bishop's Waltham water, 1s. ; Blyth and Cowpen gas, 1s.; Bosden Wesleyan trust property, charity scheme, 3d. ; Burgh_and Parochial Schoolmasters' Widows' Fund (Scotland), 29. 3d. .. WYMAN, Oct. 13",,,Acts,WYMAN,3d.,,"Acts, 1913-Airdrie Corporation gas, is. 3d. ; Alexandra Park and Palace, 6d. ; Alfriston Chapel charity, 3d. ; Arundell Estate, is. 3d. ; Ascot Authority, Is. 6d.; Barry Ry., 6d. ; Bishop's Waltham water, Is. ; Blyth and Cowpen gas, Is.; Bosden Wesleyan trust property, charity scheme, 3d. ; Burgh_and Parochial Schoolmasters' Widows' Fund (Scotland), 29. 3d. .. WYMAN, Oct. 13",,,,Oct. 13,
"Acts—Public General Acts, 1912–13; with index, tables, &c. 8vo. 3s. WYMAN, June 13",,,Acts—Public General Acts,WYMAN,3s.,8vo.,"Acts—Public General Acts, 1912–13; with index, tables, &c. 8vo. 35. WYMAN, June 13",,,,June 13,
"Acts, Index to local and private Acts, 1912-13, .... ..WYMAN, July 13",,,"Acts, Index to local and private Acts",WYMAN,,,"Acts, Index to local and private Acts, 1912-13, .... ..WYMAN, July 13",,,,July 13,
"Acts, Index to Public General Acts, 1912–13, 5}d. WYMAN, June 13",,,"Acts, Index to Public General Acts",WYMAN,,,"Acts, Index to Public General Acts, 1912–13, 5}d. WYMAN, June 13",,,,June 13,
"Acts-Howard Estate Act, 2s. ud. ; Great Central Railway: Grimsby Fish Dock, 1s, 1d.; Kent and Bela fisheries, Provisional Order, is. 7d. ; Pier and Harbour orders confirmation, No. 4, 5s. ; Local Government Boards, Pro- visional order, No. 13, 9}d. ; Norfolk Fisheries, Provisional order, confirmation, 9 d.; Pro- visional Order : Marriages confirmation, 31d. (post free) .. WYMAN, Jan, 13",,,Acts-Howard Estate Act,WYMAN,31d.,,"Acts-Howard Estate Act, 25. ud. ; Great Central Railway: Grimsby Fish Dock, Is, Id.; Kent and Bela fisheries, Provisional Order, is. 7d. ; Pier and Harbour orders confirmation, No. 4, 5S. ; Local Government Boards, Pro- visional order, No. 13, 9}d. ; Norfolk Fisheries, Provisional order, confirmation, 9 d.; Pro- visional Order : Marriages confirmation, 31d. (post free) .. WYMAN, Jan, 13",,,,"Jan, 13",
"Acts—Local Government Board's provisional orders confirmation No. 15, 2s. rod. ; Water orders confirmation, 1912, 3s. 1od. (post free) WYMAN, Jan. 13",,,Acts—Local Government Board's provisional orders confirmation,WYMAN,,,"Acts—Local Government Board's provisional orders confirmation No. 15, 25. rod. ; Water orders confirmation, 1912, 3s. 1od. (post free) WYMAN, Jan. 13",,,,Jan. 13,
"Acts—North Killingholme Pier, 2s. 31d.; North Killingholme Admiralty Pier, 3}d.; Great Western Railway, 7s. ; Nottingham Mechanics Institution, is. rod. ; Falkirk Burgh Order Confirmation, 3}d.; Fylde Water Board, 5s. 2}d. ; Lanark County Tramways, 3s. 4d. (post free) . WYMAN, Jan. 13",,,Acts—North Killingholme Pier,WYMAN,3s. 4d.,,"Acts—North Killingholme Pier, 25. 31d.; North Killingholme Admiralty Pier, 3}d.; Great Western Railway, 7s. ; Nottingham Mechanics Institution, is. rod. ; Falkirk Burgh Order Confirmation, 3}d.; Fylde Water Board, 55. 2}d. ; Lanark County Tramways, 35. 4d. (post free) . WYMAN, Jan. 13",,,,Jan. 13,
"Acts, 1912-Belfast water, 1s. 6d.; Bognor Gas Light & Coke Co., 1s. 3d. ; Dover Corporation, 2s. 3d. ; Edgware and Hampstead Ry., 4s. 3d. ; Electric lighting order confirmation (No. 4), is. 3d. ; Ericht water and electric power, 2s. ; Gas orders confirmation (No. 1), 4s., (No. 2), 38. 6d.; Shipley U.D.C., 2s.; Woking District gas, 2s. gd. ; York gas (consol.dation), 2s. 3d. WYMAN, Jan. 13",,,Acts,WYMAN,2s. 3d.,,"Acts, 1912-Belfast water, Is. 6d.; Bognor Gas Light & Coke Co., Is. 3d. ; Dover Corporation, 25. 3d. ; Edgware and Hampstead Ry., 45. 3d. ; Electric lighting order confirmation (No. 4), is. 3d. ; Ericht water and electric power, 2s. ; Gas orders confirmation (No. 1), 45., (No. 2), 38. 6d.; Shipley U.D.C., 25.; Woking District gas, 2s. gd. ; York gas (consol.dation), 2s. 3d. WYMAN, Jan. 13",,,,Jan. 13,
"Acts, 1913-Aerial navigation, fd. ; Agricultural holdings, įd.... .WYMAN, Feb. 13",,,Acts,WYMAN,,,"Acts, 1913-Aerial navigation, fd. ; Agricultural holdings, įd.... .WYMAN, Feb. 13",,,,Feb. 13,
"Acts, 1913–Kirkcaldy and Dysart water, 2s.; Lanarkshire (Middle Ward District) water, 2s. 9d.; Llantrisant 'gas, 2s. ; Local authorities contributions(Crystal Palace), 6d.; Local Govern- ment board's provisional orders confirmation (No. 4), is. 6d.; (No. 5), 1s. 6d. ; (No. 6), s. 3d. ; (No. 7), is. 9d. ; (No. 8), gd.; (No. 9), 1s. 6d. ; (No. 10), is. 9d.); No. II), 28. 6d. ; (No. 12), 1s. 9d. ; (No. 13), 3s. ; (No. 14), 28. 3d.; ((No. 15), 1s. 9d.; (No. 16), 6d. ; (No. 17), is. 3d. ; (No. 18), 28. 9d. ; (No. 19), is. 9d. ; (No. 20), 2s. ; (No. 22), 3d.; (Gas), s. ; Local Government Board (Ireland) provisional orders confirmation (No. 1), 6d.; No. 2), 6 d.; London County Council (general powers), 9d.; ditto, (money), 9d. ; ditto (tramways and improvements), 1s. ; Man- chester Royal Exchange, 9d. ; Metropolitan District Ry., 1s. 6d. ; Midland Ry. (superannua- tion fund), 3d.; Northampton Corporation water, is. 9d.; Oxford University (St. Edmund Hall and Gatcombe Rectory), 6d. ; Padiham Horeb Union Church, gd. ; Pier and harbour orders confirmation (No. I), 38. 6d. ; (No. 2), 33. 3d. ; (No. 3), 4s. ; Pilotage order (London) confirmation, 6d. ; Port Talbot Railway and Docks, 6d.; Porthcawl and District Gas, 2s. 6d.; Post Office (London) Railway, 5. ; Preston, Southport, and Gatley Chapels, gd.; Redcar, Goatham, Marske, and Saltburn Gas, 1s. 6d.; Ribble Fisheries provisional order con- firmation, is. 6d.; Richmond (Surrey) electricity supply, 6d. ; Roe Street (Macclesfield) Congre- gational Chapel, 6d.; Slough gas, 1s. 9d.; South Staffordshire Mond Gas (power and heating) Company, 1s.; South Staffordshire waterworks, s. ; Trade Boards provisional orders confirmation, 6d.; Tramways orders confirmation, is. 9d.; United District gas, 28. 6d.; Watney, Combe, Reid & Co., 3d. ; Wemyss Tramways order confirmation, 3d.; West Hampshire water, ed.; Westgate and Birchington gas and electricity, 1s. 9d.; Wibsey (Bradford) Independent Chapel, 6d.; Wimbledon and Sutton Railway, 1s. 3d. WYMAN, Oct. 13",,,Acts,WYMAN,1s. 3d.,,"Acts, 1913–Kirkcaldy and Dysart water, 25.; Lanarkshire (Middle Ward District) water, 25. 9d.; Llantrisant 'gas, 25. ; Local authorities contributions(Crystal Palace), 6d.; Local Govern- ment board's provisional orders confirmation (No. 4), is. 6d.; (No. 5), Is. 6d. ; (No. 6), IS. 3d. ; (No. 7), is. 9d. ; (No. 8), gd.; (No. 9), Is. 6d. ; (No. 10), is. 9d.); No. II), 28. 6d. ; (No. 12), Is. 9d. ; (No. 13), 35. ; (No. 14), 28. 3d.; ((No. 15), Is. 9d.; (No. 16), 6d. ; (No. 17), is. 3d. ; (No. 18), 28. 9d. ; (No. 19), is. 9d. ; (No. 20), 25. ; (No. 22), 3d.; (Gas), IS. ; Local Government Board (Ireland) provisional orders confirmation (No. 1), 6d.; No. 2), 6 d.; London County Council (general powers), 9d.; ditto, (money), 9d. ; ditto (tramways and improvements), Is. ; Man- chester Royal Exchange, 9d. ; Metropolitan District Ry., Is. 6d. ; Midland Ry. (superannua- tion fund), 3d.; Northampton Corporation water, is. 9d.; Oxford University (St. Edmund Hall and Gatcombe Rectory), 6d. ; Padiham Horeb Union Church, gd. ; Pier and harbour orders confirmation (No. I), 38. 6d. ; (No. 2), 33. 3d. ; (No. 3), 4s. ; Pilotage order (London) confirmation, 6d. ; Port Talbot Railway and Docks, 6d.; Porthcawl and District Gas, 25. 6d.; Post Office (London) Railway, 5. ; Preston, Southport, and Gatley Chapels, gd.; Redcar, Goatham, Marske, and Saltburn Gas, Is. 6d.; Ribble Fisheries provisional order con- firmation, is. 6d.; Richmond (Surrey) electricity supply, 6d. ; Roe Street (Macclesfield) Congre- gational Chapel, 6d.; Slough gas, Is. 9d.; South Staffordshire Mond Gas (power and heating) Company, Is.; South Staffordshire waterworks, IS. ; Trade Boards provisional orders confirmation, 6d.; Tramways orders confirmation, is. 9d.; United District gas, 28. 6d.; Watney, Combe, Reid & Co., 3d. ; Wemyss Tramways order confirmation, 3d.; West Hampshire water, ed.; Westgate and Birchington gas and electricity, Is. 9d.; Wibsey (Bradford) Independent Chapel, 6d.; Wimbledon and Sutton Railway, Is. 3d. WYMAN, Oct. 13",,,,Oct. 13,
"Admiralty-Flag : Memorandum relative to the origin of the Union Flag in its present form, 4d. WYMAN, Aug. 13",,,Admiralty-Flag : Memorandum relative to the origin of the Union Flag in its present form,WYMAN,4d.,,"Admiralty-Flag : Memorandum relative to the origin of the Union Flag in its present form, 4d. WYMAN, Aug. 13",,,,Aug. 13,
"Admiralty-Flags of all nations, 1907. Errata No. 5 (gratis) . WYMAN, Oct. 13",,,Admiralty-Flags of all nations,WYMAN,,,"Admiralty-Flags of all nations, 1907. Errata No. 5 (gratis) . WYMAN, Oct. 13",,,,Oct. 13,
"Admiralty-Guns. Handbook to Maxim 0.45 in. (G. G. chamber), 1912, 6d. .. WYMAN, Feb. 13",,,Admiralty-Guns,WYMAN,6d.,,"Admiralty-Guns. Handbook to Maxim 0.45 in. (G. G. chamber), 1912, 6d. .. WYMAN, Feb. 13",,,,Feb. 13,
"Admiralty-Hydrographic. British Columbia Pilot. Vol.i. 4th edit. 4s. ..POTTER, Nov. 13",,,Admiralty-Hydrographic,POTTER,4s.,,"Admiralty-Hydrographic. British Columbia Pilot. Vol.i. 4th edit. 45. ..POTTER, Nov. 13",,,,Nov. 13,
"Admiralty-Hydrographic. British Columbia Pilot. Vol. 2. 2s. 6d. .... POTTER, Sep. 13",,,Admiralty-Hydrographic,POTTER,2s. 6d.,,"Admiralty-Hydrographic. British Columbia Pilot. Vol. 2. 25. 6d. .... POTTER, Sep. 13",,,,Sep. 13,
"Admiralty-Hydrographic. China Sea Pilot. Vol. 3 (1st edit.), 4s. ; v. 5, 4s. 6d. POTTER, Mar. 13",,,Admiralty-Hydrographic,POTTER,4s. 6d.,,"Admiralty-Hydrographic. China Sea Pilot. Vol. 3 (1st edit.), 4s. ; v. 5, 4s. 6d. POTTER, Mar. 13",,,,Mar. 13,
"Admiralty-Hydrographic. Korea and Siberia (East coasts) and Sea of Okhotsk Pilot, 1913 (ist edit.) 3s..... POTTER, Oct. 13",,,Admiralty-Hydrographic,POTTER,3s.,,"Admiralty-Hydrographic. Korea and Siberia (East coasts) and Sea of Okhotsk Pilot, 1913 (ist edit.) 35..... POTTER, Oct. 13",,,,Oct. 13,
"Admiralty-Hydrographic. List of lights and time signals, 1913, Pt. 1, British 1sles, is, 6d. ; pt. 2a, North and Arctic Seas, is. ; pt. 2b, Norway, 2s.; pt. 3, Baltic Sea, 2s. ; pt. 4, Eastern side of N. and S. Atlantic Oceans, is. 6d. ; pt. 5, Medi- terranean, &c., 1s. 6d. ; pt. 6, Indian and W. Pacific Oceans, 2s. ; pt. 7, Western side of S. Atlantic Ocean and E. Pacific Ocean, 1s.; pt. 8, Western side of N. Atlantic Ocean, 28. 6d. POTTER, Feb. 13",,,Admiralty-Hydrographic,POTTER,6d.,,"Admiralty-Hydrographic. List of lights and time signals, 1913, Pt. 1, British Isles, is, 6d. ; pt. 2a, North and Arctic Seas, is. ; pt. 2b, Norway, 25.; pt. 3, Baltic Sea, 25. ; pt. 4, Eastern side of N. and S. Atlantic Oceans, is. 6d. ; pt. 5, Medi- terranean, &c., Is. 6d. ; pt. 6, Indian and W. Pacific Oceans, 2s. ; pt. 7, Western side of S. Atlantic Ocean and E. Pacific Ocean, Is.; pt. 8, Western side of N. Atlantic Ocean, 28. 6d. POTTER, Feb. 13",,,,Feb. 13,
"Admiralty-Hydrographic. Mediterranean Pilot. Vol. 1. 5th edit. 4s. ......POTTER, Nov. 13",,,Admiralty-Hydrographic,POTTER,4s.,,"Admiralty-Hydrographic. Mediterranean Pilot. Vol. 1. 5th edit. 45. ......POTTER, Nov. 13",,,,Nov. 13,
"Admiralty–Hydrographic. Notices to mariners : index to. ..POTTER, Mar. 13",,,Admiralty–Hydrographic,POTTER,,,"Admiralty–Hydrographic. Notices to mariners : index to. ..POTTER, Mar. 13",,,,Mar. 13,
"Admiralty-Hydrographic. Ocean depths received during 1912. 28. ...POTTER, Mar. 13",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Ocean depths received during 1912. 28. ...POTTER, Mar. 13",,,,Mar. 13,
"Admiralty–Hydrographic. Revised supplement, 1913, to Africa Pilot, Pt. 1, 1907 (gratis to purchasers of Pilot) ...POTTER, May 13",,,Admiralty–Hydrographic,POTTER,,,"Admiralty–Hydrographic. Revised supplement, 1913, to Africa Pilot, Pt. 1, 1907 (gratis to purchasers of Pilot) ...POTTER, May 13",,,,May 13,
"Admiralty-Hydrographic. Revised supplement, 1913, to Arctic Pilot, Vol. 1, 1907 (gratis to purchasers of Pilot) ....POTTER, Feb. 13",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Revised supplement, 1913, to Arctic Pilot, Vol. 1, 1907 (gratis to purchasers of Pilot) ....POTTER, Feb. 13",,,,Feb. 13,
"Admiralty-Hydrographic. Revised supplement, 1913, to Australia Directory, Vol. 2, 1907 (gratis to purchasers of Directory) POTTER, May 13",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Revised supplement, 1913, to Australia Directory, Vol. 2, 1907 (gratis to purchasers of Directory) POTTER, May 13",,,,May 13,
"Admiralty–Hydrographic. Revised supplement, 1913, to China Sea Directory, Vol. 1, 1906 (gratis to purchasers of Directory) POTTER, Feb. 13",,,Admiralty–Hydrographic,POTTER,,,"Admiralty–Hydrographic. Revised supplement, 1913, to China Sea Directory, Vol. 1, 1906 (gratis to purchasers of Directory) POTTER, Feb. 13",,,,Feb. 13,
"Admiralty-Hydrographic. Revised supplement 1913, to Mediterranean Pilot, Vol. 2, 1905 (gratis to purchasers of Pilot) POTTER, Aug. 13",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Revised supplement 1913, to Mediterranean Pilot, Vol. 2, 1905 (gratis to purchasers of Pilot) POTTER, Aug. 13",,,,Aug. 13,
"Admiralty-Hydrographic. Revised supplement, 1913, to Newfoundland and Labrador Pilot, 1907 (gratis to purchasers of Pilot) POTTER, June 13",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Revised supplement, 1913, to Newfoundland and Labrador Pilot, 1907 (gratis to purchasers of Pilot) POTTER, June 13",,,,June 13,
"Admiralty-Hydrographic. Supplement, 1913, to Africa Pilot, Pt. 2, 1910 (gratis to purchasers of Pilot) ..POTTER, Nov. 13",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Supplement, 1913, to Africa Pilot, Pt. 2, 1910 (gratis to purchasers of Pilot) ..POTTER, Nov. 13",,,,Nov. 13,
"Admiralty-Hydrographic. Supplement, 1913, to Arctic Pilot, Vol. 2, 1911 (gratis to purchasers of Pilot) ...POTTER, Nov. 13",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Supplement, 1913, to Arctic Pilot, Vol. 2, 1911 (gratis to purchasers of Pilot) ...POTTER, Nov. 13",,,,Nov. 13,
"Admiralty–Hydrographic. Supplement, 1913, to Bay of Bengal Pilot, 1910 (gratis to purchasers of Pilot) ..POTTER, Nov, 13",,,Admiralty–Hydrographic,POTTER,,,"Admiralty–Hydrographic. Supplement, 1913, to Bay of Bengal Pilot, 1910 (gratis to purchasers of Pilot) ..POTTER, Nov, 13",,,,"Nov, 13",
"Admiralty-Hydrographic. Supplement, 1913, to England (West coast) Pilot, 1910 (gratis to purchasers of Pilot) ...POTTER, Sep. 13",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Supplement, 1913, to England (West coast) Pilot, 1910 (gratis to purchasers of Pilot) ...POTTER, Sep. 13",,,,Sep. 13,
"Admiralty-Hydrographic. Supplement, 1913, to France, Spain and Portugal (West coasts) Pilot, 1910 (gratis to purchasers of Pilot) POTTER, Oct. 13",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Supplement, 1913, to France, Spain and Portugal (West coasts) Pilot, 1910 (gratis to purchasers of Pilot) POTTER, Oct. 13",,,,Oct. 13,
"Admiralty-Hydrographic. Supplement, 1913, to Irish coast Pilot, 1911 (gratis to purchasers of Pilot) ...POTTER, Nov. 13",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Supplement, 1913, to Irish coast Pilot, 1911 (gratis to purchasers of Pilot) ...POTTER, Nov. 13",,,,Nov. 13,
"Admiralty-Hydrographic. Supplement, 1913, to North Sea Pilot, Pt. 1, 1910 (gratis to purchasers of Pilot) .....POTTER, Oct. 13",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Supplement, 1913, to North Sea Pilot, Pt. 1, 1910 (gratis to purchasers of Pilot) .....POTTER, Oct. 13",,,,Oct. 13,
"Admiralty-Hydrographic. Supplement, 1912, to the Pacific 1slands. Vol. 3 (gratis to purchasers of Pilot) .POTTER, Jan. 13",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Supplement, 1912, to the Pacific Islands. Vol. 3 (gratis to purchasers of Pilot) .POTTER, Jan. 13",,,,Jan. 13,
