,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
4423,"Saben (Gregory)-The Sorcerer. Cr. 8vo. 71 x 5, pp. 316, 6s. net .RICHMOND, Aug. '18",Saben,Gregory,The Sorcerer,RICHMOND,6s.,8vo.,"Saben (Gregory)-The Sorcerer. Cr. 8vo. 71 x 5, pp. 316, 6s. net .RICHMOND, Aug. '18",Gregory Saben,['Saben (Gregory)'],,Aug. '18,net
4427,"Sadler (M. T. H.)— The Anchor. Cr. 8vo. 74 X5, pp. 278, 6s, net .... CONSTABLE, July '18",Sadler,M. T. H.,The Anchor,CONSTABLE,6s.,8vo.,"Sadler (M. T. H.)— The Anchor. Cr. 8vo. 74 X5, pp. 278, 6s, net .... CONSTABLE, July '18",M. T. H. Sadler,['Sadler (M. T. H.)'],,July '18,net
4428,"Sadler (M. T. H.) see also Beaumont (C. W.) and Sadler. Sadler (William S. and Lena K.)—The Mother and her child. Illus. Cr. 8vo. 7* *5, pp. 467, 6s. net .HARRAP, May '18",Sadler,M. T. H.,The Mother and her child,HARRAP,6s.,8vo.,"Sadler (M. T. H.) see also Beaumont (C. W.) and Sadler. Sadler (William S. and Lena K.)—The Mother and her child. Illus. Cr. 8vo. 7* *5, pp. 467, 6s. net .HARRAP, May '18",M. T. H. Sadler,"['Sadler (M. T. H.)', 'Sadler (Lena K.)']",,May '18,net
4430,"Satroni-Middleton (A.)-Wine-dark seas and tropic skies : reminiscences and a romance of the South Seas. 8vo. 9 X6, pp. 304, 12s. 6d. net RICHARDS, June '18",Satroni-Middleton,A.,Wine-dark seas and tropic skies : reminiscences and a romance of the South Seas,RICHARDS,12s. 6d.,8vo.,"Satroni-Middleton (A.)-Wine-dark seas and tropic skies : reminiscences and a romance of the South Seas. 8vo. 9 X6, pp. 304, 125. 6d. net RICHARDS, June '18",A. Satroni-Middleton,['Satroni-Middleton (A.)'],,June '18,net
4432,"Saillens (E.)-Facts about France. 8vo. 8 X51, pp. 323, 8s. 6d. net .... UNWIN, Dec. '18",Saillens,E.,Facts about France,UNWIN,8s. 6d.,8vo.,"Saillens (E.)-Facts about France. 8vo. 8 X51, pp. 323, 8s. 6d. net .... UNWIN, Dec. '18",E. Saillens,['Saillens (E.)'],,Dec. '18,net
4439,"St. Paul (Mother)—Passio Christi : meditations for Lent. Pref. by the Rev. Joseph Rickaby. Cr. 8vo. 71 x 5, pp. 191, 4s. 6d. net LONGMANS, Mar. '18",St. Paul,Mother,Passio Christi : meditations for Lent,LONGMANS,4s. 6d.,8vo.,"St. Paul (Mother)—Passio Christi : meditations for Lent. Pref. by the Rev. Joseph Rickaby. Cr. 8vo. 71 x 5, pp. 191, 4s. 6d. net LONGMANS, Mar. '18",Mother St. Paul,['St. Paul (Mother)'],,Mar. '18,net
4440,"Saint-Simon (Duke de)-Memoirs. Abridged trans., w. notes, by Francis Arkwright. Vols. 5 and 6. 8vo. 9 x 5ł, pp. 537, 576, ea. 12s. 6d. net .S. PAUL, Aug. '18",Saint-Simon,Duke de,Memoirs,S. PAUL,12s. 6d.,8vo.,"Saint-Simon (Duke de)-Memoirs. Abridged trans., w. notes, by Francis Arkwright. Vols. 5 and 6. 8vo. 9 x 5ł, pp. 537, 576, ea. 125. 6d. net .S. PAUL, Aug. '18",Duke de Saint-Simon,['Saint-Simon (Duke de)'],,Aug. '18,net
4441,"Saintsbury (G.)-A Short history of French literature from the earliest texts to the close of the Nineteenth Century. 7th ed., rev. Cr. 8vo. 74 x 5, pp. 654, 8s. 6d. net (Clarendon Pr.) MILFORD, Feb. '18",Saintsbury,G.,A Short history of French literature from the earliest texts to the close of the Nineteenth Century,MILFORD,8s. 6d.,8vo.,"Saintsbury (G.)-A Short history of French literature from the earliest texts to the close of the Nineteenth Century. 7th ed., rev. Cr. 8vo. 74 x 5, pp. 654, 8s. 6d. net (Clarendon Pr.) MILFORD, Feb. '18",G. Saintsbury,['Saintsbury (G.)'],,Feb. '18,net
4443,"Salmon (Victor G.)-Practical surveying and field work. 8vo. pp. 212, 7s. 6d. net (Griffin's Mining ser.) .GRIFFIN, Aug. '18",Salmon,Victor G.,Practical surveying and field work,GRIFFIN,7s. 6d.,8vo.,"Salmon (Victor G.)-Practical surveying and field work. 8vo. pp. 212, 75. 6d. net (Griffin's Mining ser.) .GRIFFIN, Aug. '18",Victor G. Salmon,['Salmon (Victor G.)'],,Aug. '18,net
4444,"Salt (Henry S.)-The Logic of vegetarianism : essays and dialogues. 2nd ed., rev. Cr. 8vo. 71 X 44, pp. 123, swd. 6d. net G. BELL, Oct. '18",Salt,Henry S.,The Logic of vegetarianism : essays and dialogues,G. BELL,6d.,8vo.,"Salt (Henry S.)-The Logic of vegetarianism : essays and dialogues. 2nd ed., rev. Cr. 8vo. 71 X 44, pp. 123, swd. 6d. net G. BELL, Oct. '18",Henry S. Salt,['Salt (Henry S.)'],,Oct. '18,net
4446,"Salter (H. E., Rev.) ed.-A Cartulary of the Hospital of St. John the Baptist. Demy 8vo. 8£x 51, pp. 575, Ios. 6d. net (Magdalen Coll. and Oxford Hist. Soc.) MILFORD, Feb. '18",Salter,"H. E., Rev.",A Cartulary of the Hospital of St,MILFORD,6d.,8vo.,"Salter (H. E., Rev.) ed.-A Cartulary of the Hospital of St. John the Baptist. Demy 8vo. 8£x 51, pp. 575, Ios. 6d. net (Magdalen Coll. and Oxford Hist. Soc.) MILFORD, Feb. '18","H. E., Rev. Salter","['Salter (H. E., Rev.)']",ed.,Feb. '18,net
4447,"Salter (W. M.)-Nietzsche the thinker. Demy 8vo. 81 x 51, pp. 540, 15s. net PALMER & H., Nov.'18",Salter,W. M.,Nietzsche the thinker,PALMER & H.,15s.,8vo.,"Salter (W. M.)-Nietzsche the thinker. Demy 8vo. 81 x 51, pp. 540, 15s. net PALMER & H., Nov.'18",W. M. Salter,['Salter (W. M.)'],,Nov.'18,net
4448,"Saltikov (M. E.) See also Militsina (E.) and Saltikov. Saltykov (M. 1s.)--Pilgrims and wayfarers ; By. gone times. Ed. by Nevill Forbes. Cr. 8vo. 71 X5, pp. 80, limp, is. 3d. net (Oxford Russian plain texts) (Clarendon Pr.) MILFORD, Jan.'18",Saltikov,M. E.,See also Militsina (E.) and Saltikov,MILFORD,3d.,8vo.,"Saltikov (M. E.) See also Militsina (E.) and Saltikov. Saltykov (M. 15.)--Pilgrims and wayfarers ; By. gone times. Ed. by Nevill Forbes. Cr. 8vo. 71 X5, pp. 80, limp, is. 3d. net (Oxford Russian plain texts) (Clarendon Pr.) MILFORD, Jan.'18",M. E. Saltikov,['Saltikov (M. E.)'],,Jan.'18,net
4449,"Salzmann (L. F.)-Henry II. 8vo. 9x5t, pp. 275, 7s. 6d. net (Kings and Queens of England) CONSTABLE, Dec. '18",Salzmann,L. F.,Henry II,CONSTABLE,7s. 6d.,8vo.,"Salzmann (L. F.)-Henry II. 8vo. 9x5t, pp. 275, 7s. 6d. net (Kings and Queens of England) CONSTABLE, Dec. '18",L. F. Salzmann,['Salzmann (L. F.)'],,Dec. '18,net
4450,"Sampson (Holden Edward)—The Bhagavad-Gita interpreted in the light of Christian tradition. 18mo. 58 x 41, pp. 187, 3s. 6d. net W. RIDER, Od. '18",Sampson,Holden Edward,The Bhagavad-Gita interpreted in the light of Christian tradition,W. RIDER,3s. 6d.,18mo.,"Sampson (Holden Edward)—The Bhagavad-Gita interpreted in the light of Christian tradition. 18mo. 58 x 41, pp. 187, 35. 6d. net W. RIDER, Od. '18",Holden Edward Sampson,['Sampson (Holden Edward)'],,Od. '18,net
4451,"Sampson (Holden Edward)—Theou Sophia : eluci. dating the science and philosophy of the divine mysteries: a complete epitome and analysis of cosmological science embodied in the ancient wisdom. Foundations. Cr. 8vo. 7} X5, pp. 389, 8s. 6d. net.... .K. PAUL, Dec. '18",Sampson,Holden Edward,Theou Sophia : eluci,K. PAUL,8s. 6d.,8vo.,"Sampson (Holden Edward)—Theou Sophia : eluci. dating the science and philosophy of the divine mysteries: a complete epitome and analysis of cosmological science embodied in the ancient wisdom. Foundations. Cr. 8vo. 7} X5, pp. 389, 8s. 6d. net.... .K. PAUL, Dec. '18",Holden Edward Sampson,['Sampson (Holden Edward)'],,Dec. '18,net
4452,"Samuel (Arthur Michael)—The Herring : its effect on the history of Britain. Illus. Demy 8vo. 9 x 57, pp. 199, 1os. 6d. net J. MURRAY, Apr.'18",Samuel,Arthur Michael,The Herring : its effect on the history of Britain,J. MURRAY,6d.,8vo.,"Samuel (Arthur Michael)—The Herring : its effect on the history of Britain. Illus. Demy 8vo. 9 x 57, pp. 199, 1os. 6d. net J. MURRAY, Apr.'18",Arthur Michael Samuel,['Samuel (Arthur Michael)'],,Apr.'18,net
4456,"Sandars (Mary F.)- The Life and times of Queen Adelaide. Ryl. 8vo. 9 x 5, pp. 314, 6s. net S. PAUL, Nov. '18",Sandars,Mary F.,The Life and times of Queen Adelaide,S. PAUL,6s.,8vo.,"Sandars (Mary F.)- The Life and times of Queen Adelaide. Ryl. 8vo. 9 x 5, pp. 314, 6s. net S. PAUL, Nov. '18",Mary F. Sandars,['Sandars (Mary F.)'],,Nov. '18,net
4457,"Sandars (Mary F.)Princess and Queen of Eng- land : life of Mary II. 8vo. 9 x6, pp. 405, 6s, net S. PAUL, Dec. '18",Sandars,Mary F.,Princess and Queen of Eng- land : life of Mary II,S. PAUL,6s.,8vo.,"Sandars (Mary F.)Princess and Queen of Eng- land : life of Mary II. 8vo. 9 x6, pp. 405, 6s, net S. PAUL, Dec. '18",Mary F. Sandars,['Sandars (Mary F.)'],,Dec. '18,net
4460,"Sanday (W., Dr.) see also Emmet (C. W.), Burney (C. F.) and Sanday. Sandors (E. K.)-Sainte Chantal, 1572-1641 : a study in vocation. 8vo. 81 x 53, pp. 323, Ios. 6d. net (Ecclesiastical biographies) S.P.C.K., July '18",Sanday,"W., Dr.",Sainte Chantal,S.P.C.K.,6d.,8vo.,"Sanday (W., Dr.) see also Emmet (C. W.), Burney (C. F.) and Sanday. Sandors (E. K.)-Sainte Chantal, 1572-1641 : a study in vocation. 8vo. 81 x 53, pp. 323, Ios. 6d. net (Ecclesiastical biographies) S.P.C.K., July '18","W., Dr. Sanday","['Sanday (W., Dr.)', 'Sandors (E. K.)']",,July '18,net
4461,"Sanders (T. W.)- Vegetables and their cultivation. 4th ed. Illus. Cr. 8vo. 71 x 5, pp. 511, 6s. 6d. net ..COLLINGRIDGE, Jan. '18",Sanders,T. W.,Vegetables and their cultivation,COLLINGRIDGE,6s. 6d.,8vo.,"Sanders (T. W.)- Vegetables and their cultivation. 4th ed. Illus. Cr. 8vo. 71 x 5, pp. 511, 6s. 6d. net ..COLLINGRIDGE, Jan. '18",T. W. Sanders,['Sanders (T. W.)'],,Jan. '18,net
4464,"Sanderson (Lord)—Evelyn, Earl of Cromer, G.C.B., O.M., Hon. Fellow of the Academy : memoir. Ryl. 8vo. 98 x 61, pp. 32, swd. is. 6d. net (Fr. Proc. of Brit. Academy) (Brit. Acad.) MILFORD, Jan. '18",Sanderson,Lord,"Evelyn, Earl of Cromer, G.C.B., O.M., Hon",MILFORD,6d.,8vo.,"Sanderson (Lord)—Evelyn, Earl of Cromer, G.C.B., O.M., Hon. Fellow of the Academy : memoir. Ryl. 8vo. 98 x 61, pp. 32, swd. is. 6d. net (Fr. Proc. of Brit. Academy) (Brit. Acad.) MILFORD, Jan. '18",Lord Sanderson,['Sanderson (Lord)'],,Jan. '18,net
4465,"Sandes (Flora)-An English woman-sergeant in the Serbian Army. Cr. . x 5, , 3s. 6d. net HODDER & SE, PPar25s Sandford (Alyæ L.)-Familiar folk in town and country. Illus, 8vo. pp. 222, 3s. 6d. net (Teachers' hobks.) .NISBET, May '18",Sandes,Flora,An English woman-sergeant in the Serbian Army,NISBET,3s. 6d.,8vo.,"Sandes (Flora)-An English woman-sergeant in the Serbian Army. Cr. . x 5, , 3s. 6d. net HODDER & SE, PPar25s Sandford (Alyæ L.)-Familiar folk in town and country. Illus, 8vo. pp. 222, 3s. 6d. net (Teachers' hobks.) .NISBET, May '18",Flora Sandes,['Sandes (Flora)'],,May '18,net
4466,"Sanditord (Peter) ed.-Comparative education: studia of the educational systems of six modern nations. By H. W. Foght, A. H. Hope and others. 8vo. 83 X54, pp. 510, 8s. 6d. net DENT, Oct. '18",Sanditord,Peter,Comparative education: studia of the educational systems of six modern nations,DENT,8s. 6d.,8vo.,"Sanditord (Peter) ed.-Comparative education: studia of the educational systems of six modern nations. By H. W. Foght, A. H. Hope and others. 8vo. 83 X54, pp. 510, 8s. 6d. net DENT, Oct. '18",Peter Sanditord,['Sanditord (Peter)'],ed.,Oct. '18,net
4468,"Santayana (George)-Interpretations of poetry and religion. Cr. 8vo. 71 x 5, pp. 301, 6s. 6d. net .CONSTABLE, Jan. '18",Santayana,George,Interpretations of poetry and religion,CONSTABLE,6s. 6d.,8vo.,"Santayana (George)-Interpretations of poetry and religion. Cr. 8vo. 71 x 5, pp. 301, 6s. 6d. net .CONSTABLE, Jan. '18",George Santayana,['Santayana (George)'],,Jan. '18,net
4470,"Sargent (A. J.)- Seaways of the Empire : notes on the geography of transport. Cr. 8vo. 74 x 5t, pp. 183, 78. 6d. net... BLACK, Oct. '18",Sargent,A. J.,Seaways of the Empire : notes on the geography of transport,BLACK,6d.,8vo.,"Sargent (A. J.)- Seaways of the Empire : notes on the geography of transport. Cr. 8vo. 74 x 5t, pp. 183, 78. 6d. net... BLACK, Oct. '18",A. J. Sargent,['Sargent (A. J.)'],,Oct. '18,net
4471,"Sargent (P.) and Russell (A. E.)-Emergencias en la practica de la medicina y de la cirugia. Primera traducción española de la segunda edición inglesa, editada bajo la dirección del Luis Felipe Calderon. Illus. Demy 8vo. 81 x 54, pp. 507, 17s. 6d. net FROWDE AND HODDER & S., Feb. '18",Sargent,P.,Emergencias en la practica de la medicina y de la cirugia,FROWDE AND HODDER & S.,17s. 6d.,8vo.,"Sargent (P.) and Russell (A. E.)-Emergencias en la practica de la medicina y de la cirugia. Primera traducción española de la segunda edición inglesa, editada bajo la dirección del Luis Felipe Calderon. Illus. Demy 8vo. 81 x 54, pp. 507, 175. 6d. net FROWDE AND HODDER & S., Feb. '18",P. Sargent,"['Sargent (P.)', 'Russell (A. E.)']",,Feb. '18,net
4472,"Sarson (Mary)-The Story of the people of Britain. Bk. 1, 55 B.C.-1485 A.D. Illus. Cr. 8vo. 71 x 58, pp. 198, 2s. CAMB. UNIV. PR., June '18",Sarson,Mary,The Story of the people of Britain,CAMB. UNIV. PR.,2s.,8vo.,"Sarson (Mary)-The Story of the people of Britain. Bk. 1, 55 B.C.-1485 A.D. Illus. Cr. 8vo. 71 x 58, pp. 198, 25. CAMB. UNIV. PR., June '18",Mary Sarson,['Sarson (Mary)'],,June '18,
4473,"Sarson (Mary)-The Story of the people of Britain. Bk. 2, 1485–1688. Illus. Ĉr. 8vo. 78 x 51, 28. 3d. ... CAMB. UNIV. PR., June '18",Sarson,Mary,The Story of the people of Britain,CAMB. UNIV. PR.,3d.,8vo.,"Sarson (Mary)-The Story of the people of Britain. Bk. 2, 1485–1688. Illus. Ĉr. 8vo. 78 x 51, 28. 3d. ... CAMB. UNIV. PR., June '18",Mary Sarson,['Sarson (Mary)'],,June '18,
4474,"Sassoon (Siegfried)- Counter-attack, and other poems. Cr. 8vo. 77 x 41, pp. 64, swd. 28. 6d. net .... HEINEMANN, July '18",Sassoon,Siegfried,"Counter-attack, and other poems",HEINEMANN,6d.,8vo.,"Sassoon (Siegfried)- Counter-attack, and other poems. Cr. 8vo. 77 x 41, pp. 64, swd. 28. 6d. net .... HEINEMANN, July '18",Siegfried Sassoon,['Sassoon (Siegfried)'],,July '18,net
4475,"Saul (J. W.)-Figure drawing in navigation and nautical astronomy. 8vo. Illus. 3s. 6d. (209, Stanstead Rd., S.E. 23) W.R. COURTNEY, Dec. '18",Saul,J. W.,Figure drawing in navigation and nautical astronomy,W.R. COURTNEY,3s. 6d.,8vo.,"Saul (J. W.)-Figure drawing in navigation and nautical astronomy. 8vo. Illus. 3s. 6d. (209, Stanstead Rd., S.E. 23) W.R. COURTNEY, Dec. '18",J. W. Saul,['Saul (J. W.)'],,Dec. '18,
4476,"Saul (J. W.)-The Self-educator in practical trigonometry. 8vo. pp. 68, 4s. 6d. W. R. COURTNEY, July '18",Saul,J. W.,The Self-educator in practical trigonometry,W. R. COURTNEY,4s. 6d.,8vo.,"Saul (J. W.)-The Self-educator in practical trigonometry. 8vo. pp. 68, 4s. 6d. W. R. COURTNEY, July '18",J. W. Saul,['Saul (J. W.)'],,July '18,
4477,"Saunders (Edward)—A Self-supporting Empire. Cr. 8vo. 75 X5, pp. 213, 38. 6d. net NISBET, July '18",Saunders,Edward,A Self-supporting Empire,NISBET,6d.,8vo.,"Saunders (Edward)—A Self-supporting Empire. Cr. 8vo. 75 X5, pp. 213, 38. 6d. net NISBET, July '18",Edward Saunders,['Saunders (Edward)'],,July '18,net
4478,"Saunders (M. Baillie-) See Baillie-Saunders. Savage-Armstrong (G. F.)-Poems, national and international. Selected from the writings of G.F.S.-A. 8vo. pp. 88, 5s. net PONSONBY, Mar. '18",Saunders,M. Baillie-,See Baillie-Saunders,PONSONBY,5s.,8vo.,"Saunders (M. Baillie-) See Baillie-Saunders. Savage-Armstrong (G. F.)-Poems, national and international. Selected from the writings of G.F.S.-A. 8vo. pp. 88, 5s. net PONSONBY, Mar. '18",M. Baillie- Saunders,['Saunders (M. Baillie-)'],,Mar. '18,net
4479,"Savill (Thomas Dixon)-A System of clinical medicine. 5th ed. 8vo. 28s. net E. ARNOLD, Sep. '18",Savill,Thomas Dixon,A System of clinical medicine,E. ARNOLD,28s.,8vo.,"Savill (Thomas Dixon)-A System of clinical medicine. 5th ed. 8vo. 28s. net E. ARNOLD, Sep. '18",Thomas Dixon Savill,['Savill (Thomas Dixon)'],,Sep. '18,net
4484,"Sayers (W. C. Berwick)-An Introduction to library classification ; w. readings, questions and examination papers. Cr. 8vo. 74 X5, PP: 172, 3s. 6d. net (“ Coptic ser. for librarians) GRAFTON, June '18",Sayers,W. C. Berwick,An Introduction to library classification ; w,GRAFTON,3s. 6d.,8vo.,"Sayers (W. C. Berwick)-An Introduction to library classification ; w. readings, questions and examination papers. Cr. 8vo. 74 X5, PP: 172, 3s. 6d. net (“ Coptic ser. for librarians) GRAFTON, June '18",W. C. Berwick Sayers,['Sayers (W. C. Berwick)'],,June '18,net
4485,"Sayle (Charles) ed.–Archibald Don : a memoir. 8vo. 9X 51, pp. 215, Ios. 6d. net J. MURRAY, July '18",Sayle,Charles,Archibald Don : a memoir,J. MURRAY,6d.,8vo.,"Sayle (Charles) ed.–Archibald Don : a memoir. 8vo. 9X 51, pp. 215, Ios. 6d. net J. MURRAY, July '18",Charles Sayle,['Sayle (Charles)'],ed.,July '18,net
4488,"Scharlieb (Mary)-How to enlighten our children : a book for parents. Cr. 8vo. 74 X 5, pp. 207, 3s. 6d. net WILLIAMS & N., Jan. '18",Scharlieb,Mary,How to enlighten our children : a book for parents,WILLIAMS & N.,3s. 6d.,8vo.,"Scharlieb (Mary)-How to enlighten our children : a book for parents. Cr. 8vo. 74 X 5, pp. 207, 35. 6d. net WILLIAMS & N., Jan. '18",Mary Scharlieb,['Scharlieb (Mary)'],,Jan. '18,net
4489,"Scharlieb (Mary)-Notes on venereal diseases for nurses and midwives. 18mo. 51 x 34, pp. 135, 1s.3d. net ....SCIENTIFIC PR., Apr. '18",Scharlieb,Mary,Notes on venereal diseases for nurses and midwives,SCIENTIFIC PR.,1s.3d.,18mo.,"Scharlieb (Mary)-Notes on venereal diseases for nurses and midwives. 18mo. 51 x 34, pp. 135, Is.3d. net ....SCIENTIFIC PR., Apr. '18",Mary Scharlieb,['Scharlieb (Mary)'],,Apr. '18,net
4491,"Schønland (S.)--A Summary of the distribution of the genera of South African flowering plants. Ryl. 8vo. 10 X 7, pp. 39, 15s. net (Transactions. R. Soc. of S. Africa. Vol. 7, pt. 1) WESLEY, Oct. '18",Schønland,S.,A Summary of the distribution of the genera of South African flowering plants,WESLEY,15s.,8vo.,"Schønland (S.)--A Summary of the distribution of the genera of South African flowering plants. Ryl. 8vo. 10 X 7, pp. 39, 155. net (Transactions. R. Soc. of S. Africa. Vol. 7, pt. 1) WESLEY, Oct. '18",S. Schønland,['Schønland (S.)'],,Oct. '18,net
4495,"Scholes (Percy A.)-An Introduction to British music. Cr. 8vo. 73 X5, pp. 127, 2s. 6d. net PALMER & H., June '18",Scholes,Percy A.,An Introduction to British music,PALMER & H.,2s. 6d.,8vo.,"Scholes (Percy A.)-An Introduction to British music. Cr. 8vo. 73 X5, pp. 127, 25. 6d. net PALMER & H., June '18",Percy A. Scholes,['Scholes (Percy A.)'],,June '18,net
4498,"Schreiner (George Abel)—The Iron ration: the economic and social effects of the Allied blockade on Germany and the German people. 8vo. 8 x 5), pp. 380, ios. 6d. net MURRAY, Aug. '18",Schreiner,George Abel,The Iron ration: the economic and social effects of the Allied blockade on Germany and the German people,MURRAY,6d.,8vo.,"Schreiner (George Abel)—The Iron ration: the economic and social effects of the Allied blockade on Germany and the German people. 8vo. 8 x 5), pp. 380, ios. 6d. net MURRAY, Aug. '18",George Abel Schreiner,['Schreiner (George Abel)'],,Aug. '18,net
4499,"Schlicking (Walther)—The Internaticnal Union of the Hague Conferences. Tr. fr. German by C. G. Fenwick. Cr. 4to. 10 X 7, pp. 356, 7s. 6d. net (Work of the Hague. Vol. 1) (Carnegie Endow. for Internat. Peace: Div. of Internat. Law) MILFORD, Mar. '18.",Schlicking,Walther,The Internaticnal Union of the Hague Conferences,MILFORD,7s. 6d.,4to.,"Schlicking (Walther)—The Internaticnal Union of the Hague Conferences. Tr. fr. German by C. G. Fenwick. Cr. 4to. 10 X 7, pp. 356, 7s. 6d. net (Work of the Hague. Vol. 1) (Carnegie Endow. for Internat. Peace: Div. of Internat. Law) MILFORD, Mar. '18.",Walther Schlicking,['Schlicking (Walther)'],,Mar. '18,net
4500,"Schvan (August)—The Foundations of permanent peace. Cr. 8vo. 71 x 5, pp. 284, 5s. net RICHARDS, Mar. '18",Schvan,August,The Foundations of permanent peace,RICHARDS,5s.,8vo.,"Schvan (August)—The Foundations of permanent peace. Cr. 8vo. 71 x 5, pp. 284, 5s. net RICHARDS, Mar. '18",August Schvan,['Schvan (August)'],,Mar. '18,net
4511,"Scofield (C. 1.)--What do the Prophets say ? Cr. 8vo. 73 X 5, pp. 96, 28. 6d. net MARSHALL BROS., Oct. '18",Scofield,C. 1.,What do the Prophets say ?,MARSHALL BROS.,6d.,8vo.,"Scofield (C. 1.)--What do the Prophets say ? Cr. 8vo. 73 X 5, pp. 96, 28. 6d. net MARSHALL BROS., Oct. '18",C. 1. Scofield,['Scofield (C. 1.)'],,Oct. '18,net
4512,"Scot (A.)-Hill's Vest-pocket pronouncing dic- tionary of the English language. 12mo.pp. 412, 1s. 6d. net ....L. B. HILL, Sep. '18",Scot,A.,Hill's Vest-pocket pronouncing dic- tionary of the English language,L. B. HILL,1s. 6d.,12mo,"Scot (A.)-Hill's Vest-pocket pronouncing dic- tionary of the English language. 12mo.pp. 412, Is. 6d. net ....L. B. HILL, Sep. '18",A. Scot,['Scot (A.)'],,Sep. '18,net
4516,"Scott (Archibald B.)--The Pictish nation, its people and its church. Ryl. 8vo. 91 x7, pp. 585, 25s. net .FOULIS, Nov. '18",Scott,Archibald B.,"The Pictish nation, its people and its church",FOULIS,25s.,8vo.,"Scott (Archibald B.)--The Pictish nation, its people and its church. Ryl. 8vo. 91 x7, pp. 585, 255. net .FOULIS, Nov. '18",Archibald B. Scott,['Scott (Archibald B.)'],,Nov. '18,net
4517,"Scott (C. A. Dawson-) see Dawson-Scott. Scott (Charles A. Anderson)-Dominus Noster : a study in the progressive recognition of Jesus Christ Our Lord. Cr. 8vo. 7} X 5, pp. 241, 6s. net . . HEFFER, May '18",Scott,C. A. Dawson-,Dominus Noster : a study in the progressive recognition of Jesus Christ Our Lord,HEFFER,6s.,8vo.,"Scott (C. A. Dawson-) see Dawson-Scott. Scott (Charles A. Anderson)-Dominus Noster : a study in the progressive recognition of Jesus Christ Our Lord. Cr. 8vo. 7} X 5, pp. 241, 6s. net . . HEFFER, May '18",C. A. Dawson- Scott,"['Scott (C. A. Dawson-)', 'Scott (Charles A. Anderson)']",,May '18,net
4518,"Scott (Dison)-A Number of things. Cr. 8vo. 71 X41, pp. 196, 5s, net...... FOULIS, Jan. '18",Scott,Dison,A Number of things,FOULIS,5s.,8vo.,"Scott (Dison)-A Number of things. Cr. 8vo. 71 X41, pp. 196, 5s, net...... FOULIS, Jan. '18",Dison Scott,['Scott (Dison)'],,Jan. '18,net
4519,"Scott (E.)--A Short history of Australia. 2nd ed. Maps. Cr. 8vo. 7} X 5, pp 383, 38. 6d. VIILFORD, Feb. '18",Scott,E.,A Short history of Australia,VIILFORD,6d.,8vo.,"Scott (E.)--A Short history of Australia. 2nd ed. Maps. Cr. 8vo. 7} X 5, pp 383, 38. 6d. VIILFORD, Feb. '18",E. Scott,['Scott (E.)'],,Feb. '18,
4520,"Scott (James Brown) ed.—The Controversy over neutral rights between the United States and France, 1797-1800 : a collection of American state papers and judicial decisions. Ryl. 8vo. 10X7, pp. 518, 15s. net (Carnegie Endow. for Internat. Peace : Div. of Internat. Law) MILFORD, Sep. '18",Scott,James Brown,The Controversy over neutral rights between the United States and France,MILFORD,15s.,8vo.,"Scott (James Brown) ed.—The Controversy over neutral rights between the United States and France, 1797-1800 : a collection of American state papers and judicial decisions. Ryl. 8vo. 10X7, pp. 518, 155. net (Carnegie Endow. for Internat. Peace : Div. of Internat. Law) MILFORD, Sep. '18",James Brown Scott,['Scott (James Brown)'],ed.,Sep. '18,net
4521,"Scott (James Brown) ed.-The Declaration of Independence ; The Articles of Confederation ; The Constitution of the United States. With intro. note. Ryl. 8vo. 10 X7, pp. 114, 4s. 6d. net (Carnegie Endow. for Internat. Peace : Div. of Internat. Law) MILFORD, Sep. '18",Scott,James Brown,The Declaration of Independence ; The Articles of Confederation ; The Constitution of the United States,MILFORD,4s. 6d.,8vo.,"Scott (James Brown) ed.-The Declaration of Independence ; The Articles of Confederation ; The Constitution of the United States. With intro. note. Ryl. 8vo. 10 X7, pp. 114, 4s. 6d. net (Carnegie Endow. for Internat. Peace : Div. of Internat. Law) MILFORD, Sep. '18",James Brown Scott,['Scott (James Brown)'],ed.,Sep. '18,net
4522,"Scott (James Brown) ed.—The Hague Court Reports : comprising the awards, accompanied by syllabi, the agreements for arbitration, &c. Cr. 4to. 10 X 7, pp. 776, 15s. net (Carnegie Endow. for Internat. Peace : Div. of Internat. Law) MILFORD, Feb. '18",Scott,James Brown,"The Hague Court Reports : comprising the awards, accompanied by syllabi, the agreements for arbitration, &c",MILFORD,15s.,4to.,"Scott (James Brown) ed.—The Hague Court Reports : comprising the awards, accompanied by syllabi, the agreements for arbitration, &c. Cr. 4to. 10 X 7, pp. 776, 155. net (Carnegie Endow. for Internat. Peace : Div. of Internat. Law) MILFORD, Feb. '18",James Brown Scott,['Scott (James Brown)'],ed.,Feb. '18,net
4523,"Scott (James Brown) ed.-Instructions to the American delegates to the Hague Peace Con- ferences and their official reports. Cr. 4to. 10 X 7, pp. 144, 6s. 6d. net (Carnegie Endow. for Internat. Peace : Div. of Internat. Law) MILFORD, Feb. '18",Scott,James Brown,Instructions to the American delegates to the Hague Peace Con- ferences and their official reports,MILFORD,6s. 6d.,4to.,"Scott (James Brown) ed.-Instructions to the American delegates to the Hague Peace Con- ferences and their official reports. Cr. 4to. 10 X 7, pp. 144, 6s. 6d. net (Carnegie Endow. for Internat. Peace : Div. of Internat. Law) MILFORD, Feb. '18",James Brown Scott,['Scott (James Brown)'],ed.,Feb. '18,net
