,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
2536,"Findley (A. E.) and Wigginton (R.)-The Practical chemistry of coal and its products. 8vo. 8×5, pp. 144, 12s. 6d. net BENN BROS., Nov. '21",Findley,A. E.,The Practical chemistry of coal and its products,BENN BROS.,12s. 6d.,8vo.,"Findley (A. E.) and Wigginton (R.)-The Practical chemistry of coal and its products. 8vo. 8×5, pp. 144, 12s. 6d. net BENN BROS., Nov. '21",A. E. Findley,"['Findley (A. E.)', 'Wigginton (R.)']",,Nov. '21,net
2537,"Finer (Herman)-Foreign governments at work: an introductory study. Cr. 8vo. 71×4, pp. 84, swd. 2s. 6d. net (World of to-day ser.) MILFORD, Nov. '21",Finer,Herman,Foreign governments at work: an introductory study,MILFORD,2s. 6d.,8vo.,"Finer (Herman)-Foreign governments at work: an introductory study. Cr. 8vo. 71×4, pp. 84, swd. 2s. 6d. net (World of to-day ser.) MILFORD, Nov. '21",Herman Finer,['Finer (Herman)'],,Nov. '21,net
2539,"Finnemore (John)-A Boy scout with the Russians. Illus. by W. Rainey. New ed. Cr. 8vo. 7×51, pp. 392, 6s. net........CHAMBERS, Sep. '21",Finnemore,John,A Boy scout with the Russians,CHAMBERS,6s.,8vo.,"Finnemore (John)-A Boy scout with the Russians. Illus. by W. Rainey. New ed. Cr. 8vo. 7×51, pp. 392, 6s. net........CHAMBERS, Sep. '21",John Finnemore,['Finnemore (John)'],,Sep. '21,net
2540,"Finnemore (John)-Teddy Lester in the Fifth. Illus. by Percy Tarrant. Cr. 8vo. 7×51, pp. 336, 6s. net ...CHAMBERS, Oct. '21",Finnemore,John,Teddy Lester in the Fifth,CHAMBERS,6s.,8vo.,"Finnemore (John)-Teddy Lester in the Fifth. Illus. by Percy Tarrant. Cr. 8vo. 7×51, pp. 336, 6s. net ...CHAMBERS, Oct. '21",John Finnemore,['Finnemore (John)'],,Oct. '21,net
2544,"Flolle (J.) and Delmas (J.)-Surgical exposure of the deep-seated blood vessels. 8vo. pp. 87, 8s. 6d. net (Medical books) HEINEMANN, Nov. '21",Flolle,J.,Surgical exposure of the deep-seated blood vessels,HEINEMANN,8s. 6d.,8vo.,"Flolle (J.) and Delmas (J.)-Surgical exposure of the deep-seated blood vessels. 8vo. pp. 87, 8s. 6d. net (Medical books) HEINEMANN, Nov. '21",J. Flolle,"['Flolle (J.)', 'Delmas (J.)']",,Nov. '21,net
2545,"Firbank (Ronald)-Santal. 8vo. pp. 42, swd. 7s. 6d. net G. RICHARDS, Sep. '21",Firbank,Ronald,Santal,G. RICHARDS,7s. 6d.,8vo.,"Firbank (Ronald)-Santal. 8vo. pp. 42, swd. 7s. 6d. net G. RICHARDS, Sep. '21",Ronald Firbank,['Firbank (Ronald)'],,Sep. '21,net
2549,"Fischer (M. H.)-Oedema and nephritis. 8vo. 55s. net (WILEY) CHAPMAN, Apr. '21",Fischer,M. H.,Oedema and nephritis,CHAPMAN,55s.,8vo.,"Fischer (M. H.)-Oedema and nephritis. 8vo. 55s. net (WILEY) CHAPMAN, Apr. '21",M. H. Fischer,['Fischer (M. H.)'],,Apr. '21,net
2551,"Fish (Horace)-The Great way: a story of the joyful, the sorrowful, the glorious. Cr. 8vo. 7×5, pp. 451, 8s. 6d. net ..CASSELL, Apr. '21",Fish,Horace,"The Great way: a story of the joyful, the sorrowful, the glorious",CASSELL,8s. 6d.,8vo.,"Fish (Horace)-The Great way: a story of the joyful, the sorrowful, the glorious. Cr. 8vo. 7×5, pp. 451, 8s. 6d. net ..CASSELL, Apr. '21",Horace Fish,['Fish (Horace)'],,Apr. '21,net
2553,"Fisher (Hervey)-A Romantic man, and other tales. Cr. 8vo. 7× 41, pp. 278, 7s. 6d. net M. SECKER, Feb. '21",Fisher,Hervey,"A Romantic man, and other tales",M. SECKER,7s. 6d.,8vo.,"Fisher (Hervey)-A Romantic man, and other tales. Cr. 8vo. 7× 41, pp. 278, 7s. 6d. net M. SECKER, Feb. '21",Hervey Fisher,['Fisher (Hervey)'],,Feb. '21,net
2560,"Fitch (Albert P.)--Preaching and paganism. Cr. 8vo. 8s. 6d. net (Yale Univ. Pr.) MILFORD, Apr. '21",Fitch,Albert P.,Preaching and paganism,MILFORD,8s. 6d.,8vo.,"Fitch (Albert P.)--Preaching and paganism. Cr. 8vo. 8s. 6d. net (Yale Univ. Pr.) MILFORD, Apr. '21",Albert P. Fitch,['Fitch (Albert P.)'],,Apr. '21,net
2561,"Fitchett (W. H.)-Deeds that won the Empire: historic battle scenes. Cr. 8vo. 7× 44, pp. 336, 2s. 6d. net.. .MURRAY, May '21",Fitchett,W. H.,Deeds that won the Empire: historic battle scenes,MURRAY,2s. 6d.,8vo.,"Fitchett (W. H.)-Deeds that won the Empire: historic battle scenes. Cr. 8vo. 7× 44, pp. 336, 2s. 6d. net.. .MURRAY, May '21",W. H. Fitchett,['Fitchett (W. H.)'],,May '21,net
2562,"Fitzgerald (F. Scott)--This side of Paradise. Cr. 8vo. 7 X 5, pp. 292, 73. 6d. net COLLINS, May '21",Fitzgerald,F. Scott,This side of Paradise,COLLINS,6d.,8vo.,"Fitzgerald (F. Scott)--This side of Paradise. Cr. 8vo. 7 X 5, pp. 292, 73. 6d. net COLLINS, May '21",F. Scott Fitzgerald,['Fitzgerald (F. Scott)'],,May '21,net
2564,"Fitzmaurice-Kelly (James)-Fray Luis de Leon: a biographical fragment. 18mo. 7s. 6d. net MILFORD, Feb. '21",Fitzmaurice-Kelly,James,Fray Luis de Leon: a biographical fragment,MILFORD,7s. 6d.,18mo.,"Fitzmaurice-Kelly (James)-Fray Luis de Leon: a biographical fragment. 18mo. 7s. 6d. net MILFORD, Feb. '21",James Fitzmaurice-Kelly,['Fitzmaurice-Kelly (James)'],,Feb. '21,net
2566,"Fitzpatrick (James) and Haydon (T. E.)-The Secretary's manual on the law and practice of joint stock companies: with forms and pre- cedents. 17th ed. 8vo. 8×5, pp. 451, 7s. 6d net JORDAN, Dec. '21",Fitzpatrick,James,The Secretary's manual on the law and practice of joint stock companies: with forms and pre- cedents,JORDAN,7s. 6d,8vo.,"Fitzpatrick (James) and Haydon (T. E.)-The Secretary's manual on the law and practice of joint stock companies: with forms and pre- cedents. 17th ed. 8vo. 8×5, pp. 451, 7s. 6d net JORDAN, Dec. '21",James Fitzpatrick,"['Fitzpatrick (James)', 'Haydon (T. E.)']",,Dec. '21,net
2568,"Fitzroy (Almeric, Sir)-Henry, Duke of Grafton, 1663-1690. 8vo. 91× 6, pp. 110, 12s. 6d. net CHRISTOPHERS, June '21",Fitzroy,"Almeric, Sir","Henry, Duke of Grafton",CHRISTOPHERS,12s. 6d.,8vo.,"Fitzroy (Almeric, Sir)-Henry, Duke of Grafton, 1663-1690. 8vo. 91× 6, pp. 110, 12s. 6d. net CHRISTOPHERS, June '21","Almeric, Sir Fitzroy","['Fitzroy (Almeric, Sir)']",,June '21,net
2569,"Fitzsimons (F. W.)—The Snakes of South Africa: their venom and the treatment of snake bite. 8vo. 9 × 5, pp. 550, 35s. net T. MASKEW MILLER, June '21",Fitzsimons,F. W.,The Snakes of South Africa: their venom and the treatment of snake bite,T. MASKEW MILLER,35s.,8vo.,"Fitzsimons (F. W.)—The Snakes of South Africa: their venom and the treatment of snake bite. 8vo. 9 × 5, pp. 550, 35s. net T. MASKEW MILLER, June '21",F. W. Fitzsimons,['Fitzsimons (F. W.)'],,June '21,net
2570,"Fitzwilliams (Duncan C. L.)-A Pocket surgery. Cr. 8vo. 7×5, pp. 348, Ios. 6d. net E. ARNOLD, Sep. '21",Fitzwilliams,Duncan C. L.,A Pocket surgery,E. ARNOLD,6d.,8vo.,"Fitzwilliams (Duncan C. L.)-A Pocket surgery. Cr. 8vo. 7×5, pp. 348, Ios. 6d. net E. ARNOLD, Sep. '21",Duncan C. L. Fitzwilliams,['Fitzwilliams (Duncan C. L.)'],,Sep. '21,net
2571,"Flatau (Dorota)-Bait: a novel. Ch. ed. 18mo. 6×4, pp. 284, 2s. net HUTCHINSON, Apr. '21",Flatau,Dorota,Bait: a novel,HUTCHINSON,2s.,18mo.,"Flatau (Dorota)-Bait: a novel. Ch. ed. 18mo. 6×4, pp. 284, 2s. net HUTCHINSON, Apr. '21",Dorota Flatau,['Flatau (Dorota)'],,Apr. '21,net
2572,"Flatau (Dorota)-Joab the lover. Cr. 8vo. 7X5 pp. 287, 8s. 6d. net ..HUTCHINSON, Aug. '21",Flatau,Dorota,Joab the lover,HUTCHINSON,8s. 6d.,8vo.,"Flatau (Dorota)-Joab the lover. Cr. 8vo. 7X5 pp. 287, 8s. 6d. net ..HUTCHINSON, Aug. '21",Dorota Flatau,['Flatau (Dorota)'],,Aug. '21,net
2573,"Flaube (Gustave)-L'Education sentimentale : histoire d'un jeune homme. Cheap ed. 18mo. 6×4, pp. 572, 2s. 6d. net.. NELSON, Nov. '21",Flaube,Gustave,L'Education sentimentale : histoire d'un jeune homme,NELSON,2s. 6d.,18mo.,"Flaube (Gustave)-L'Education sentimentale : histoire d'un jeune homme. Cheap ed. 18mo. 6×4, pp. 572, 2s. 6d. net.. NELSON, Nov. '21",Gustave Flaube,['Flaube (Gustave)'],,Nov. '21,net
2574,"Flaubert (Gustave)-Madame Bovary. Trans. from the French by Eleanor Marx-Aveling. 8vo. 8 × 5, pp. 441, 12s. 6d. net J. CAPE, June '21",Flaubert,Gustave,Madame Bovary,J. CAPE,12s. 6d.,8vo.,"Flaubert (Gustave)-Madame Bovary. Trans. from the French by Eleanor Marx-Aveling. 8vo. 8 × 5, pp. 441, 12s. 6d. net J. CAPE, June '21",Gustave Flaubert,['Flaubert (Gustave)'],,June '21,net
2577,"Fleming (Daniel J.)-Schools with a message in India. Cr. 8vo. 6s. net; swd. 3s. 6d. net MILFORD, Apr. '21",Fleming,Daniel J.,Schools with a message in India,MILFORD,3s. 6d.,8vo.,"Fleming (Daniel J.)-Schools with a message in India. Cr. 8vo. 6s. net; swd. 3s. 6d. net MILFORD, Apr. '21",Daniel J. Fleming,['Fleming (Daniel J.)'],,Apr. '21,net
2578,"Fleming (J. A.)-Fifty years of electricity: the memories of an electrical engineer. Ryl. 8vo. 10 X 71, pp. 382, 30s. net WIRELESS PR., Oct. '21",Fleming,J. A.,Fifty years of electricity: the memories of an electrical engineer,WIRELESS PR.,30s.,8vo.,"Fleming (J. A.)-Fifty years of electricity: the memories of an electrical engineer. Ryl. 8vo. 10 X 71, pp. 382, 30s. net WIRELESS PR., Oct. '21",J. A. Fleming,['Fleming (J. A.)'],,Oct. '21,net
2579,"Fleming (J. Dick)-Redemption: the Christian doctrine set in the light of history. Cr. 8vo. 7×5, pp. 317, 8s. 6d. net HODDER & S., Dec. '21",Fleming,J. Dick,Redemption: the Christian doctrine set in the light of history,HODDER & S.,8s. 6d.,8vo.,"Fleming (J. Dick)-Redemption: the Christian doctrine set in the light of history. Cr. 8vo. 7×5, pp. 317, 8s. 6d. net HODDER & S., Dec. '21",J. Dick Fleming,['Fleming (J. Dick)'],,Dec. '21,net
2580,"Flemming (Jessie H.)-England under the Lancastrians. Pref. by A. F. Pollard. 8vo. 8×51, pp. 323, 12s. 6d. net LONGMANS, Nov. '21",Flemming,Jessie H.,England under the Lancastrians,LONGMANS,12s. 6d.,8vo.,"Flemming (Jessie H.)-England under the Lancastrians. Pref. by A. F. Pollard. 8vo. 8×51, pp. 323, 12s. 6d. net LONGMANS, Nov. '21",Jessie H. Flemming,['Flemming (Jessie H.)'],,Nov. '21,net
2581,"Fletcher (Banister, Sir)-A History of architecture on the comparative method: for students, craftsmen, and amateurs. 6th ed., rewritten and enl. Illus. 8vo. 9 × 5, pp. 966, 42s. net BATSFORD, Dec. '21",Fletcher,"Banister, Sir","A History of architecture on the comparative method: for students, craftsmen, and amateurs",BATSFORD,42s.,8vo.,"Fletcher (Banister, Sir)-A History of architecture on the comparative method: for students, craftsmen, and amateurs. 6th ed., rewritten and enl. Illus. 8vo. 9 × 5, pp. 966, 42s. net BATSFORD, Dec. '21","Banister, Sir Fletcher","['Fletcher (Banister, Sir)']",,Dec. '21,net
2582,"Fletcher (Banister, Sir, and H. Phillips)-Archi- tectural hygiene: sanitary science as applied to buildings. 5th ed., rev. Cr. 8vo. 7×4, pp. 284, 10s. 6d. net .PITMAN, Oct. '21",Fletcher,"Banister, Sir,",Archi- tectural hygiene: sanitary science as applied to buildings,PITMAN,10s. 6d.,8vo.,"Fletcher (Banister, Sir, and H. Phillips)-Archi- tectural hygiene: sanitary science as applied to buildings. 5th ed., rev. Cr. 8vo. 7×4, pp. 284, 10s. 6d. net .PITMAN, Oct. '21","Banister, Sir, Fletcher","['Fletcher (Banister, Sir,)', 'Fletcher (H. Phillips)']",,Oct. '21,net
2583,"Fletcher (Campbell)-Extendency. Cr. 8vo. pp. 56, swd. 2s. 6d. net.... E. MACDONALD, Nov. '21",Fletcher,Campbell,Extendency,E. MACDONALD,2s. 6d.,8vo.,"Fletcher (Campbell)-Extendency. Cr. 8vo. pp. 56, swd. 2s. 6d. net.... E. MACDONALD, Nov. '21",Campbell Fletcher,['Fletcher (Campbell)'],,Nov. '21,net
2584,"Fletcher (F. J.)-Market nursery work: six books on the cultivation of crops for market. Vol. I, Glasshouses and the propagation of plants; vol. 2, Special glasshouse crops. 8vo. 84×51, pp. 74 74. ea. 4s. 6d. net (Market nursery work ser.)... .BENN BROS., Nov. '21",Fletcher,F. J.,Market nursery work: six books on the cultivation of crops for market,BENN BROS.,4s. 6d.,8vo.,"Fletcher (F. J.)-Market nursery work: six books on the cultivation of crops for market. Vol. I, Glasshouses and the propagation of plants; vol. 2, Special glasshouse crops. 8vo. 84×51, pp. 74 74. ea. 4s. 6d. net (Market nursery work ser.)... .BENN BROS., Nov. '21",F. J. Fletcher,['Fletcher (F. J.)'],,Nov. '21,net
2585,"Fletcher (G. K.)-The Electric lighting of shop windows: a simple guide for shopkeepers and window-dressers. 8vo. 81 × 51, pp. 38, swd. 5s. net BENN BROS., Aug. '21",Fletcher,G. K.,The Electric lighting of shop windows: a simple guide for shopkeepers and window-dressers,BENN BROS.,5s.,8vo.,"Fletcher (G. K.)-The Electric lighting of shop windows: a simple guide for shopkeepers and window-dressers. 8vo. 81 × 51, pp. 38, swd. 5s. net BENN BROS., Aug. '21",G. K. Fletcher,['Fletcher (G. K.)'],,Aug. '21,net
2586,"Fletcher (George) ed.-Munster. Illus. Cr. 8vo. 7×5, pp. 187, 6s. 6d. net (Provinces of Ireland) CAMB. UNIV. PR., Dec. '21",Fletcher,George,Munster,CAMB. UNIV. PR.,6s. 6d.,8vo.,"Fletcher (George) ed.-Munster. Illus. Cr. 8vo. 7×5, pp. 187, 6s. 6d. net (Provinces of Ireland) CAMB. UNIV. PR., Dec. '21",George Fletcher,['Fletcher (George)'],ed.,Dec. '21,net
2587,"Fletcher (George) ed.-Ulster. Illus. Cr. 8vo. 7×3, pp. 186, 6s. 6d. net (Provinces of Ireland) CAMB. UNIV. PR., Dec. '21",Fletcher,George,Ulster,CAMB. UNIV. PR.,6s. 6d.,8vo.,"Fletcher (George) ed.-Ulster. Illus. Cr. 8vo. 7×3, pp. 186, 6s. 6d. net (Provinces of Ireland) CAMB. UNIV. PR., Dec. '21",George Fletcher,['Fletcher (George)'],ed.,Dec. '21,net
2588,"Fletcher (J. G.) ed.-American and British verse from the Yale Review. Cr. 8vo. swd. 5s. 6d. net (YALE UNIV. PR.) MILFORD, May '21",Fletcher,J. G.,American and British verse from the Yale Review,MILFORD,5s. 6d.,8vo.,"Fletcher (J. G.) ed.-American and British verse from the Yale Review. Cr. 8vo. swd. 5s. 6d. net (YALE UNIV. PR.) MILFORD, May '21",J. G. Fletcher,['Fletcher (J. G.)'],ed.,May '21,net
2589,"Fletcher (J. S.)-The Bartenstein case. Ch. ed. 18mo. 6×4, pp. 254, 2s. net ...... J. LONG, Mar. '21",Fletcher,J. S.,The Bartenstein case,J. LONG,2s.,18mo.,"Fletcher (J. S.)-The Bartenstein case. Ch. ed. 18mo. 6×4, pp. 254, 2s. net ...... J. LONG, Mar. '21",J. S. Fletcher,['Fletcher (J. S.)'],,Mar. '21,net
2590,"Fletcher (J. S.)-The Lost Mr. Linthwaite. Ch. ed. Cr. 8vo. 7×41, pp. 250, 2s. net HODDER & S., Feb. '21",Fletcher,J. S.,The Lost Mr,HODDER & S.,2s.,8vo.,"Fletcher (J. S.)-The Lost Mr. Linthwaite. Ch. ed. Cr. 8vo. 7×41, pp. 250, 2s. net HODDER & S., Feb. '21",J. S. Fletcher,['Fletcher (J. S.)'],,Feb. '21,net
2591,"Fletcher (J. S.)-The Markenmore mystery. Cr. 8vo. 7×5, pp. 311, 7s. 6d. net H. JENKINS, Nov. '21",Fletcher,J. S.,The Markenmore mystery,H. JENKINS,7s. 6d.,8vo.,"Fletcher (J. S.)-The Markenmore mystery. Cr. 8vo. 7×5, pp. 311, 7s. 6d. net H. JENKINS, Nov. '21",J. S. Fletcher,['Fletcher (J. S.)'],,Nov. '21,net
2592,"Fletcher (J. S.)-The Root of all evil. Cr. 8vo. 7×5, pp. 312, 8s. 6d. net HODDER & S., Mar. '21",Fletcher,J. S.,The Root of all evil,HODDER & S.,8s. 6d.,8vo.,"Fletcher (J. S.)-The Root of all evil. Cr. 8vo. 7×5, pp. 312, 8s. 6d. net HODDER & S., Mar. '21",J. S. Fletcher,['Fletcher (J. S.)'],,Mar. '21,net
2593,"Fletcher (J. S.)-Scarhaven Keep. Ch. ed. Cr. 8vo. 7×5, pp. 319, 3s. 6d. net WARD, LOCK, Dec. '21",Fletcher,J. S.,Scarhaven Keep,"WARD, LOCK",3s. 6d.,8vo.,"Fletcher (J. S.)-Scarhaven Keep. Ch. ed. Cr. 8vo. 7×5, pp. 319, 3s. 6d. net WARD, LOCK, Dec. '21",J. S. Fletcher,['Fletcher (J. S.)'],,Dec. '21,net
2595,"Fletcher (J. S.)-The Valley of headstrong men. Ch. ed. Cr. 8vo. 7×41, pp. 254, 2s. net HODDER & S., Mar. '21",Fletcher,J. S.,The Valley of headstrong men,HODDER & S.,2s.,8vo.,"Fletcher (J. S.)-The Valley of headstrong men. Ch. ed. Cr. 8vo. 7×41, pp. 254, 2s. net HODDER & S., Mar. '21",J. S. Fletcher,['Fletcher (J. S.)'],,Mar. '21,net
2596,"Fletcher (J. S.)-Wrychester Paradise. Cr. 8vo. 7×5, pp. 316, 7s. net WARD, LOCK, Jan. '21",Fletcher,J. S.,Wrychester Paradise,"WARD, LOCK",7s.,8vo.,"Fletcher (J. S.)-Wrychester Paradise. Cr. 8vo. 7×5, pp. 316, 7s. net WARD, LOCK, Jan. '21",J. S. Fletcher,['Fletcher (J. S.)'],,Jan. '21,net
2597,"Fletcher (J. S.)-Yorkshiremen of the Restoration. 8vo. 8×51, pp. 253, 10s. 6d. net ALLEN & U., Oct. '21",Fletcher,J. S.,Yorkshiremen of the Restoration,ALLEN & U.,10s. 6d.,8vo.,"Fletcher (J. S.)-Yorkshiremen of the Restoration. 8vo. 8×51, pp. 253, 10s. 6d. net ALLEN & U., Oct. '21",J. S. Fletcher,['Fletcher (J. S.)'],,Oct. '21,net
2598,"Fletcher (John Gould)-Breakers and granite. Cr. 8vo. pp. 163, bds. 9s. net MACMILLAN, July '21",Fletcher,John Gould,Breakers and granite,MACMILLAN,9s.,8vo.,"Fletcher (John Gould)-Breakers and granite. Cr. 8vo. pp. 163, bds. 9s. net MACMILLAN, July '21",John Gould Fletcher,['Fletcher (John Gould)'],,July '21,net
2599,"Fletcher (Meredith)-The Pretenders. 18mo. 6×41, pp. 333 (Boy's pocket lib.) 2s. net; (Laurel lib.; boys) limp, 1s. 3d. net MILFORD, Oct. '21",Fletcher,Meredith,The Pretenders,MILFORD,1s. 3d.,18mo.,"Fletcher (Meredith)-The Pretenders. 18mo. 6×41, pp. 333 (Boy's pocket lib.) 2s. net; (Laurel lib.; boys) limp, Is. 3d. net MILFORD, Oct. '21",Meredith Fletcher,['Fletcher (Meredith)'],,Oct. '21,net
2600,"Fletcher (R. A.)-How to enter the Mercantile Marine. 2nd ed. Cr. 8vo. 71×41, pp. 112, 3s. 6d. net ..PITMAN, Aug. '21",Fletcher,R. A.,How to enter the Mercantile Marine,PITMAN,3s. 6d.,8vo.,"Fletcher (R. A.)-How to enter the Mercantile Marine. 2nd ed. Cr. 8vo. 71×41, pp. 112, 3s. 6d. net ..PITMAN, Aug. '21",R. A. Fletcher,['Fletcher (R. A.)'],,Aug. '21,net
2601,"Fleure (H. J.)-The Treaty settlement of Europe; some geographic and ethnographic aspects. Cr. 8vo. 71x4, pp. 83, swd. 2s. 6d. net (The World of to-day ser.). .MILFORD, June '21",Fleure,H. J.,The Treaty settlement of Europe; some geographic and ethnographic aspects,MILFORD,2s. 6d.,8vo.,"Fleure (H. J.)-The Treaty settlement of Europe; some geographic and ethnographic aspects. Cr. 8vo. 71x4, pp. 83, swd. 2s. 6d. net (The World of to-day ser.). .MILFORD, June '21",H. J. Fleure,['Fleure (H. J.)'],,June '21,net
2603,"Flint (H. L.)-The Heart: old and new views. Illus. 8vo. 8 × 51, pp. 189, 15s. net LEWIS, May '21",Flint,H. L.,The Heart: old and new views,LEWIS,15s.,8vo.,"Flint (H. L.)-The Heart: old and new views. Illus. 8vo. 8 × 51, pp. 189, 15s. net LEWIS, May '21",H. L. Flint,['Flint (H. L.)'],,May '21,net
2606,"Florian (A. R.)-Introduction to French prose composition. Cr. 8vo. 7×4, pp. 176, 3s. RIVINGTONS, Aug. '21",Florian,A. R.,Introduction to French prose composition,RIVINGTONS,3s.,8vo.,"Florian (A. R.)-Introduction to French prose composition. Cr. 8vo. 7×4, pp. 176, 3s. RIVINGTONS, Aug. '21",A. R. Florian,['Florian (A. R.)'],,Aug. '21,
2608,"Floyd (Anna)-The Rough road to the stars : Per Ardua ad Astra. Ch. ed. Cr. 8vo. 7×5, pp. 247, 3s. 6d. net T. W. LAURIE, Feb. '21",Floyd,Anna,The Rough road to the stars : Per Ardua ad Astra,T. W. LAURIE,3s. 6d.,8vo.,"Floyd (Anna)-The Rough road to the stars : Per Ardua ad Astra. Ch. ed. Cr. 8vo. 7×5, pp. 247, 3s. 6d. net T. W. LAURIE, Feb. '21",Anna Floyd,['Floyd (Anna)'],,Feb. '21,net
2611,"Foligno (Cesare)-Dante: the poet. Roy. 8vo. pp. 18, swd. 1s. 6d. net.. .MILFORD, Aug. '21",Foligno,Cesare,Dante: the poet,MILFORD,1s. 6d.,8vo.,"Foligno (Cesare)-Dante: the poet. Roy. 8vo. pp. 18, swd. Is. 6d. net.. .MILFORD, Aug. '21",Cesare Foligno,['Foligno (Cesare)'],,Aug. '21,net
2612,"Folio (Felix)-Helicon Hill. 18mo. 6×4, pp. 48, 2s. 6d. net ......SELWYN & B., Mar. 21",Folio,Felix,Helicon Hill,SELWYN & B.,2s. 6d.,18mo.,"Folio (Felix)-Helicon Hill. 18mo. 6×4, pp. 48, 2s. 6d. net ......SELWYN & B., Mar. 21",Felix Folio,['Folio (Felix)'],,Mar. 21,net
2615,"Foltzer (Joseph)—Artificial silk and its manufac- ture. Trans. from the French by T. Wood- house. Cr. 8vo. 71 × 51, pp. 255, 21s. net PITMAN, Mar. '21",Foltzer,Joseph,Artificial silk and its manufac- ture,PITMAN,21s.,8vo.,"Foltzer (Joseph)—Artificial silk and its manufac- ture. Trans. from the French by T. Wood- house. Cr. 8vo. 71 × 51, pp. 255, 21s. net PITMAN, Mar. '21",Joseph Foltzer,['Foltzer (Joseph)'],,Mar. '21,net
2617,"Footner (Hulbert)-On Swan River. Ch. ed. Cr. 8vo. 7×41, pp. 252, 2s. net HODDER & S., Mar. '21",Footner,Hulbert,On Swan River,HODDER & S.,2s.,8vo.,"Footner (Hulbert)-On Swan River. Ch. ed. Cr. 8vo. 7×41, pp. 252, 2s. net HODDER & S., Mar. '21",Hulbert Footner,['Footner (Hulbert)'],,Mar. '21,net
2621,"Forbes (Allan)-Towns of New England and Old England, Ireland and Scotland. Pts. 1 & 2. Ryl. 8vo. 10×71, 2 vols., 75s. net PUTNAM, Nov. '21",Forbes,Allan,"Towns of New England and Old England, Ireland and Scotland",PUTNAM,75s.,8vo.,"Forbes (Allan)-Towns of New England and Old England, Ireland and Scotland. Pts. 1 & 2. Ryl. 8vo. 10×71, 2 vols., 75s. net PUTNAM, Nov. '21",Allan Forbes,['Forbes (Allan)'],,Nov. '21,net
2622,"Forbes (Lady Angela)-Memories and base details. 8vo. 91×6, pp. 321, 24s. net HUTCHINSON, Nov. '21",Forbes,Lady Angela,Memories and base details,HUTCHINSON,24s.,8vo.,"Forbes (Lady Angela)-Memories and base details. 8vo. 91×6, pp. 321, 24s. net HUTCHINSON, Nov. '21",Lady Angela Forbes,['Forbes (Lady Angela)'],,Nov. '21,net
2624,"Forbes (James)-Famous Mrs. Fair, and other plays. 8vo. clo. bk. 8s. 6d. net HODDER & S., Mar. '21",Forbes,James,Famous Mrs,HODDER & S.,8s. 6d.,8vo.,"Forbes (James)-Famous Mrs. Fair, and other plays. 8vo. clo. bk. 8s. 6d. net HODDER & S., Mar. '21",James Forbes,['Forbes (James)'],,Mar. '21,net
2625,"Forbes (Rosita)-The Secret of the Sahara : Kufara. Ryl. 8vo. 91× 61, pp. 350, 25s. net CASSELL, July '21",Forbes,Rosita,The Secret of the Sahara : Kufara,CASSELL,25s.,8vo.,"Forbes (Rosita)-The Secret of the Sahara : Kufara. Ryl. 8vo. 91× 61, pp. 350, 25s. net CASSELL, July '21",Rosita Forbes,['Forbes (Rosita)'],,July '21,net
2627,"Forbush (William Byron)-Guide book to child- hood. Cr. 8vo. 7×5, pp. 557, Ios. 6d. net HUTCHINSON, Apr. '21",Forbush,William Byron,Guide book to child- hood,HUTCHINSON,6d.,8vo.,"Forbush (William Byron)-Guide book to child- hood. Cr. 8vo. 7×5, pp. 557, Ios. 6d. net HUTCHINSON, Apr. '21",William Byron Forbush,['Forbush (William Byron)'],,Apr. '21,net
2628,"With Ford (H. J.) illus. SS. Peter and Paul. notes on the pictures by W. K. Lowther Clarke. Ryl. 8vo. 10 × 71, pp. 62, 3s. 6d. net S.P.C.K., Sep. '21",With Ford,H. J.,SS,S.P.C.K.,3s. 6d.,8vo.,"With Ford (H. J.) illus. SS. Peter and Paul. notes on the pictures by W. K. Lowther Clarke. Ryl. 8vo. 10 × 71, pp. 62, 3s. 6d. net S.P.C.K., Sep. '21",H. J. With Ford,['With Ford (H. J.)'],,Sep. '21,net
2629,"Ford (J. D. M.)-Main currents of Spanish litera- ture. 8vo. 8 × 51, pp. 284, 15s. net CONSTABLE, Feb. '21",Ford,J. D. M.,Main currents of Spanish litera- ture,CONSTABLE,15s.,8vo.,"Ford (J. D. M.)-Main currents of Spanish litera- ture. 8vo. 8 × 51, pp. 284, 15s. net CONSTABLE, Feb. '21",J. D. M. Ford,['Ford (J. D. M.)'],,Feb. '21,net
2630,"Ford (Robert)-Thistledown: a book of Scotch humour, character, folk-lore, story and anec. dote. New and enl. ed. Illus. Cr. 8vo. 7×5, pp. 412, 2s. 6d. net A. GARDNER, Dec. '21",Ford,Robert,"Thistledown: a book of Scotch humour, character, folk-lore, story and anec",A. GARDNER,2s. 6d.,8vo.,"Ford (Robert)-Thistledown: a book of Scotch humour, character, folk-lore, story and anec. dote. New and enl. ed. Illus. Cr. 8vo. 7×5, pp. 412, 2s. 6d. net A. GARDNER, Dec. '21",Robert Ford,['Ford (Robert)'],,Dec. '21,net
