,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
4914,"Prescott (W. H.)-Works and Life. 22 vols. Edit. by W. H. Munro. Montezuma edit. 8vo. ea. 12s. 6d. net; ditto on Arnold hand-made paper, ea. 30s. net ..........LIPPINCOTT, Apr. 05",Prescott,W. H.,Works and Life,LIPPINCOTT,30s.,8vo.,"Prescott (W. H.)-Works and Life. 22 vols. Edit. by W. H. Munro. Montezuma edit. 8vo. ea. 12s. 6d. net; ditto on Arnold hand-made paper, ea. 30s. net ..........LIPPINCOTT, Apr. 05",W. H. Prescott,['Prescott (W. H.)'],,Apr. 05,net
4918,"Price (Eleanor C.)-In Slippery Places. Cr. 8vo. 74 × 43, pp. 182, 1s. 6d.............MOWBRAY, Oct. 05",Price,Eleanor C.,In Slippery Places,MOWBRAY,1s. 6d.,8vo.,"Price (Eleanor C.)-In Slippery Places. Cr. 8vo. 74 × 43, pp. 182, 1s. 6d.............MOWBRAY, Oct. 05",Eleanor C. Price,['Price (Eleanor C.)'],,Oct. 05,
4919,"Prichard (K. and H.)-Chronicles of Q. 8vo. swd. 6d. ....PEARSON, June 05",Prichard,K.,Chronicles of Q,PEARSON,6d.,8vo.,"Prichard (K. and H.)-Chronicles of Q. 8vo. swd. 6d. ....PEARSON, June 05",K. Prichard,"['Prichard (K.)', 'Prichard (H.)']",,June 05,
4922,"Prince (John Dyneley) Materials for a Su- merian Lexicon, with Grammatical Introduction. Part 1, containing letters A-E. 4to. pp. 144 (xxxvi. Seiten und 109 in Autographie.) [Assy- riologische Bibliothek hrsg. v. Friedr. Delitzsch u. Paul Haupt, Band xix., Heft 1]. 25s. net (Leipzig, Hinrichs) PROBSTHAIN, Dec. 05",Prince,John Dyneley,"Materials for a Su- merian Lexicon, with Grammatical Introduction",PROBSTHAIN,25s.,4to.,"Prince (John Dyneley) Materials for a Su- merian Lexicon, with Grammatical Introduction. Part 1, containing letters A-E. 4to. pp. 144 (xxxvi. Seiten und 109 in Autographie.) [Assy- riologische Bibliothek hrsg. v. Friedr. Delitzsch u. Paul Haupt, Band xix., Heft 1]. 25s. net (Leipzig, Hinrichs) PROBSTHAIN, Dec. 05",John Dyneley Prince,['Prince (John Dyneley)'],,Dec. 05,net
4923,"Pringle (Miss A. L.)-Study in Nursing. 12mo. limp, 1s. net...... MACMILLAN, Nov. 05",Pringle,Miss A. L.,Study in Nursing,MACMILLAN,1s.,12mo.,"Pringle (Miss A. L.)-Study in Nursing. 12mo. limp, 1s. net...... MACMILLAN, Nov. 05",Miss A. L. Pringle,['Pringle (Miss A. L.)'],,Nov. 05,net
4924,"Prior (C. E.)-French Exercises. Adapted for Examinations for which candidates are prepared at Public and Private Schools. Cr. 8vo. 74 × 47, pp. 256, 4s. 6d. ....RIVINGTONS, Oct. 05",Prior,C. E.,French Exercises,RIVINGTONS,4s. 6d.,8vo.,"Prior (C. E.)-French Exercises. Adapted for Examinations for which candidates are prepared at Public and Private Schools. Cr. 8vo. 74 × 47, pp. 256, 4s. 6d. ....RIVINGTONS, Oct. 05",C. E. Prior,['Prior (C. E.)'],,Oct. 05,
4932,"Pritchett (R. T.)-Pen and Pencil Sketches of Shipping and Craft all round the World. 8vo. 8 x 53, pp. 222, 3s. 6d. E. ARNOLD, Oct. 05",Pritchett,R. T.,Pen and Pencil Sketches of Shipping and Craft all round the World,E. ARNOLD,3s. 6d.,8vo.,"Pritchett (R. T.)-Pen and Pencil Sketches of Shipping and Craft all round the World. 8vo. 8 x 53, pp. 222, 3s. 6d. E. ARNOLD, Oct. 05",R. T. Pritchett,['Pritchett (R. T.)'],,Oct. 05,
4933,"Procter (Adelaide Anne)-Legends and Lyrics. With a Chaplet of Verses. 12mo. 64 × 33, pp. 306, 1s. net; lthr. 2s. net (Muses' Lib.) ROUTLEDGE, Mar. 05",Procter,Adelaide Anne,Legends and Lyrics,ROUTLEDGE,2s.,12mo.,"Procter (Adelaide Anne)-Legends and Lyrics. With a Chaplet of Verses. 12mo. 64 × 33, pp. 306, 1s. net; lthr. 2s. net (Muses' Lib.) ROUTLEDGE, Mar. 05",Adelaide Anne Procter,['Procter (Adelaide Anne)'],,Mar. 05,net
4934,"Proctor (R. A.)-Easy Star Lessons. New edit. Illus. Cr. 8vo. 7 × 43, pp. 230, 3s. 6d. CHATTO, Feb. 05",Proctor,R. A.,Easy Star Lessons,CHATTO,3s. 6d.,8vo.,"Proctor (R. A.)-Easy Star Lessons. New edit. Illus. Cr. 8vo. 7 × 43, pp. 230, 3s. 6d. CHATTO, Feb. 05",R. A. Proctor,['Proctor (R. A.)'],,Feb. 05,
4935,"Proctor (R. A.)-Familiar Science Studies. New edit. Cr. 8vo. 7 × 43, pp. 430, 3s. 6d. CHATTO, Feb. 05",Proctor,R. A.,Familiar Science Studies,CHATTO,3s. 6d.,8vo.,"Proctor (R. A.)-Familiar Science Studies. New edit. Cr. 8vo. 7 × 43, pp. 430, 3s. 6d. CHATTO, Feb. 05",R. A. Proctor,['Proctor (R. A.)'],,Feb. 05,
4936,"Proctor (R. A.)-Flower of the Sky. New edit. 55 Illus. cr. 8vo. 73 × 43, pp. 302, 3s. 6d. CHATTO, Feb. 05",Proctor,R. A.,Flower of the Sky,CHATTO,3s. 6d.,8vo.,"Proctor (R. A.)-Flower of the Sky. New edit. 55 Illus. cr. 8vo. 73 × 43, pp. 302, 3s. 6d. CHATTO, Feb. 05",R. A. Proctor,['Proctor (R. A.)'],,Feb. 05,
4937,"Proctor (R. A.)-Mysteries of Time and Space. New edit., 24 Illus. Cr. 8vo. 7 × 43, pp. 426, 3s. 6d....... .......CHATTO, Feb. 05",Proctor,R. A.,Mysteries of Time and Space,CHATTO,3s. 6d.,8vo.,"Proctor (R. A.)-Mysteries of Time and Space. New edit., 24 Illus. Cr. 8vo. 7 × 43, pp. 426, 3s. 6d....... .......CHATTO, Feb. 05",R. A. Proctor,['Proctor (R. A.)'],,Feb. 05,
4940,"Pryce (R.)-The Successor. 8vo. swd. 6d. HUTCHINSON, Apr. 05",Pryce,R.,The Successor,HUTCHINSON,6d.,8vo.,"Pryce (R.)-The Successor. 8vo. swd. 6d. HUTCHINSON, Apr. 05",R. Pryce,['Pryce (R.)'],,Apr. 05,
4941,"Pryce (R.)-Time and the Woman. Ch. issue. Cr. 8vo. 74 × 43, pp. 804, 1s. net METHUEN, July 05",Pryce,R.,Time and the Woman,METHUEN,1s.,8vo.,"Pryce (R.)-Time and the Woman. Ch. issue. Cr. 8vo. 74 × 43, pp. 804, 1s. net METHUEN, July 05",R. Pryce,['Pryce (R.)'],,July 05,net
4957,"Pullan (L.)—Church of the Fathers. Outline of History of Church from A.D. 98 to A.D. 461 (Church Universal, Vol. 2). Cr. 8vo. 72 × 43, pp. 460, 5s. net .RIVINGTONS, Feb. 05",Pullan,L.,Church of the Fathers,RIVINGTONS,5s.,8vo.,"Pullan (L.)—Church of the Fathers. Outline of History of Church from A.D. 98 to A.D. 461 (Church Universal, Vol. 2). Cr. 8vo. 72 × 43, pp. 460, 5s. net .RIVINGTONS, Feb. 05",L. Pullan,['Pullan (L.)'],,Feb. 05,net
4964,"Punshon (E. R.)-Constance West. Novel. Cr. 8vo. 7×5, pp. 810, 6s. ...... ......LANE, Mar. 05",Punshon,E. R.,Constance West,LANE,6s.,8vo.,"Punshon (E. R.)-Constance West. Novel. Cr. 8vo. 7×5, pp. 810, 6s. ...... ......LANE, Mar. 05",E. R. Punshon,['Punshon (E. R.)'],,Mar. 05,
4967,"Purchase (E. J.)-Pathway of the Tempted. Cr. 8vo. 7 x 4, pp. 208, 38. 6d. SKEFFINGTON, Jan. 05",Purchase,E. J.,Pathway of the Tempted,SKEFFINGTON,6d.,8vo.,"Purchase (E. J.)-Pathway of the Tempted. Cr. 8vo. 7 x 4, pp. 208, 38. 6d. SKEFFINGTON, Jan. 05",E. J. Purchase,['Purchase (E. J.)'],,Jan. 05,
4968,"Purves (D.)-Life Everlasting. Studies in the subject of the Future. Cr. 8vo. 7 x 5, pp. 276, 4s. net .T. & T. CLARK, Jan. 05",Purves,D.,Life Everlasting,T. & T. CLARK,4s.,8vo.,"Purves (D.)-Life Everlasting. Studies in the subject of the Future. Cr. 8vo. 7 x 5, pp. 276, 4s. net .T. & T. CLARK, Jan. 05",D. Purves,['Purves (D.)'],,Jan. 05,net
4969,"Purves (P.)-Divine Cure for Heart Trouble, and other Sermons. Cr. 8vo. 7 × 5, pp. 864, 48. 6d. net; red. to 3s. 6d. net ..DENT, Apr. 05",Purves,P.,"Divine Cure for Heart Trouble, and other Sermons",DENT,3s. 6d.,8vo.,"Purves (P.)-Divine Cure for Heart Trouble, and other Sermons. Cr. 8vo. 7 × 5, pp. 864, 48. 6d. net; red. to 3s. 6d. net ..DENT, Apr. 05",P. Purves,['Purves (P.)'],,Apr. 05,net
4971,"Pycraft (W. P.)-Story of Reptile Life. 12mo. 6 x 3, pp. 212, 1s. (Library of Useful Stories) NEWNES, July 05",Pycraft,W. P.,Story of Reptile Life,NEWNES,1s.,12mo.,"Pycraft (W. P.)-Story of Reptile Life. 12mo. 6 x 3, pp. 212, 1s. (Library of Useful Stories) NEWNES, July 05",W. P. Pycraft,['Pycraft (W. P.)'],,July 05,
4972,"Pyle (E.), Chaplain in Ordinary to George II.- Memoirs of a Royal Chaplain, 1729-1768. His Correspondence with Samuel Kerrich, Vicar of Dersingham, Rector of Wolferton, and Rector of West Newton. Annotated and edited by Albert Hartshorne. 8vo. 9 × 5, pp. 400, 16s. net LANE, May 05",Pyle,E.,Chaplain in Ordinary to George II,LANE,16s.,8vo.,"Pyle (E.), Chaplain in Ordinary to George II.- Memoirs of a Royal Chaplain, 1729-1768. His Correspondence with Samuel Kerrich, Vicar of Dersingham, Rector of Wolferton, and Rector of West Newton. Annotated and edited by Albert Hartshorne. 8vo. 9 × 5, pp. 400, 16s. net LANE, May 05",E. Pyle,['Pyle (E.)'],,May 05,net
4973,"Pyle (H.)-Buccaneers and Marooners of America. Pop. edit. Cr. 8vo. 8 x 47, pp. 404, 8s. 6d. (Adven- ture Ser.) .UNWIN, Aug. 05",Pyle,H.,Buccaneers and Marooners of America,UNWIN,8s. 6d.,8vo.,"Pyle (H.)-Buccaneers and Marooners of America. Pop. edit. Cr. 8vo. 8 x 47, pp. 404, 8s. 6d. (Adven- ture Ser.) .UNWIN, Aug. 05",H. Pyle,['Pyle (H.)'],,Aug. 05,
4974,"Pyle (H.)-Story of the Champions of the Round Table. Illus. 8vo. 9 × 63, pp. 848, 10s. 6d. net NEWNES, Dec. 05",Pyle,H.,Story of the Champions of the Round Table,NEWNES,10s. 6d.,8vo.,"Pyle (H.)-Story of the Champions of the Round Table. Illus. 8vo. 9 × 63, pp. 848, 10s. 6d. net NEWNES, Dec. 05",H. Pyle,['Pyle (H.)'],,Dec. 05,net
4979,"Queux (W. le)-As we forgive them. Story of a Man's Secret. 8vo. swd. 6d. F. V. WHITE, June 05",Queux,W. le,As we forgive them,F. V. WHITE,6d.,8vo.,"Queux (W. le)-As we forgive them. Story of a Man's Secret. 8vo. swd. 6d. F. V. WHITE, June 05",W. le Queux,['Queux (W. le)'],,June 05,
4980,"Queux (W. le)-Behind the Throne. Novel. Cr. 8vo. 73 x 5, pp. 320, 6s. ...METHUEN, July 05",Queux,W. le,Behind the Throne,METHUEN,6s.,8vo.,"Queux (W. le)-Behind the Throne. Novel. Cr. 8vo. 73 x 5, pp. 320, 6s. ...METHUEN, July 05",W. le Queux,['Queux (W. le)'],,July 05,
4982,"Queux (W. le)-Hunchback of Westminster. 8vo. swd. 6d.......... ..METHUEN, July 05",Queux,W. le,Hunchback of Westminster,METHUEN,6d.,8vo.,"Queux (W. le)-Hunchback of Westminster. 8vo. swd. 6d.......... ..METHUEN, July 05",W. le Queux,['Queux (W. le)'],,July 05,
4984,"Queux (W. le)-Seven Secrets. 8vo. swd. 6d. HUTCHINSON, Apr. 05",Queux,W. le,Seven Secrets,HUTCHINSON,6d.,8vo.,"Queux (W. le)-Seven Secrets. 8vo. swd. 6d. HUTCHINSON, Apr. 05",W. le Queux,['Queux (W. le)'],,Apr. 05,
4988,"Queux (W. le)-The Mask. pp. 820, 68.. Queux (W. le)-Three Glass Eyes. 8vo. swd. 6d. ...PEARSON, May 05",Queux,W. le,The Mask,PEARSON,6d.,8vo.,"Queux (W. le)-The Mask. pp. 820, 68.. Queux (W. le)-Three Glass Eyes. 8vo. swd. 6d. ...PEARSON, May 05",W. le Queux,['Queux (W. le)'],,May 05,
4989,"Queux (W. le)-Valley of the Shadow. Novel. Cr. 8vo. 73 x 5, pp. 316, 6s. ...METHUEN, Mar. 05",Queux,W. le,Valley of the Shadow,METHUEN,6s.,8vo.,"Queux (W. le)-Valley of the Shadow. Novel. Cr. 8vo. 73 x 5, pp. 316, 6s. ...METHUEN, Mar. 05",W. le Queux,['Queux (W. le)'],,Mar. 05,
4992,"Quincey (T. De)- Confessions of an Opium Eater. Medium Style of Pitman's Shorthand. 8vo. pp. 82, swd. 6d. net.........I. PITMAN, Feb. 05",Quincey,T. De,Confessions of an Opium Eater,I. PITMAN,6d.,8vo.,"Quincey (T. De)- Confessions of an Opium Eater. Medium Style of Pitman's Shorthand. 8vo. pp. 82, swd. 6d. net.........I. PITMAN, Feb. 05",T. De Quincey,['Quincey (T. De)'],,Feb. 05,net
4993,"Quincey (T. De)-Confessions of an English Opium-Eater. Edit. by William Sharp. 12mo. 64, pp. 806, 1s. net (Scott Lib.) W. SCOTT, June 05",Quincey,T. De,Confessions of an English Opium-Eater,W. SCOTT,1s.,12mo.,"Quincey (T. De)-Confessions of an English Opium-Eater. Edit. by William Sharp. 12mo. 64, pp. 806, 1s. net (Scott Lib.) W. SCOTT, June 05",T. De Quincey,['Quincey (T. De)'],,June 05,net
4994,"Quincey (T. De)-Confessions of an Opium Eater. 8vo. swd. 6d.... .ROUTLEDGE, July 05",Quincey,T. De,Confessions of an Opium Eater,ROUTLEDGE,6d.,8vo.,"Quincey (T. De)-Confessions of an Opium Eater. 8vo. swd. 6d.... .ROUTLEDGE, July 05",T. De Quincey,['Quincey (T. De)'],,July 05,
5000,"Cr. Ragster (Olga)-Chats on Violins. 8 Illus 8vo. 7 x 5, pp. 230, 3s. 6d. net (Music Lover's Lib.) ........T. W. LAURIE, May 05",Cr. Ragster,Olga,Chats on Violins,T. W. LAURIE,3s. 6d.,8vo.,"Cr. Ragster (Olga)-Chats on Violins. 8 Illus 8vo. 7 x 5, pp. 230, 3s. 6d. net (Music Lover's Lib.) ........T. W. LAURIE, May 05",Olga Cr. Ragster,['Cr. Ragster (Olga)'],,May 05,net
5005,"Ralston (W.)-Story of the Jovial Elephant. 4to. 11 x 84, 20 full-page pictures in colours. Old Time bds. 38. 6d. .SIMPKIN, Dec. 05",Ralston,W.,Story of the Jovial Elephant,SIMPKIN,6d.,4to.,"Ralston (W.)-Story of the Jovial Elephant. 4to. 11 x 84, 20 full-page pictures in colours. Old Time bds. 38. 6d. .SIMPKIN, Dec. 05",W. Ralston,['Ralston (W.)'],,Dec. 05,
5006,"Ramsay (W.) — Decomposition of Water by Radium. 8vo. pp. 8, 6d. net ..WESLEY, Aug. 05",Ramsay,W.,Decomposition of Water by Radium,WESLEY,6d.,8vo.,"Ramsay (W.) — Decomposition of Water by Radium. 8vo. pp. 8, 6d. net ..WESLEY, Aug. 05",W. Ramsay,['Ramsay (W.)'],,Aug. 05,net
5007,"Ramsden (L.)-Temple of Fire. Illus. Cr. 8vo. 7 × 43, pp. 360, 3s. 6d. ......W. COLLINS, Dec. 05",Ramsden,L.,Temple of Fire,W. COLLINS,3s. 6d.,8vo.,"Ramsden (L.)-Temple of Fire. Illus. Cr. 8vo. 7 × 43, pp. 360, 3s. 6d. ......W. COLLINS, Dec. 05",L. Ramsden,['Ramsden (L.)'],,Dec. 05,
5008,"Randolph (B. W.)-Preparation for Ordination. 16mo. Address read at Oxford March 3, 190s. 1s. net .....LONGMANS, Oct. 05",Randolph,B. W.,Preparation for Ordination,LONGMANS,1s.,16mo.,"Randolph (B. W.)-Preparation for Ordination. 16mo. Address read at Oxford March 3, 1905. 1s. net .....LONGMANS, Oct. 05",B. W. Randolph,['Randolph (B. W.)'],,Oct. 05,net
5010,"Ranke (L. von)- History of Reformation in Germany. Transl. by Sarah Austin. Edit. by Robert A. Johnson. 8vo. 9 x 53, pp. 816, 5s. ROUTLEDGE, Jan. 05",Ranke,L. von,History of Reformation in Germany,ROUTLEDGE,5s.,8vo.,"Ranke (L. von)- History of Reformation in Germany. Transl. by Sarah Austin. Edit. by Robert A. Johnson. 8vo. 9 x 53, pp. 816, 5s. ROUTLEDGE, Jan. 05",L. von Ranke,['Ranke (L. von)'],,Jan. 05,
5011,"Rankin (Margaret Cuthbert)-Art and Practice of Laundry Work. For Students and Teachers. Cr. 8vo. 7 × 43, pp. 192, 2s. 6d. BLACKIE, Nov. 05",Rankin,Margaret Cuthbert,Art and Practice of Laundry Work,BLACKIE,2s. 6d.,8vo.,"Rankin (Margaret Cuthbert)-Art and Practice of Laundry Work. For Students and Teachers. Cr. 8vo. 7 × 43, pp. 192, 2s. 6d. BLACKIE, Nov. 05",Margaret Cuthbert Rankin,['Rankin (Margaret Cuthbert)'],,Nov. 05,
5012,"Rankin (Margaret M.)-Girl's Garden. 12mo. 7 x 4, pp. 116, 2s. net......A. MELROSE, May 05",Rankin,Margaret M.,Girl's Garden,A. MELROSE,2s.,12mo.,"Rankin (Margaret M.)-Girl's Garden. 12mo. 7 x 4, pp. 116, 2s. net......A. MELROSE, May 05",Margaret M. Rankin,['Rankin (Margaret M.)'],,May 05,net
5013,"Ranking (D. F. de L'Hoste)-Rights and Duties of Liquidators, Trustees, and Receivers. Ana- lytically arranged. 8th edit., rev. and enlarged. 8vo. 8 x 5, pp. 174, 11s. net......LYNCH, Aug. 05",Ranking,D. F. de L'Hoste,"Rights and Duties of Liquidators, Trustees, and Receivers",LYNCH,11s.,8vo.,"Ranking (D. F. de L'Hoste)-Rights and Duties of Liquidators, Trustees, and Receivers. Ana- lytically arranged. 8th edit., rev. and enlarged. 8vo. 8 x 5, pp. 174, 11s. net......LYNCH, Aug. 05",D. F. de L'Hoste Ranking,"[""Ranking (D. F. de L'Hoste)""]",,Aug. 05,net
5016,"Ransome (Cyril, Mrs.)-Primary History of Eng- land. Illus., maps. 12mo. pp. 174, 1s. Railway Rate Book. 6th edit., revised. No. 1, Blank Headings, 80s. net; pocket size, 10s. 6d. net. No. 2, Classification Headings, 30s. net BEMROSE, June 05",Ransome,"Cyril, Mrs.",Primary History of Eng- land,BEMROSE,30s.,12mo.,"Ransome (Cyril, Mrs.)-Primary History of Eng- land. Illus., maps. 12mo. pp. 174, 1s. Railway Rate Book. 6th edit., revised. No. 1, Blank Headings, 80s. net; pocket size, 10s. 6d. net. No. 2, Classification Headings, 30s. net BEMROSE, June 05","Cyril, Mrs. Ransome","['Ransome (Cyril, Mrs.)']",,June 05,net
5024,"Raine (A.)-Hearts of Wales. Old Romance. Cr. 8vo. 74 × 43, pp. 860, 6s. HUTCHINSON, Apr. 05",Raine,A.,Hearts of Wales,HUTCHINSON,6s.,8vo.,"Raine (A.)-Hearts of Wales. Old Romance. Cr. 8vo. 74 × 43, pp. 860, 6s. HUTCHINSON, Apr. 05",A. Raine,['Raine (A.)'],,Apr. 05,
5025,"Raine (A.)—On the Wings of the Wind. 4th edit. Cr. 8vo. 735, pp. 852, 3s. 6d. HUTCHINSON, Mar. 05",Raine,A.,On the Wings of the Wind,HUTCHINSON,3s. 6d.,8vo.,"Raine (A.)—On the Wings of the Wind. 4th edit. Cr. 8vo. 735, pp. 852, 3s. 6d. HUTCHINSON, Mar. 05",A. Raine,['Raine (A.)'],,Mar. 05,
5026,"Ch. Raine (A.)-On the Wings of the Wind. ed. 8vo. swd. 6d...............HUTCHINSON, July 05",Ch. Raine,A.,On the Wings of the Wind,HUTCHINSON,6d.,8vo.,"Ch. Raine (A.)-On the Wings of the Wind. ed. 8vo. swd. 6d...............HUTCHINSON, July 05",A. Ch. Raine,['Ch. Raine (A.)'],,July 05,
5027,"Raine (A.)-Welsh Witch. 8vo. swd. 6d. HUTCHINSON, Mar. 05",Raine,A.,Welsh Witch,HUTCHINSON,6d.,8vo.,"Raine (A.)-Welsh Witch. 8vo. swd. 6d. HUTCHINSON, Mar. 05",A. Raine,['Raine (A.)'],,Mar. 05,
5029,"Rappoport (A. S.)-Russian History. 12mo. 1s. net (Temple Cyclopedic Primers) DENT, July 05",Rappoport,A. S.,Russian History,DENT,1s.,12mo.,"Rappoport (A. S.)-Russian History. 12mo. 1s. net (Temple Cyclopedic Primers) DENT, July 05",A. S. Rappoport,['Rappoport (A. S.)'],,July 05,net
5030,"Rateau (A.)-Experimenral Researches on Flow of Steam through Nozzles and Orifices. Note on Flow of Hot Water. Authorised transl. by H. Boyd Brydon. Cr. 8vo. 73 × 47, pp. 82, 4s. 6d. net CONSTABLE, Apr. 05",Rateau,A.,Experimenral Researches on Flow of Steam through Nozzles and Orifices,CONSTABLE,4s. 6d.,8vo.,"Rateau (A.)-Experimenral Researches on Flow of Steam through Nozzles and Orifices. Note on Flow of Hot Water. Authorised transl. by H. Boyd Brydon. Cr. 8vo. 73 × 47, pp. 82, 4s. 6d. net CONSTABLE, Apr. 05",A. Rateau,['Rateau (A.)'],,Apr. 05,net
5032,"Rawlence (E. A.)-What is Truth? Doctrines of Romanists and Ritualists contrasted with Word of God. Pop. re-issue. Cr. 8vo. swd. 6d. net ..THYNNE, Oct. 05",Rawlence,E. A.,What is Truth? Doctrines of Romanists and Ritualists contrasted with Word of God,THYNNE,6d.,8vo.,"Rawlence (E. A.)-What is Truth? Doctrines of Romanists and Ritualists contrasted with Word of God. Pop. re-issue. Cr. 8vo. swd. 6d. net ..THYNNE, Oct. 05",E. A. Rawlence,['Rawlence (E. A.)'],,Oct. 05,net
5033,"Rawlence (Guy)-Doings in Dogland. Story. Illus. Imp. 8vo. 8s. 6d................DRANE, Dec. 05",Rawlence,Guy,Doings in Dogland,DRANE,8s. 6d.,8vo.,"Rawlence (Guy)-Doings in Dogland. Story. Illus. Imp. 8vo. 8s. 6d................DRANE, Dec. 05",Guy Rawlence,['Rawlence (Guy)'],,Dec. 05,
5034,"Rawling (C. G.)-Great Plateau. Account of Exploration in Central Tibet, 1903, and of the Gartok Expedition, 1904-190s. Illus., map. 8vo. 9 × 53, pp. 336, 15s. net ......E. ARNOLD, Nov. 05",Rawling,C. G.,Great Plateau,E. ARNOLD,15s.,8vo.,"Rawling (C. G.)-Great Plateau. Account of Exploration in Central Tibet, 1903, and of the Gartok Expedition, 1904-1905. Illus., map. 8vo. 9 × 53, pp. 336, 15s. net ......E. ARNOLD, Nov. 05",C. G. Rawling,['Rawling (C. G.)'],,Nov. 05,net
5035,"Rawling (L. Bathe)-Landmarks and Surface Markings of the Human Body. Illus. 2nd edit. 8vo. 8 × 5, pp. 108, 5s. net H. K. LEWIS, Nov. 05",Rawling,L. Bathe,Landmarks and Surface Markings of the Human Body,H. K. LEWIS,5s.,8vo.,"Rawling (L. Bathe)-Landmarks and Surface Markings of the Human Body. Illus. 2nd edit. 8vo. 8 × 5, pp. 108, 5s. net H. K. LEWIS, Nov. 05",L. Bathe Rawling,['Rawling (L. Bathe)'],,Nov. 05,net
5036,"Rawson (Maud Stepney)-Labourer's Comedy. Cr. 8vo. 7 x 5, pp. 400, 6s. .CONSTABLE, Nov. 05",Rawson,Maud Stepney,Labourer's Comedy,CONSTABLE,6s.,8vo.,"Rawson (Maud Stepney)-Labourer's Comedy. Cr. 8vo. 7 x 5, pp. 400, 6s. .CONSTABLE, Nov. 05",Maud Stepney Rawson,['Rawson (Maud Stepney)'],,Nov. 05,
5037,"Rawson (Maud Stepney)-Tales of Rye Town. Cr. 8vo. 7 x 5, pp. 832, 6s....CONSTABLE, Mar. 05",Rawson,Maud Stepney,Tales of Rye Town,CONSTABLE,6s.,8vo.,"Rawson (Maud Stepney)-Tales of Rye Town. Cr. 8vo. 7 x 5, pp. 832, 6s....CONSTABLE, Mar. 05",Maud Stepney Rawson,['Rawson (Maud Stepney)'],,Mar. 05,
5038,"Rawstorne (L.)—Gamonia; or, Art of Preserving Game and Improved Method of making Planta- tions and Covers Explained and Illus. New edit. 12mo. 6 × 41, pp. 150, 3s. 6d. net (Illus. Pocket Lib.) .METHUEN, Feb. 05",Rawstorne,L.,"Gamonia; or, Art of Preserving Game and Improved Method of making Planta- tions and Covers Explained and",METHUEN,3s. 6d.,12mo.,"Rawstorne (L.)—Gamonia; or, Art of Preserving Game and Improved Method of making Planta- tions and Covers Explained and Illus. New edit. 12mo. 6 × 41, pp. 150, 3s. 6d. net (Illus. Pocket Lib.) .METHUEN, Feb. 05",L. Rawstorne,['Rawstorne (L.)'],,Feb. 05,net
5039,"Rayleigh (Lord)-On the Compressibility of Gases between One Atmosphere and Half an Atmosphere of Pressure. 4to. pp. 22, 1s. DULAU, Apr. 05",Rayleigh,Lord,On the Compressibility of Gases between One Atmosphere and Half an Atmosphere of Pressure,DULAU,1s.,4to.,"Rayleigh (Lord)-On the Compressibility of Gases between One Atmosphere and Half an Atmosphere of Pressure. 4to. pp. 22, 1s. DULAU, Apr. 05",Lord Rayleigh,['Rayleigh (Lord)'],,Apr. 05,
5041,"Read (C.)-Metaphysics of Nature. 8vo. 94 × 54, pp. 862, 7s. 6d. net....................BLACK, May 05",Read,C.,Metaphysics of Nature,BLACK,7s. 6d.,8vo.,"Read (C.)-Metaphysics of Nature. 8vo. 94 × 54, pp. 862, 7s. 6d. net....................BLACK, May 05",C. Read,['Read (C.)'],,May 05,net
5042,"Reade (A. R.)-Garibaldi. Newdigate Prize Poem, 190s. Imp. 16mo. swd. 1s. net SIMPKIN, June 05",Reade,A. R.,Garibaldi,SIMPKIN,1s.,16mo.,"Reade (A. R.)-Garibaldi. Newdigate Prize Poem, 1905. Imp. 16mo. swd. 1s. net SIMPKIN, June 05",A. R. Reade,['Reade (A. R.)'],,June 05,net
5043,"Reade (C.)-Cloister and the Hearth. Illus. 12mo. 6×4, pp. 720, 1s. net; 1thr. 2s. net (Handy Pocket Novels)......W. COLLINS, Jan. 05",Reade,C.,Cloister and the Hearth,W. COLLINS,2s.,12mo.,"Reade (C.)-Cloister and the Hearth. Illus. 12mo. 6×4, pp. 720, 1s. net; 1thr. 2s. net (Handy Pocket Novels)......W. COLLINS, Jan. 05",C. Reade,['Reade (C.)'],,Jan. 05,net
5045,"Reade (C.)-Cloister and the Hearth. Tale of the Middle Ages. New ed. Cr. 8vo. 7 x 47, pp. 584, 2s. (Oxford Lib.)...........W. SCOTT, Mar. 05",Reade,C.,Cloister and the Hearth,W. SCOTT,2s.,8vo.,"Reade (C.)-Cloister and the Hearth. Tale of the Middle Ages. New ed. Cr. 8vo. 7 x 47, pp. 584, 2s. (Oxford Lib.)...........W. SCOTT, Mar. 05",C. Reade,['Reade (C.)'],,Mar. 05,
5046,"Reade (C.)-Cloister and the Hearth. 8vo. swd. 6d. ....W. COLLINS, May 05",Reade,C.,Cloister and the Hearth,W. COLLINS,6d.,8vo.,"Reade (C.)-Cloister and the Hearth. 8vo. swd. 6d. ....W. COLLINS, May 05",C. Reade,['Reade (C.)'],,May 05,
5047,"Reade (C.)-Cloister and the Hearth. Tale of the Middle Ages. Cr. 8vo. 7 × 4, pp. 534, 2s. 6d. W. P. NIMMO, Sep. 05",Reade,C.,Cloister and the Hearth,W. P. NIMMO,2s. 6d.,8vo.,"Reade (C.)-Cloister and the Hearth. Tale of the Middle Ages. Cr. 8vo. 7 × 4, pp. 534, 2s. 6d. W. P. NIMMO, Sep. 05",C. Reade,['Reade (C.)'],,Sep. 05,
