entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"Africa, S., Geological Society, Transactions. Vol. 8 and Proceedings. 19 maps and plates. Roy. 8vo. 10 x 74, pp. 256, 45s. net Africa, S., British Assn. Meetgs. 1905, 28. net W. WESLEY, Mar. 06",,,"Africa, S., Geological Society, Transactions",W. WESLEY,,8vo.,"Africa, S., Geological Society, Transactions. Vol. 8 and Proceedings. 19 maps and plates. Roy. 8vo. 10 x 74, pp. 256, 45s. net Africa, S., British Assn. Meetgs. 1905, 28. net W. WESLEY, Mar. 06",,,,Mar. 06,
"Africa, S., Transvaal Committee-Letter of In- struction to Chairman. d.......WYMAN, Mar. 06",,,"Africa, S., Transvaal Committee-Letter of In- struction to Chairman",WYMAN,,,"Africa, S., Transvaal Committee-Letter of In- struction to Chairman. d.......WYMAN, Mar. 06",,,,Mar. 06,
"Africa, S., Transvaal Mines-Output of Gold anterior to Chinese Labour. d...WYMAN, May 06",,,"Africa, S., Transvaal Mines-Output of Gold anterior to Chinese Labour",WYMAN,,,"Africa, S., Transvaal Mines-Output of Gold anterior to Chinese Labour. d...WYMAN, May 06",,,,May 06,
"Age at which Compulsory Education begins in certain Foreign Countries. d. WYMAN, May 06",,,Age at which Compulsory Education begins in certain Foreign Countries,WYMAN,,,"Age at which Compulsory Education begins in certain Foreign Countries. d. WYMAN, May 06",,,,May 06,
"Ainslie (Kathleen)-Catharine Susan's Calendar, 1907. Sq. swd. 6d. .............. ………….CASTELL, Aug. 06",Ainslie,Kathleen,Catharine Susan's Calendar,CASTELL,,,"Ainslie (Kathleen)-Catharine Susan's Calendar, 1907. Sq. swd. 6d. .............. ………….CASTELL, Aug. 06",Kathleen Ainslie,['Ainslie (Kathleen)'],,Aug. 06,
"Ainslie (Kathleen)-Sammy goes a-hunting. 8vo. bds. 1s. …………………..CASTELL, Aug. 06",Ainslie,Kathleen,Sammy goes a-hunting,CASTELL,,8vo.,"Ainslie (Kathleen)-Sammy goes a-hunting. 8vo. bds. 1s. …………………..CASTELL, Aug. 06",Kathleen Ainslie,['Ainslie (Kathleen)'],,Aug. 06,
"Ainslie (Kathleen)-Why was he Late? Cr. 8vo. swd 6d. ……………..CASTELL, Aug. 06",Ainslie,Kathleen,Why was he Late?,CASTELL,,8vo.,"Ainslie (Kathleen)-Why was he Late? Cr. 8vo. swd 6d. ……………..CASTELL, Aug. 06",Kathleen Ainslie,['Ainslie (Kathleen)'],,Aug. 06,
"Ainsworth (W. H.)-Tower of London. 12mo. pp. 448, 1s. net; lthr. 2s. net (New Universal Lib.) ………………..ROUTLEDGE, June 06",Ainsworth,W. H.,Tower of London,ROUTLEDGE,,12mo.,"Ainsworth (W. H.)-Tower of London. 12mo. pp. 448, 1s. net; lthr. 2s. net (New Universal Lib.) ………………..ROUTLEDGE, June 06",W. H. Ainsworth,['Ainsworth (W. H.)'],,June 06,
"Air Currents, Life History of Surface. 78. 6ð. WYMAN, May 06",,,"Air Currents, Life History of Surface",ð. WYMAN,,,"Air Currents, Life History of Surface. 78. 6ð. WYMAN, May 06",,,,May 06,
"Alexander (Grace)-Judith: Story of Candle-lit Fifties. Cr. 8vo. pp. 482 68........ .... ......... ............ (Indianap.) BOBBS-MERRILL, Mar. 06",Alexander,Grace,Judith: Story of Candle-lit Fifties,BOBBS-MERRILL,,8vo.,"Alexander (Grace)-Judith: Story of Candle-lit Fifties. Cr. 8vo. pp. 482 68........ .... ......... ............ (Indianap.) BOBBS-MERRILL, Mar. 06",Grace Alexander,['Alexander (Grace)'],,Mar. 06,
"Alexander (H. B.)-Poetry and the Individual. Cr. 8vo. 6s. net …………………….PUTNAM, Mar. 06",Alexander,H. B.,Poetry and the Individual,PUTNAM,,8vo.,"Alexander (H. B.)-Poetry and the Individual. Cr. 8vo. 6s. net …………………….PUTNAM, Mar. 06",H. B. Alexander,['Alexander (H. B.)'],,Mar. 06,
"Allbutt (T. C.)-On Professional Education, with special reference to Medicine. Address at King's College, London, on October 3, 190s. Cr. 8vo. 7 x 43, pp. 86, 28. net... MACMILLAN, Feb. 06",Allbutt,T. C.,"On Professional Education, with special reference to Medicine",MACMILLAN,,8vo.,"Allbutt (T. C.)-On Professional Education, with special reference to Medicine. Address at King's College, London, on October 3, 1905. Cr. 8vo. 7 x 43, pp. 86, 28. net... MACMILLAN, Feb. 06",T. C. Allbutt,['Allbutt (T. C.)'],,Feb. 06,
"Allen (G.)-Babylon. Ch. edit. 12mo. pp. 318, 1s. net....…………. ................CHATTO, Mar. 06",Allen,G.,Babylon,CHATTO,,12mo.,"Allen (G.)-Babylon. Ch. edit. 12mo. pp. 318, 1s. net....…………. ................CHATTO, Mar. 06",G. Allen,['Allen (G.)'],,Mar. 06,
"Allen (Grant)-Florence. New edit., revised and enlarged by J. W. and A. M. Cruickshank. 12mo. pp. 804, 8s. 6d. net (Grant Allen's Histori- cal Guides) ………………………….RICHARDS, Apr. 06",Allen,Grant,Florence,RICHARDS,,12mo.,"Allen (Grant)-Florence. New edit., revised and enlarged by J. W. and A. M. Cruickshank. 12mo. pp. 804, 8s. 6d. net (Grant Allen's Histori- cal Guides) ………………………….RICHARDS, Apr. 06",Grant Allen,['Allen (Grant)'],,Apr. 06,
"Allen (John)-The Confessions of John Allen (and other Poems). 16mo. 7 x 5, pp. 360, $1.25 (Chicago) MANDEL & PHILLIPS, Feb. 06",Allen,John,The Confessions of John Allen (and other Poems),MANDEL & PHILLIPS,,16mo.,"Allen (John)-The Confessions of John Allen (and other Poems). 16mo. 7 x 5, pp. 360, $1.25 (Chicago) MANDEL & PHILLIPS, Feb. 06",John Allen,['Allen (John)'],,Feb. 06,
"Allhusen (Beatrice M.), Glasgow (Geraldine Robertson-)-Verses. 16mo. 65, pp. 64, bds. 1s. 6d. net ………………………..S. C. MAYLE, Mar. 06",,,Verses,S. C. MAYLE,,16mo.,"Allhusen (Beatrice M.), Glasgow (Geraldine Robertson-)-Verses. 16mo. 65, pp. 64, bds. 1s. 6d. net ………………………..S. C. MAYLE, Mar. 06",,"['Allhusen (Beatrice M.), Glasgow (Geraldine Robertson-)']",,Mar. 06,
"Almanach de Gotha, 1907. 18mo. 9s. 6d. DAWSON; DULAU, Dec. 06",,,Almanach de Gotha,DULAU,,18mo.,"Almanach de Gotha, 1907. 18mo. 9s. 6d. DAWSON; DULAU, Dec. 06",,,,Dec. 06,
"Amelung (W.), Holtzinger (Heinrich)-Museums and Ruins of Rome, transl. and edit. by Mrs. Arthur Strong (Eugenie Sellers). 2 vols. Illus. 12mo. 6 × 4, pp. 546, 10s. net 68..... DUCKWORTH, Feb. 06",,,"Museums and Ruins of Rome, transl",DUCKWORTH,,12mo.,"Amelung (W.), Holtzinger (Heinrich)-Museums and Ruins of Rome, transl. and edit. by Mrs. Arthur Strong (Eugenie Sellers). 2 vols. Illus. 12mo. 6 × 4, pp. 546, 10s. net 68..... DUCKWORTH, Feb. 06",,"['Amelung (W.), Holtzinger (Heinrich)']",,Feb. 06,
"Ames (Mr. and Mrs. Ernest)-Sessional. Ben Ballads. 4to. bds. 1s. net Big ALSTON RIVERS, Dec. 06",Ames,Mr.,Sessional,ALSTON RIVERS,,4to.,"Ames (Mr. and Mrs. Ernest)-Sessional. Ben Ballads. 4to. bds. 1s. net Big ALSTON RIVERS, Dec. 06",Mr. Ames,"['Ames (Mr.)', 'Ames (Mrs. Ernest)']",,Dec. 06,
"And the Greatest of these is Love-Passages selected from the Writings of Great Teachers, Writers, and Poets, by M. M. F. 16mo. bds. pp. 48, 18. .FAULKNER, Sep. 06",,,"And the Greatest of these is Love-Passages selected from the Writings of Great Teachers, Writers, and Poets, by M. M. F",FAULKNER,,16mo.,"And the Greatest of these is Love-Passages selected from the Writings of Great Teachers, Writers, and Poets, by M. M. F. 16mo. bds. pp. 48, 18. .FAULKNER, Sep. 06",,,,Sep. 06,
"Andersen (H.) - Fairy Tales. Cr. 8vo. 1s. (Arbour Lib.)………………………………….. .MILNER, Nov. 06",Andersen,H.,Fairy Tales,MILNER,,8vo.,"Andersen (H.) - Fairy Tales. Cr. 8vo. 1s. (Arbour Lib.)………………………………….. .MILNER, Nov. 06",H. Andersen,['Andersen (H.)'],,Nov. 06,
"Andrews (M.)-Sir Guy's Trust. Cr. 8vo. 28. PARTRIDGE, Nov. 06",Andrews,M.,Sir Guy's Trust,PARTRIDGE,,8vo.,"Andrews (M.)-Sir Guy's Trust. Cr. 8vo. 28. PARTRIDGE, Nov. 06",M. Andrews,['Andrews (M.)'],,Nov. 06,
"Anthony (E.)-An Enquiry into and an Expla- nation of Decimal Coinage and the Metric System of Weights and Measures. 3rd edit. 4to. 2s. 6d. net....... …………………..ROUTLEDGE, June 06",Anthony,E.,An Enquiry into and an Expla- nation of Decimal Coinage and the Metric System of Weights and Measures,ROUTLEDGE,,4to.,"Anthony (E.)-An Enquiry into and an Expla- nation of Decimal Coinage and the Metric System of Weights and Measures. 3rd edit. 4to. 2s. 6d. net....... …………………..ROUTLEDGE, June 06",E. Anthony,['Anthony (E.)'],,June 06,
"Anthony (E.)-Complete Bridge Player. thou. 3rd edit. enl. 12 plates of specimen hands. Cr. 8vo. pp. 280, 2s. 6d. net 5th T. W. LAURIE, Feb. 06",Anthony,E.,Complete Bridge Player,T. W. LAURIE,,8vo.,"Anthony (E.)-Complete Bridge Player. thou. 3rd edit. enl. 12 plates of specimen hands. Cr. 8vo. pp. 280, 2s. 6d. net 5th T. W. LAURIE, Feb. 06",E. Anthony,['Anthony (E.)'],,Feb. 06,
"Apotheosis. A Poem. 12mo. bds. 2s. net net E. MATHEWS, Oct. 06",,,Apotheosis,E. MATHEWS,,12mo.,"Apotheosis. A Poem. 12mo. bds. 2s. net net E. MATHEWS, Oct. 06",,,,Oct. 06,
"Arabian Nights Entertainment. Cr. 8vo. 18. (Camp Lib.) ....... MILNER, Nov. 06",,,Arabian Nights Entertainment,MILNER,,8vo.,"Arabian Nights Entertainment. Cr. 8vo. 18. (Camp Lib.) ....... MILNER, Nov. 06",,,,Nov. 06,
"ROUTLEDGE, Apr. 06",,,,ROUTLEDGE,,,"ROUTLEDGE, Apr. 06",,,,Apr. 06,
"Armistead (J. J.)-Piloted. Series of Notes and Experiences from the Author's Life. Cr. 8vo. 7 × 43, pp. 216, 3s. 6d. net; swd. 1s. net ........... - HEADLEY, Feb. 06",Armistead,J. J.,Piloted,HEADLEY,,8vo.,"Armistead (J. J.)-Piloted. Series of Notes and Experiences from the Author's Life. Cr. 8vo. 7 × 43, pp. 216, 3s. 6d. net; swd. 1s. net ........... - HEADLEY, Feb. 06",J. J. Armistead,['Armistead (J. J.)'],,Feb. 06,
"Arms, Episcopal, of England and Wales, by an Officer of Arms. Full page coloured illus. of all English and Welsh Episcopal Arms. Cr. 4to. 93 x 74, 10s. 6d. nt. ARNOLD FAIRBAIRNS, July 06",,,"Arms, Episcopal, of England and Wales, by an Officer of Arms",ARNOLD FAIRBAIRNS,,4to.,"Arms, Episcopal, of England and Wales, by an Officer of Arms. Full page coloured illus. of all English and Welsh Episcopal Arms. Cr. 4to. 93 x 74, 10s. 6d. nt. ARNOLD FAIRBAIRNS, July 06",,,,July 06,
"Armstrong (W., Sir)-Thomas Gainsborough. New edit. 16mo. 6 x 44, pp. 222, 2s. net; lthr. 3s. net............ ………………..SEELEY, Apr. 06",Armstrong,"W., Sir",Thomas Gainsborough,SEELEY,,16mo.,"Armstrong (W., Sir)-Thomas Gainsborough. New edit. 16mo. 6 x 44, pp. 222, 2s. net; lthr. 3s. net............ ………………..SEELEY, Apr. 06","W., Sir Armstrong","['Armstrong (W., Sir)']",,Apr. 06,
"Army Act. Revised to 1906. 1s. 2d. Army-Ammunition Handbook, 190s. 1s. 6d. Army Administration in India. WYMAN, July 06",,,Army Act,WYMAN,,,"Army Act. Revised to 1906. 1s. 2d. Army-Ammunition Handbook, 1905. 1s. 6d. Army Administration in India. WYMAN, July 06",,,,July 06,
"WYMAN, Feb. 06",,,,WYMAN,,,"WYMAN, Feb. 06",,,,Feb. 06,
"WYMAN, Mar. 06",,,,WYMAN,,,"WYMAN, Mar. 06",,,,Mar. 06,
"WYMAN, Aug. 06",,,,WYMAN,,,"WYMAN, Aug. 06",,,,Aug. 06,
"Army Expenditure: Home, Colonial, Foreign. 1d. Army: Guide to obtaining a Commission, Pay, WYMAN, May 06",,,"Army Expenditure: Home, Colonial, Foreign",WYMAN,,,"Army Expenditure: Home, Colonial, Foreign. Id. Army: Guide to obtaining a Commission, Pay, WYMAN, May 06",,,,May 06,
"Army-Instructions as to Conveyance of Troops. .WYMAN, Dec. 06",,,Army-Instructions as to Conveyance of Troops,WYMAN,,,"Army-Instructions as to Conveyance of Troops. .WYMAN, Dec. 06",,,,Dec. 06,
"WYMAN, Jan. &c. 06",,,,WYMAN,,,"WYMAN, Jan. &c. 06",,,,Jan. &c. 06,
"Report, with Ap- WYMAN, June 06",,,,WYMAN,,,"Report, with Ap- WYMAN, June 06",,,,June 06,
"Army Methodism, Watkins (Owen S.) 3s. 6d. Army-Notes on Artillery Store Accounts, 9d.; Addendum, 6d…………………………………….. WYMAN, Feb. 06","Army Methodism, Watkins",Owen S.,,WYMAN,,,"Army Methodism, Watkins (Owen S.) 3s. 6d. Army-Notes on Artillery Store Accounts, 9d.; Addendum, 6d…………………………………….. WYMAN, Feb. 06","Owen S. Army Methodism, Watkins","['Army Methodism, Watkins (Owen S.)']",,Feb. 06,
"Army Regulations for the Imperial Yeomanry. ………..WYMAN, Mar. 06",,,Army Regulations for the Imperial Yeomanry,WYMAN,,,"Army Regulations for the Imperial Yeomanry. ………..WYMAN, Mar. 06",,,,Mar. 06,
"Army Regulations for Veterinary Services, 8d.; Regulations re Sandhurst, and University Can- didates, 1d. each. .WYMAN, Mar. 06",,,Army Regulations for Veterinary Services,WYMAN,,,"Army Regulations for Veterinary Services, 8d.; Regulations re Sandhurst, and University Can- didates, 1d. each. .WYMAN, Mar. 06",,,,Mar. 06,
"Army-Report on Examination for Commissions in Regular Forces. 18.........………… ....WYMAN, Feb. 06",,,Army-Report on Examination for Commissions in Regular Forces,WYMAN,,,"Army-Report on Examination for Commissions in Regular Forces. 18.........………… ....WYMAN, Feb. 06",,,,Feb. 06,
"Army-Report on 25th Advanced Class, Ordnance College. 18........ .WYMAN, Mar. 06",,,Army-Report on,WYMAN,,,"Army-Report on 25th Advanced Class, Ordnance College. 18........ .WYMAN, Mar. 06",,,,Mar. 06,
"Army Savings Bank Account. net d. WYMAN, Mar. 06",,,Army Savings Bank Account,WYMAN,,,"Army Savings Bank Account. net d. WYMAN, Mar. 06",,,,Mar. 06,
"Army Votes, d.; Navy Votes, d. WYMAN, Apr. 06",,,"Army Votes, d",WYMAN,,,"Army Votes, d.; Navy Votes, d. WYMAN, Apr. 06",,,,Apr. 06,
"Art, Chinese. Part 2. 2s. 3d.; swd. 1s. 6d. Art Class Teacher's Certificate, Syllabus of Quali- WYMAN, Mar. 06",,,"Art, Chinese",WYMAN,,,"Art, Chinese. Part 2. 2s. 3d.; swd. 1s. 6d. Art Class Teacher's Certificate, Syllabus of Quali- WYMAN, Mar. 06",,,,Mar. 06,
"Art Journal, 1906. 4to. 218. net VIRTUE, Nov. 06",,,Art Journal,VIRTUE,,4to.,"Art Journal, 1906. 4to. 218. net VIRTUE, Nov. 06",,,,Nov. 06,
"Arthur (T. S.)-Ten Nights in a Bar-room. Cr. 8vo. is. (Camp Lib.) MILNER, Nov. 06",Arthur,T. S.,Ten Nights in a Bar-room,MILNER,,8vo.,"Arthur (T. S.)-Ten Nights in a Bar-room. Cr. 8vo. is. (Camp Lib.) MILNER, Nov. 06",T. S. Arthur,['Arthur (T. S.)'],,Nov. 06,
"Askew (Alice and C.)-The Etonian. Cr. 8vo. 7 × 5, pp. 488, 68............F. V. WHITE, Aug. 06",Askew,Alice,The Etonian,F. V. WHITE,,8vo.,"Askew (Alice and C.)-The Etonian. Cr. 8vo. 7 × 5, pp. 488, 68............F. V. WHITE, Aug. 06",Alice Askew,"['Askew (Alice)', 'Askew (C.)']",,Aug. 06,
"Atkinson (S. B.)-Golden Rules of Medical Evi- dence. 32mo. pp. 64, limp, 1s. (Golden Rules Ser.) .(Bristol, Wright) SIMPKIN, Oct. 06",Atkinson,S. B.,Golden Rules of Medical Evi- dence,SIMPKIN,,32mo.,"Atkinson (S. B.)-Golden Rules of Medical Evi- dence. 32mo. pp. 64, limp, 1s. (Golden Rules Ser.) .(Bristol, Wright) SIMPKIN, Oct. 06",S. B. Atkinson,['Atkinson (S. B.)'],,Oct. 06,
"Atlas (Octavo) of Modern Geography. 3rd edit. 50 maps, alphabetical list of names. Imp. 8vo. 8 × 12, 25s. ……..STANFORD, June 06",Atlas,Octavo,Modern Geography,STANFORD,,8vo.,"Atlas (Octavo) of Modern Geography. 3rd edit. 50 maps, alphabetical list of names. Imp. 8vo. 8 × 12, 25s. ……..STANFORD, June 06",Octavo Atlas,['Atlas (Octavo)'],,June 06,
"Aurelian-Poems. With Intro. by G. T. W. 16mo. swd. 1s. net (Vigo Cabinet Ser.) - E. MATHEWS, Mar. 06",,,Aurelian-Poems,E. MATHEWS,,16mo.,"Aurelian-Poems. With Intro. by G. T. W. 16mo. swd. 1s. net (Vigo Cabinet Ser.) - E. MATHEWS, Mar. 06",,,,Mar. 06,
"Aurelius (A. M.)-Thoughts. Transl. by George Long. Life of the Emperor &c. 12mo. pp. 804, 1s. net; lthr. 28. net (New Univ. Lib.) ROUTLEDGE, Nov. 06",Aurelius,A. M.,Thoughts,ROUTLEDGE,,12mo.,"Aurelius (A. M.)-Thoughts. Transl. by George Long. Life of the Emperor &c. 12mo. pp. 804, 1s. net; lthr. 28. net (New Univ. Lib.) ROUTLEDGE, Nov. 06",A. M. Aurelius,['Aurelius (A. M.)'],,Nov. 06,
"Austen (Jane)-Northanger Abbey, and Per- suasion. 12mo. 7 × 44, pp. 270, 1s. net; lthr. 2s. net (Everyman's Lib.) …………..DENT, Feb. 06",Austen,Jane,"Northanger Abbey, and Per- suasion",DENT,,12mo.,"Austen (Jane)-Northanger Abbey, and Per- suasion. 12mo. 7 × 44, pp. 270, 1s. net; lthr. 2s. net (Everyman's Lib.) …………..DENT, Feb. 06",Jane Austen,['Austen (Jane)'],,Feb. 06,
"Avery (H.)-Firelock and Steel. Story of the Good Old Days. Cr. 8vo. 8 × 5, pp. 464, 58. NELSON, Sep. 06",Avery,H.,Firelock and Steel,NELSON,,8vo.,"Avery (H.)-Firelock and Steel. Story of the Good Old Days. Cr. 8vo. 8 × 5, pp. 464, 58. NELSON, Sep. 06",H. Avery,['Avery (H.)'],,Sep. 06,
