entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"PRESS, Nov. 13",,,,PRESS,,,"PRESS, Nov. 13",,,,Nov. 13,
"Bookman's letters, Nicoll (Sir W. K.) 4s. 6d. net Books to read : a reference list of inexpensive literature for students of Christianity. With a prefatory note by the Archbishop of York. 8vo. swd. 6d. .LONGMANS, Oct. 13","Bookman's letters, Nicoll",Sir W. K.,,LONGMANS,6d.,8vo.,"Bookman's letters, Nicoll (Sir W. K.) 45. 6d. net Books to read : a reference list of inexpensive literature for students of Christianity. With a prefatory note by the Archbishop of York. 8vo. swd. 6d. .LONGMANS, Oct. 13","Sir W. K. Bookman's letters, Nicoll","[""Bookman's letters, Nicoll (Sir W. K.)""]",,Oct. 13,
"IS. -ER, Od. 13",,,,IS. -ER,,,"IS. -ER, Od. 13",,,,Od. 13,
"J' of the American et CMILLAV, May 13",,,,CMILLAV,,,"J' of the American et CMILLAV, May 13",,,,May 13,
"Brown (Rose)-101 sweet dishes. Obl. 16mo., swd. 6d. net. (The joi scr.) SIMPKIN, Oct. 13",Brown,Rose,,SIMPKIN,,16mo.,"Brown (Rose)-101 sweet dishes. Obl. 16mo., swd. 6d. net. (The joi scr.) SIMPKIN, Oct. 13",Rose Brown,['Brown (Rose)'],,Oct. 13,
"Campbell (Harriette R.) 1s it enough ? A romance of musical life. Cr. 8vo. 71 X 5, PP. 272, HARPER, Sep. 13",Campbell,Harriette R.,,HARPER,,8vo.,"Campbell (Harriette R.) Is it enough ? A romance of musical life. Cr. 8vo. 71 X 5, PP. 272, HARPER, Sep. 13",Harriette R. Campbell,['Campbell (Harriette R.)'],,Sep. 13,
"Carey (Wymond)— No. 101. Pop. edit. Cr. 8vo. pp. 336, is, niet W. BLACKWOOD, May 13",Carey,Wymond,,W. BLACKWOOD,,8vo.,"Carey (Wymond)— No. 101. Pop. edit. Cr. 8vo. pp. 336, is, niet W. BLACKWOOD, May 13",Wymond Carey,['Carey (Wymond)'],,May 13,
"Cather (Willa Sibert)-0 pioneers! Cr. 8vo. 74 X 5, pp. 320, 6s..... HEINEMANN, Aug. 13",Cather,Willa Sibert,,HEINEMANN,6s.,8vo.,"Cather (Willa Sibert)-0 pioneers! Cr. 8vo. 74 X 5, pp. 320, 6s..... HEINEMANN, Aug. 13",Willa Sibert Cather,['Cather (Willa Sibert)'],,Aug. 13,
"Chadwick (Samuel)-11'umanity and God. Cr. 8vo. PP. 372, 2s. net. (Expositor's library, re-issue) HODDER & S., July 13",Chadwick,Samuel,,HODDER & S.,,8vo.,"Chadwick (Samuel)-11'umanity and God. Cr. 8vo. PP. 372, 25. net. (Expositor's library, re-issue) HODDER & S., July 13",Samuel Chadwick,['Chadwick (Samuel)'],,July 13,
"Charities (Endowed)—Reports, County of Devon : Lydford, id. WYMAN, May 13",Charities,Endowed,,WYMAN,,,"Charities (Endowed)—Reports, County of Devon : Lydford, id. WYMAN, May 13",Endowed Charities,['Charities (Endowed)'],,May 13,
"Chase, The, Gilchrist (R. M.) 6s. Chater (George)-A Flutter in fcathers. Illus, by George Morrow. Cr. 8vo. 73 X5, pp. 296, 6s. GARDNER, D., Oct. 13","Chase, The, Gilchrist",R. M.,,"GARDNER, D.",6s.,8vo.,"Chase, The, Gilchrist (R. M.) 6s. Chater (George)-A Flutter in fcathers. Illus, by George Morrow. Cr. 8vo. 73 X5, pp. 296, 6s. GARDNER, D., Oct. 13","R. M. Chase, The, Gilchrist","['Chase, The, Gilchrist (R. M.)']",,Oct. 13,
"Illus. 8vo., pp. 128, bds. 2s. 644. net Chemistry, Applied, Dict. of, Thorpe (Sir E.) EWART, SEYMOUR, Dec. 13",,,,"EWART, SEYMOUR",,8vo.,"Illus. 8vo., pp. 128, bds. 25. 644. net Chemistry, Applied, Dict. of, Thorpe (Sir E.) EWART, SEYMOUR, Dec. 13",,,,Dec. 13,
"CASSELL, Jan. 13",,,,CASSELL,,,"CASSELL, Jan. 13",,,,Jan. 13,
"BLACK, Jan. 13",,,,BLACK,,,"BLACK, Jan. 13",,,,Jan. 13,
"LONGMAYS, Nov. 13",,,,LONGMAYS,,,"LONGMAYS, Nov. 13",,,,Nov. 13,
"12mo J. M. WATKINS, Jan. 13",,,,J. M. WATKINS,,,"I2mo J. M. WATKINS, Jan. 13",,,,Jan. 13,
"Combined maze, Sinclair (M.) 6s......... Come lasses and lads. Illus. by Randolph Caldecott. 4to. 73 x 71, bds. is. net WARNE, Sep. 13","Combined maze, Sinclair",M.,,WARNE,,4to.,"Combined maze, Sinclair (M.) 6S......... Come lasses and lads. Illus. by Randolph Caldecott. 4to. 73 x 71, bds. is. net WARNE, Sep. 13","M. Combined maze, Sinclair","['Combined maze, Sinclair (M.)']",,Sep. 13,
"Co wan (Samuel K.)–From Ulster's hills. (Verse.] 8vo., pp. 111, 1s. (Belfast) McCaw, STEVENSON, Nov. 13",,,,STEVENSON,,,"Co wan (Samuel K.)–From Ulster's hills. (Verse.] 8vo., pp. 111, Is. (Belfast) McCaw, STEVENSON, Nov. 13",,"[""Co wan (Samuel K.)–From Ulster's hills. (Verse.] 8vo., pp. 111, 1s. (Belfast)""]",,Nov. 13,
"Craig (J. I.) see Willcocks (Sir W.) and Craig, Craig (Robert)--A History of oratory in Parlia- ment, 1213 to 1913. 8vo. 9X5, pp. 330, IOS. 6d. net ..HEATH, CRANTON, Apr. 13",Craig,J. I.,,"HEATH, CRANTON",6d.,,"Craig (J. I.) see Willcocks (Sir W.) and Craig, Craig (Robert)--A History of oratory in Parlia- ment, 1213 to 1913. 8vo. 9X5, pp. 330, IOS. 6d. net ..HEATH, CRANTON, Apr. 13",J. I. Craig,['Craig (J. I.)'],,Apr. 13,net
"Debt (National) annuities, id. (post free) WYMAN, Apr. 13",Debt,National,,WYMAN,,,"Debt (National) annuities, id. (post free) WYMAN, Apr. 13",National Debt,['Debt (National)'],,Apr. 13,
"Denmark, Rural, Haggard (Sir H. R.) 3s. 6d. Denney (James) - Jesus and the Gospel : Christ- ianity justified in the mind of Christ. 4th edit. 8vo. 8] X54, pp. 434, 6s. HODDER & S., Oct. 13","Denmark, Rural, Haggard",Sir H. R.,,HODDER & S.,6s.,8vo.,"Denmark, Rural, Haggard (Sir H. R.) 35. 6d. Denney (James) - Jesus and the Gospel : Christ- ianity justified in the mind of Christ. 4th edit. 8vo. 8] X54, pp. 434, 65. HODDER & S., Oct. 13","Sir H. R. Denmark, Rural, Haggard","['Denmark, Rural, Haggard (Sir H. R.)']",,Oct. 13,
"WYMAN, Feb. 13",,,,WYMAN,,,"WYMAN, Feb. 13",,,,Feb. 13,
"Dods (Marcus) -1srael's iron age. Cr. 8vo., pp. 234. 28. net. (Expositor's library, cheaper re-issue) HODDER & S., Oct. 13",Dods,Marcus,,HODDER & S.,,8vo.,"Dods (Marcus) -Israel's iron age. Cr. 8vo., pp. 234. 28. net. (Expositor's library, cheaper re-issue) HODDER & S., Oct. 13",Marcus Dods,['Dods (Marcus)'],,Oct. 13,
"Dominant race, Adams (W. H.) 6s. , May 13",,,,,,,"Dominant race, Adams (W. H.) 6S. , May 13",,,,,
"Donisthorpe (H. St. John) see Fowler (W. W.) and Donisthorpe Donisthorpe (W.)—Uropa: a new simple philo- sophically-constructed language based on Latin roots. 8vo. 8! X54, pp. 57 (Guildford) STENT, June 13",Donisthorpe,H. St. John,,STENT,,,"Donisthorpe (H. St. John) see Fowler (W. W.) and Donisthorpe Donisthorpe (W.)—Uropa: a new simple philo- sophically-constructed language based on Latin roots. 8vo. 8! X54, pp. 57 (Guildford) STENT, June 13",H. St. John Donisthorpe,['Donisthorpe (H. St. John)'],,June 13,
"Echoes: verse, Anderson (A. L. H.) 28. 6d. net Eckel (E. C.)-Portland cement materials and industry in the United States. (U.S. Geol. Surv.) Plates. 8vo. 9X6, pp. 401, swd. 6, 6d. net .WESLEY, Nov. 13","Echoes: verse, Anderson",A. L. H.,,WESLEY,6d.,8vo.,"Echoes: verse, Anderson (A. L. H.) 28. 6d. net Eckel (E. C.)-Portland cement materials and industry in the United States. (U.S. Geol. Surv.) Plates. 8vo. 9X6, pp. 401, swd. 6, 6d. net .WESLEY, Nov. 13","A. L. H. Echoes: verse, Anderson","['Echoes: verse, Anderson (A. L. H.)']",,Nov. 13,net
"Education (Scotland)—40th annual report by the accountant for Scotland, for 1911-12, iod. WYMAN, May 13",Education,Scotland,,WYMAN,,,"Education (Scotland)—40th annual report by the accountant for Scotland, for 1911-12, iod. WYMAN, May 13",Scotland Education,['Education (Scotland)'],,May 13,
"IS, Nov. 13",,,,IS,,,"IS, Nov. 13",,,,Nov. 13,
"Ferryman (A. F. Mockler-) see Mockler-Ferryman Fertilisers and Feeding Stuffs Act, 1906; Irish Report for 1911-12, 7ļd. (post free) W'YMAN, June 13",Ferryman,A. F. Mockler-,,W'YMAN,,,"Ferryman (A. F. Mockler-) see Mockler-Ferryman Fertilisers and Feeding Stuffs Act, 1906; Irish Report for 1911-12, 7ļd. (post free) W'YMAN, June 13",A. F. Mockler- Ferryman,['Ferryman (A. F. Mockler-)'],,June 13,
"OFFICE, Nov. 13",,,,OFFICE,,,"OFFICE, Nov. 13",,,,Nov. 13,
"OFFICE, Feb. 13",,,,OFFICE,,,"OFFICE, Feb. 13",,,,Feb. 13,
"LONGMANS, Mar. 13",,,,LONGMANS,,,"LONGMANS, Mar. 13",,,,Mar. 13,
"BAILLIERE, Nov. 13",,,,BAILLIERE,,,"BAILLIERE, Nov. 13",,,,Nov. 13,
"PARTRIDGE, Oct. 13",,,,PARTRIDGE,,,"PARTRIDGE, Oct. 13",,,,Oct. 13,
"LONGMANS, Nov. 13",,,,LONGMANS,,,"LONGMANS, Nov. 13",,,,Nov. 13,
"IS. 6d. net. (Peeps at history) .. BLACK, Oct. 13",IS. 6d. net.,Peeps at history,,BLACK,,,"IS. 6d. net. (Peeps at history) .. BLACK, Oct. 13",Peeps at history IS. 6d. net.,['IS. 6d. net. (Peeps at history)'],,Oct. 13,
"Filing systems, Cope (E. A.) 2s. 6d. net.. June 13 Firdausi—The Sháhnáma. Done into English Filon (Augustin)—Memoirs of the Prince Imperial by A. G. and E. Warner. Vol. 6. 8vo., Ios. 6d. 1856–1879. Illus. Ryl. 8vo. 101 x64, pp. 260, (Trübner's Oriental ser.)., ROUTLEDGE, Feb. 13","Filing systems, Cope",E. A.,,ROUTLEDGE,,8vo.,"Filing systems, Cope (E. A.) 25. 6d. net.. June 13 Firdausi—The Sháhnáma. Done into English Filon (Augustin)—Memoirs of the Prince Imperial by A. G. and E. Warner. Vol. 6. 8vo., Ios. 6d. 1856–1879. Illus. Ryl. 8vo. 101 x64, pp. 260, (Trübner's Oriental ser.)., ROUTLEDGE, Feb. 13","E. A. Filing systems, Cope","['Filing systems, Cope (E. A.)']",,Feb. 13,
"Flemish tales, Redmond-Anderson (J.) 3s. 6d. net Flem well (G.)--Chamonix : pictured and described. 4to. 9 X64, pp. 64, bds., 28. net BLACKIE, June 13","Flemish tales, Redmond-Anderson",J.,,BLACKIE,,4to.,"Flemish tales, Redmond-Anderson (J.) 35. 6d. net Flem well (G.)--Chamonix : pictured and described. 4to. 9 X64, pp. 64, bds., 28. net BLACKIE, June 13","J. Flemish tales, Redmond-Anderson","['Flemish tales, Redmond-Anderson (J.)']",,June 13,
"Food poisoning (Bacterial) and food infections (L.G.B.) 6d. WYMAN, Sep. 13",Food poisoning,Bacterial,,WYMAN,6d.,,"Food poisoning (Bacterial) and food infections (L.G.B.) 6d. WYMAN, Sep. 13",Bacterial Food poisoning,"['Food poisoning (Bacterial)', 'food infections (L.G.B.)']",,Sep. 13,
"Fox (G. E.The Worst singer in the worll, and other celebrities met during a cruise in the Mediterrancan. 8vo., pp. 100, is, net (34, Norfolk St., W.C.) AUTHOR, Sep. 13",Fox,"G. E.The Worst singer in the worll,",,AUTHOR,,,"Fox (G. E.The Worst singer in the worll, and other celebrities met during a cruise in the Mediterrancan. 8vo., pp. 100, is, net (34, Norfolk St., W.C.) AUTHOR, Sep. 13","G. E.The Worst singer in the worll, Fox","['Fox (G. E.The Worst singer in the worll,)', 'Fox (other celebrities met during a cruise in the Mediterrancan. 8vo., pp. 100, is, net (34, Norfolk St., W.C.)']",,Sep. 13,
"Friar Tuck, Wason (R. A.) 6s. Friedeberg (S.)-Joshua. An annotated Hebrew text, with intro., vocabulary, geographical and historical glossary and 3 maps. Cr. 8vo. 74 X5, pp. 246, 5s. net. . HEINEMANN, Feb. 13","Friar Tuck, Wason",R. A.,,HEINEMANN,5s.,8vo.,"Friar Tuck, Wason (R. A.) 6s. Friedeberg (S.)-Joshua. An annotated Hebrew text, with intro., vocabulary, geographical and historical glossary and 3 maps. Cr. 8vo. 74 X5, pp. 246, 5s. net. . HEINEMANN, Feb. 13","R. A. Friar Tuck, Wason","['Friar Tuck, Wason (R. A.)']",,Feb. 13,net
"Friendship birthday book (A). 16mo. 41 X2}, is. net ; Ithr., 28. 6d. net (Langham birthday books, 6) SIEGLE, H., Nov. 13",Friendship birthday book,A,,"SIEGLE, H.",6d.,,"Friendship birthday book (A). 16mo. 41 X2}, is. net ; Ithr., 28. 6d. net (Langham birthday books, 6) SIEGLE, H., Nov. 13",A Friendship birthday book,['Friendship birthday book (A)'],,Nov. 13,net
"George (W. L.)-1srael Kalisch. Cr. 8vo. 71 X5, pp. 316, 6s. CONSTABLE, Jan. 13",George,W. L.,,CONSTABLE,6s.,8vo.,"George (W. L.)-Israel Kalisch. Cr. 8vo. 71 X5, pp. 316, 6s. CONSTABLE, Jan. 13",W. L. George,['George (W. L.)'],,Jan. 13,
"Gosse (Edmund)-Critical kit-kats. (Collected essays, Vol. 3). Cr. 8vo. 71 x 5, pp. 326, 6s. net HEINEMANN, Oct. 13",,,,HEINEMANN,6s.,8vo.,"Gosse (Edmund)-Critical kit-kats. (Collected essays, Vol. 3). Cr. 8vo. 71 x 5, pp. 326, 6s. net HEINEMANN, Oct. 13",,"['Gosse (Edmund)-Critical kit-kats. (Collected essays, Vol. 3)']",,Oct. 13,net
"Grif, Farjeon (B. L.) 6d.. Griffin (Mrs. E.)-Pitman's Household arithmetic for girls. Book 2, Intermediate; Book 3, Senior. 8vo. 77 x 41, pp. 66, paper 5d., cloth 5 d. .PITMAN, May 13","Grif, Farjeon",B. L.,,PITMAN,,8vo.,"Grif, Farjeon (B. L.) 6d.. Griffin (Mrs. E.)-Pitman's Household arithmetic for girls. Book 2, Intermediate; Book 3, Senior. 8vo. 77 x 41, pp. 66, paper 5d., cloth 5 d. .PITMAN, May 13","B. L. Grif, Farjeon","['Grif, Farjeon (B. L.)']",,May 13,
"Guli (C. Ranger-) see Ranger-Gull. Gullick Elsie)-Children of Moon Street. Illus. 8vo., 8 X 54, pp. 398, 3s. 6d. W. COLLINS, Nov. 13",Guli,C. Ranger-,,W. COLLINS,3s. 6d.,8vo.,"Guli (C. Ranger-) see Ranger-Gull. Gullick Elsie)-Children of Moon Street. Illus. 8vo., 8 X 54, pp. 398, 3s. 6d. W. COLLINS, Nov. 13",C. Ranger- Guli,['Guli (C. Ranger-)'],,Nov. 13,
"Hagar, Johnston (M) 6s.. Hagedorn (H.)—Poems and ballads. New edit. Cr. 8vo. 4s. 6d. net......MACMILLAN, Nov. 13","Hagar, Johnston",M,,MACMILLAN,4s. 6d.,8vo.,"Hagar, Johnston (M) 65.. Hagedorn (H.)—Poems and ballads. New edit. Cr. 8vo. 45. 6d. net......MACMILLAN, Nov. 13","M Hagar, Johnston","['Hagar, Johnston (M)']",,Nov. 13,net
"Happy women, Reed (M.) 6s. Hapsburg monarchy, Steed (H. W.) 7s. 6d. net Harben (Will N.)—The Desired woman. Cr. 8vo. 74 X 5, pp. 480, 6s. .HARPER, Sep. 13","Happy women, Reed",M.,,HARPER,6s.,8vo.,"Happy women, Reed (M.) 6s. Hapsburg monarchy, Steed (H. W.) 7s. 6d. net Harben (Will N.)—The Desired woman. Cr. 8vo. 74 X 5, pp. 480, 6s. .HARPER, Sep. 13","M. Happy women, Reed","['Happy women, Reed (M.)']",,Sep. 13,
"Haselhurst (S. Rennie)-Northumberland (Cam- bridge County Geographies). Cr. 8vo., pp. 192, s. 6d. .. CAMB. UNIV. PRESS, Dec. 13",,,,CAMB. UNIV. PRESS,6d.,8vo.,"Haselhurst (S. Rennie)-Northumberland (Cam- bridge County Geographies). Cr. 8vo., pp. 192, IS. 6d. .. CAMB. UNIV. PRESS, Dec. 13",,['Haselhurst (S. Rennie)-Northumberland (Cam- bridge County Geographies)'],,Dec. 13,
"Hat shop, Peel (Mrs. C. S.) 6s. Hatch (F. H.) and Rastall (R. H.)--The Petrology of the sedimentary rocks. Cr. 8vo. 71 x 14, pp. 440, 75, 6d, net .G. ALLEN, Jan. 13","Hat shop, Peel",Mrs. C. S.,,G. ALLEN,6d.,8vo.,"Hat shop, Peel (Mrs. C. S.) 6s. Hatch (F. H.) and Rastall (R. H.)--The Petrology of the sedimentary rocks. Cr. 8vo. 71 x 14, pp. 440, 75, 6d, net .G. ALLEN, Jan. 13","Mrs. C. S. Hat shop, Peel","['Hat shop, Peel (Mrs. C. S.)']",,Jan. 13,net
"IS. net s, Oct. 13",,,,,,,"IS. net IS, Oct. 13",,,,,
"Hewlett (F. G. W.BIancashire. Cr. 8vo., pp. 256, 1s. 6d. net (Oxford county histories) (Clarendon Press) MILFORD, Oct. 13",Hewlett,"F. G. W.BIancashire. Cr. 8vo., pp. 256, 1s. 6d. net (Oxford county histories",,MILFORD,,,"Hewlett (F. G. W.BIancashire. Cr. 8vo., pp. 256, Is. 6d. net (Oxford county histories) (Clarendon Press) MILFORD, Oct. 13","F. G. W.BIancashire. Cr. 8vo., pp. 256, 1s. 6d. net (Oxford county histories Hewlett","['Hewlett (F. G. W.BIancashire. Cr. 8vo., pp. 256, 1s. 6d. net (Oxford county histories)']",,Oct. 13,
"Holmes (A.) see Lippert (F. E.) and Holmes Holmes (Arthur)—The Age of the earth. 12mo. 7x41, pp. 208, 2s. 6d. net. (Library of living thought) .HARPER, Apr. 13",Holmes,A.,,HARPER,,,"Holmes (A.) see Lippert (F. E.) and Holmes Holmes (Arthur)—The Age of the earth. I 2mo. 7x41, pp. 208, 25. 6d. net. (Library of living thought) .HARPER, Apr. 13",A. Holmes,['Holmes (A.)'],,Apr. 13,
"Howe (P. P.)-Malthus and the publishing trade, M SECKER, Sep. 13",Howe,P. P.,,M SECKER,,,"Howe (P. P.)-Malthus and the publishing trade, M SECKER, Sep. 13",P. P. Howe,['Howe (P. P.)'],,Sep. 13,
